"","ESC.1.15.OPR.279514","ESC.1.24.OPL.279654","ESC.1.34.OPR.279524","ESC.1.33.OPL.279468","ESC.1.9a.OPL.279644","ESC.1.28.OPR.279603","ESC.1.62.OPL.279669","ESC.1.53.OPL.279544","ESC.1.45.OPL.279704","ESC.1.28.OPL.279617","ESC.1.34.OPL.279562","ESC.1.42.OPL.279703","ESC.1.49.OPL.279522","ESC.1.72.OPR.279523","ESC.1.61.OPR.279506","ESC.1.45.OPR.279442","ESC.1.65.OPL.279620","ESC.1.55.OPR.279483","ESC.1.60.OPR.279487","ESC.1.71.OPR.279471","ESC.1.35.OPR.279455","ESC.1.68.OPR.279573","ESC.1.20.OPL.279671","ESC.1.23.OPL.279686","ESC.1.44.OPR.279527","ESC.1.63.OPL.279420","ESC.1.37.OPR.279696","ESC.1.47.OPL.279646","ESC.1.49.OPR.279650","ESC.1.26.OPR.279484","ESC.1.43.OPL.279611","ESC.1.53.OPR.279665","ESC.1.1.OPR.279601","ESC.1.65.OPR.279502","ESC.1.26.OPL.279470","ESC.1.17.OPR.279511","ESC.1.29.OPL.279486","ESC.1.55.OPL.279670","ESC.1.48.OPR.279680","ESC.1.71.OPL.279661","ESC.1.61.OPL.279525","ESC.1.43.OPR.279635","ESC.1.50.OPL.279499","ESC.1.69.OPL.279699","ESC.1.38.OPR.279528","ESC.1.56.OPR.279444","ESC.1.62.OPR.279652","ESC.1.17.OPL.279551","ESC.1.19.OPL.279430","ESC.1.22.OPR.279421","ESC.1.32.OPL.279633","ESC.1.72.OPL.279581","ESC.1.51.OPR.279561","ESC.1.20a.OPL.279437","ESC.1.30.OPL.279456","ESC.1.48.OPL.279572","ESC.1.59.OPR.279629","ESC.1.5.OPR.279659","ESC.1.24.OPR.279606","ESC.1.44.OPL.279532","ESC.1.64.OPR.279439","ESC.1.30.OPR.279564","ESC.1.47.OPR.279560","ESC.1.50.OPR.279637","ESC.1.20.OPR.279692","ESC.1.39.OPL.279608","ESC.1.51.OPL.279500","ESC.1.60.OPL.279582","ESC.1.64.OPL.279491","ESC.1.46.OPL.279623","ESC.1.56.OPL.279540","ESC.1.33.OPR.279647","ESC.1.1.OPL.279586","ESC.1.58.OPL.279556","ESC.1.37.OPL.279622","ESC.1.40.OPL.279667","ESC.1.46.OPR.279457","ESC.1.31.OPL.279464","ESC.1.19.OPR.279460","ESC.1.52.OPR.279589"
"404318",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.36,0,0,0,2,0,1,0,0,0,0,0.01,0,0,0
"104043",7,61,5,82,0,9,0.02,162.19,0.01,0.71,0.84,32,42.5,7,34,0.04,6,109,11,20,123,0,4,219,37,4.02,11,0.61,38,44,44,13,32,36,82,6.21,0.02,76,29,19,55,24,260.17,85,1,73.45,0.58,8,17,26,0.03,47,14,6.5,6,4,28,117,102,31,218.59,0.11,6.53,21,0,42,3,66,57,128,102.91,93.03,69.57,18,18,83,114,4,0.74,114
"528380",0,0,0.03,0.02,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.02,0,3,0,0,0,0,0,0,0,1,0.2,16,0.01,0,0,0,0,0,0.02,0,0,0.01,0.02,0.03,2,1,0,0,0,0.03,0.01,0,0,0.04,0,0,0,11,0.64,0.08,0.09,1,0,0.01,0,0,0.44,1,1,78,12,0,0.01,0,0.22,0.02,0,0.02,0,0,5
"175189",0,1,0.01,0,1.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21239",0,0,0,0,0,1,0,0,1,0.05,0,0,0,0,0,0,1,0,0.01,0,0,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,1,0,0.11,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,13,0,0,0,0,0,1,1,0,0,0,0.02,0.01,0,0.99,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0
"70379",0,27,2,154,1,4,77.11,21,3,2,13.66,26,20,44.5,36.98,3,12,60,1,14,91,53,22,4,111.69,0.28,0.01,135.05,68,33,7.92,22,26,12.24,67,27,9,70,3.58,12,22,8,7,52,28,7,13.13,25,124,22,3,54,140,2,5,1.29,165,126,15,11,48.98,6,11,29,6.17,39,98,52,3,6.57,13,5.54,1,1,9,204,8,21.81,8,14
"183228",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"46278",0,0.02,0,2,0,0.01,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.02,0.03,0.03,0.02,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"357984",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2176",1,0,0,0,0,0.02,0,0,0,4,0,0,0,0,1,0,0.01,1,3,0,0.02,0,0,61,0.06,0.01,0,0,0,0,0,0,0.01,0.03,0,0,8,0,0.11,0,1,0,0,0,0,0,2,1.7,0,0.02,0.07,0,0,0,0,0,0,3,0,5,0,0.02,0.01,0.12,0,0,0,0.07,0,0,0.14,0,0,0,0,0,0,0,0,0
"147281",0.14,0,1,0.01,3,2,0.01,0,0.61,0.21,2.66,2,3,1,0,1,0,0,0,0,0,1,0,0,0,7,0.03,1,1,0.01,0,0,0,0,3,0.26,0,0,0,0,0,0,0,1,1,0,0,0,0.01,0,0,0,0,0.02,1,2,0.01,0,0,0.01,0,0.05,0,0,1,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"484442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1
"532556",0,0,0.01,0,2.71,0.01,0,0,9,0.06,0,0,0,0.01,0.01,12,0,11,0,1,0,0.07,0.01,0.12,0,0,0.05,2,0,0,0,0,3,0,0,0,0,6,0,0.05,0,0,0,0,3,0,0,0,0.01,0,0.35,0,0,0.01,0,0,0,0,0,0,0,0.01,1,0,0,9,0.02,0.02,0,1,0.25,0,7,0,0,0.12,0.16,0.01,0,0
"512914",0.01,0.05,5,26,11.79,1,5.32,0.77,14,33.01,5,0.01,8,0,0.01,9,0,0,0,0,4,7,0,0,0,2,64,53,2.09,0.09,0.02,0,0,2,5.59,0.04,0,0,0,0,0.01,0.34,0.01,0,0.1,0,0,0,0,0,0.47,0,0.22,0.01,5,4,0,0,0,0,0,74,0.03,0,1,0,0,0,0,0.03,2,0,0,0,1,0,0,0.01,0,0
"537729",0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0.38,0.01,2,0,0,0,0,0.01,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.09,0,0,2,0,0,0,0.23,0,0,0.07,0.08,0,0.12,0,0,0,0,0.01,0,0,0,0
"239064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,0,0.03,0,0,0,0,0,0.02,0.01,0,0,0.04,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"469903",0,0.02,0,1,0,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.02,0.01,0.05,0.01,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"160031",0,0.1,3,2,1.39,0.22,0.01,0.02,0.02,1,1,0.16,2,0,0,2,1,0.01,0.01,0,0.14,3,0,0.01,0,2,1,0.52,2,1,0,0.03,0,0,1.83,0,0,0,1,0,0,0.07,0,0.1,0,0,0,0,0.01,0,0.01,0,0.07,0,1,1.11,0.02,0,1,0.02,0,0.1,0,0,0.02,0.03,0,1,0,0.02,0,0,0,0,0,0.01,0,0,0,0.03
"351161",0.05,0,2,0,0,0,0,0.01,0,0,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"570154",0,0.01,0,1,1.83,0.06,0,0.03,1,0.02,0,0,0,0,0,0,0,0,0,0,0.11,1,0,0,0,1,0.01,2,0.01,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,1,0,0,0,0,0,0.08,0,0.12,0,0,0,0,0,0.01,0,0,0,0.04,0,1,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"585052",0,0,3,0.03,0.01,0.01,0.12,6,1,0.01,0.03,0,0,0,1,0,0,0,0,0,0.01,0.03,0.08,0,0,0,0.01,0.03,0,0.01,7,0,0,0,0,0,0,0.25,0,0,0,3,0.01,0,2,0,0.01,0,0,2,0.08,0.01,0,0,0,0,0,0,0,0,0,2,3,0,0,0.01,0.02,0,0,2,0,0.01,0,0.53,0,0,0.01,0,0,0
"31235",3,1,0,3,0,26,0,2,0,7,0,8,0.03,1,1,0.09,27,18,0.63,0.31,3,11,0.01,1,2,1,32,13,2,2.59,112,0,14.93,65,0.17,6.05,10,10,3,1,3.83,2,128,0.06,0,10.02,2,18,59,0.06,2.42,31.47,69,0.14,0.01,0.07,0.44,44,5,5,0.07,7.63,0.23,117,0,20.88,7.38,0.06,0.05,32,1,3,3,0.29,21,35,0.42,0,4,1
"92034",1.22,11,2,42,0.01,2,0,2,0.75,3,0.68,4.42,4.21,1,5,1,6.46,2.47,0.01,1.98,39,4,0.3,30,16,0,5,1,1,2,8,0.64,3,22,11,1,0.11,1,4.95,13.15,7,39.23,7,4.39,0.02,3.52,0.08,0.05,6.4,2.48,0,14,12,0.02,0.01,1,3,215.22,14,2,0.94,7.48,2,2,0,4,3,2,1,16,2,36,6.03,5,1,55,27,0.1,0,5
"259422",0,0.04,5,2,2,4,1,2,0.79,0.22,7.12,3,6,0,1,2,0.02,1,55,0.01,4,0.05,0,0.01,0,16,0.01,0.38,2,0.1,0.01,0,0.06,0,1,0.32,0,0.03,0,0,0.01,0.07,0.01,0.18,0.01,0,0,0.07,1,0.06,1,0,0.64,0,5,5,1,0.02,1,0.21,0.04,2,0,0,3.22,1,1,95,0.04,0.02,0.02,0,0,0,1,0.01,0,0,1,0.15
"2217",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"518865",15,43,22,24,40.77,21,203.85,31,84,4,5,12,38,1,96,1,34,3.92,0.09,5,205,71,165,1.09,103,0.07,125,255,73,206,214,133,3.92,27,297.04,20,269,113,53,1,118,59,183,22,112,57,388.48,0.1,148,418.19,213.75,10,462,118.82,112,5,53,5,32,60,0.05,99,262,373,0.03,113,397,0.22,1.06,73,0.26,131.63,7,378,102,11,2.57,45,14,3
"72347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0
"2394",0,1,0,3,0,0.03,0,1,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0.18,0,0,0,0,0,0,0.13,0.02,4,0,0.06,0.01,0,4,0,1,0.08,0,0,0,0.21,0,0.01,0,0,0.01,0,0,0,0.02,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,0,0,0,0,0,0
"570119",3,9,2.98,73,0,82.22,0.43,14,1,1,0,43,4,5,13,0,11,76,87,4,133,1.16,0.28,101,1,14,8,8,138,8,0.76,36,5,25,23,0.08,0,112,6,3,0.77,1.91,2.93,4,0.13,35,1.75,7,37.14,0.03,3.21,10.25,13,0.86,9.66,14.77,2,107,0.02,17,148,3,3,3,0.32,113,1.61,271,200,9,65,62.99,36.84,0,8,66.23,1,0.07,0,147
"224539",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0.01,0.01,0,1,0,0.01,0.01,0,0.01,1,0,0.03,0,0,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0,0,0.07,0.01,0,0.09,0,0,0.07,0.02,1,0,0,0.01,0,0.02,1,1,0.02,0.03,1,0,0,0,0,0,0,0.01
"470219",0,0,0,0,27,0.01,0,0,0.01,1,23.91,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423742",0.04,34,0.11,35,0.04,3,138.81,3.33,97.57,6.18,0,6,14,0,11,0.13,9,7,0.05,0,21,44,41,11,182.31,7.32,2.4,121,36,59.2,50,2,0.03,0.46,8,1.18,161,1.35,117,0,19,27,98,8,254,5,183,36,93,64,19,0,174,21,24,1.53,15,71.99,15,29,0.14,82,146,198,11.11,2,170,0.11,0.04,4,1,2,0,24,33,1,0.24,1.13,10,0.02
"93158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.01,0,0,0,0
"25543",0,0,2,0,0,0,0,0,0,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544420",0,0,0,0,1,1,0,0,0,1,0.65,0.01,1,0,0,0.39,0,0,0,0,0,0.01,0,0,0,2,0,0,1,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.78,2,0,0,0,0.01,0,0.56,0,0,3,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2370",0,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582252",0,0,0.04,0,2,0,0,0,0.15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
