"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"304309",2,1.04,1.2,1.91,4,0.8,37,18,0.08,0.11,12.1,0.11,0,0.14,34.36,1,1.29,6,1,1,1,0.05,0.06,12,6.06,9,2,1,0.01,3,1,18.39,1,0.08,13,22,83.38,0.02,2,1,16,13,0.56,3.95,0.01,16.33,216.86,1,84,6,3,108,10,0.61,4,2,0.01,1.3,2,156.56,0.02,44,1,0.02,0,0.31,3,0.58,83,1,6,2,0,122,242,0.06,0,18.68,0,8.3
"318446",0.02,1,0.06,0.28,0.01,0.2,0.95,0.48,1,2,0.01,0,0,0.46,0.01,0.26,1,1,0,0.03,2,0,0,0.32,0,7,0.02,0,0,0.02,1,0,0,0,0.11,1,2,0,0.1,0,1,0.19,0.4,0,0,0.04,1,0.01,3,2,1.68,0.04,0.02,0,2,0,0.06,0,0,0,0.02,0.03,0.1,0,0.01,4,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"322219",4,1,0,0,0.01,0,0,0.47,0.04,0.01,0.09,0,0,0.01,0,0.01,0.01,0,0.16,0,0.4,0,0.02,0.12,0,0.01,2,0,0,0.01,0,3,0.09,0.19,0.02,0.09,0.01,0.3,0.54,0,0,0.01,5,2,0.66,0,0.07,0.03,0.01,0.01,0.01,0,0.31,4,0,3,1,14,0.37,150,0,0,0,0.01,0,0.1,0,2.22,0,0,0,0.01,0.2,0,0,0.16,0.03,0,0,0
"308873",2,0.01,0.01,0.01,1,0.01,1,12.81,0.85,0.02,51,0.42,0,0.06,4,0.05,2,2,5,7.74,0.05,0.07,5.79,9,28.03,2,3,3,0.14,1,0.01,53,6,1,34.83,7,0.07,0.5,5,0.1,0,104.13,7.64,3,6,2,1,5,39,7.34,28.47,13,6,839.44,0,9,0.26,4,130.23,59,4.28,9,8.58,0.11,0.02,0,11,199.01,177,4,17,1,5,143,5,31.56,0.26,52.41,15.99,190
"184450",6,0.06,0.08,0,6,4,6,1.06,0.59,4,1.57,0,0,0.01,0.03,2,0,7,0.06,0.28,0.04,1,0.01,56,78,0.08,0.53,0.25,0,9,0.01,0.53,0.02,0.02,0,0.33,0.01,0,1,0.18,0,0.51,3,5,0.37,0.08,0.23,0,1.15,0.03,0,2,0.05,0,0,0.03,1,0.01,0.02,4.63,0,12,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"182087",23.87,5,3,0.13,5,9.45,0.51,13,1,9.33,4,8,2.3,4,6,4,6,4,118,2,111.41,9.04,6,0.16,19.18,9,14,6,1,4,1.06,28.46,6,4,0.31,3,4,2,9,0.08,0,0.14,4,3,7,0.28,2,7,0.72,2.85,14,0.05,11,10,0.93,4,7,5.9,14,108.63,29.35,0.63,0.21,12,11.26,42,2.98,0.01,0,0.09,0.09,3,15.13,0.03,0,0,5,0,0.01,0
"301364",26,12.9,2,11,1.71,28.74,10,2,11.39,8,1,1,1,28,2.28,1,34.96,36.22,62.6,5,42,1.4,2,14,6,0.2,1,4,0.97,1.18,4.25,19,0.06,0.76,0,20.65,9.94,2,31,13.93,0.16,34,0.02,5,1,1,4.15,3,4,26.18,31,0.49,4,0.05,4,3,0.01,0.1,0.22,106.83,1,1,0,14,0.22,3,0.3,0,0,0.7,0,0.88,0.05,0.77,2,0,0.13,0,0,0
"298635",3,0.01,0.06,13,2,0,0,2,0.05,0,0.12,0.02,4,0.35,2,0,1,2,0.01,3,0,0,0,3.68,0,0,0,0.33,0.02,0.01,0.02,0.01,0.05,0.07,0,0.04,0,0.01,0,0,0,1,0,0.02,0,0,0,0.01,0,1,0.05,0.03,0,0,0,0.03,0.01,0,0,0,1,0.01,0,0.01,3,0,0.01,0,0,0.03,0,0,0,0,0.17,0,0,0,0,0
"188238",0.04,0.55,1,1,0.08,2,0.02,0.1,2,5,0.01,0.19,11.43,0.05,2,0.03,0.06,0.05,0.07,0.38,5,0.01,0,0.01,0,0.66,0.03,0,0.03,0,3,0.01,1,0.15,1,0.42,2,1,0.34,1.77,0.1,1,1,0,0.02,0.01,1,0,0.03,0,0.06,0.03,0,0,0.04,0,0,1,1,0,0,0,0,0.15,5,0.01,0.01,0.03,0,0,0,0,0.01,0,0.17,0.04,0.01,0,0,0
"293896",0.01,1,0.01,0.04,0.02,0.13,0,0.54,9,18,0,0.05,0.01,12,0,1,1,0,0.13,3,0.87,0.04,0,0,0,0.1,5,0,0.01,0.01,2,0.57,0.03,0.08,0,0.58,0.15,0.01,8,0.01,0,0,1,0,0.03,0,0,0.16,0,0.19,0.02,0,0.1,0.3,0.05,2,1,1.33,0.04,11,0.01,0,0,0.03,1.6,0.1,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0
"546227",2.47,0.01,0,1,0.03,0.02,14,0.01,0.11,0.06,2,3,0.05,2,0.33,0,0.33,7,0.01,0,0.01,0.01,0,0.78,0.07,1,2,1,0.02,1.56,0.03,0.01,0,1,0.3,0,0.02,0.07,0.03,2,0.01,2.73,0.02,0.02,0,0.08,3,1,5.05,13,0.06,1.52,0.02,0,0.12,0,0,0.01,0.03,0,2,1.82,0.71,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"186357",0,3,0,0,0,0.01,6,0,0,0.02,0.01,0,0,1,0,0.02,0.02,0,0.04,0,0.03,0.01,0,0.08,0,1,2,0,0,0.02,0,0.05,0,0.01,0.01,0.52,0.05,0.02,1,0,0,0,0.01,0,0.04,0.01,0.37,0.07,2,0.01,0,0.08,2.95,1,0.22,0.06,1,1,0.02,4,0,0,0.01,0,0,1,0,0.24,0,0.02,0,0.02,1,0,0,0.09,0.01,0,0,0
"204072",0.01,6,0.04,10.59,0,0.11,0,0,2,12,1,0.6,4,0.33,0,0.08,0.09,0,0.02,0.15,3,0,0,0,0.01,16,0,0.01,0.02,0.01,0.3,0.01,1,18.48,0,0.01,2.03,3,0.02,0.15,0.01,0,1,0,0.01,0,0.01,0.01,0,0.02,0,0,0,0,1,0,0.04,0,0.02,0,4,0.01,0,0.01,0.69,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180248",0.01,0.02,0,0.45,0.05,0.06,0,0.22,7,9,0.01,0.02,1,20,0.06,0.08,3,0,13,28,0.02,0.1,3,0,0,0.04,0.31,9,1,0,1,3,3.65,0,0,0.09,0,0,16,0,0,0,1.57,0.01,0.02,1,0.01,0.5,0,0.06,0.56,0.02,0,0.01,0,4,0.19,0,0,0.85,1.24,0,0,0.65,1.31,0,2,0,0,9.64,0,0,0,0,0,0,0,0,0,0
"74461",28,59,28.78,74.47,19,27,47,17,126,83,43,15,12,24,115.03,2,1,84.39,43,31,1,54.48,4,53,57,21,4,200.46,99.93,4,44.08,154,6,1,1.89,23,103.34,4,121,13,0.02,79.21,106.89,5,15,1,110,43,68,3.57,0.08,65.66,3.59,0.44,1.63,3,7,8.34,0.71,248.87,7.05,3,22.95,0.4,7,0.35,39,27,194.54,23,70,0,2.65,0,0.27,47,0,0.05,0,0
"212787",0.06,1,21.74,0.81,2,1,0,7.91,3,3.21,0.05,1,0,15,0.3,22,7,1.26,2,0.03,17,10,1,0,1,9,1,5.6,0.06,0.1,7,19,15.86,11,0.02,0,11,0.07,18,0.02,0.03,0,5.36,0.23,0,0.01,0,0.25,0,4.03,23.49,0,0.03,0.07,1,0,4,0.07,1,0.69,2,0,0,1,0.02,0.23,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0
"199006",0.22,0.01,0,0,0,0,2,0,0,0,0,0,0,0.01,0,0.08,0,0.66,0.03,0,0.01,0,0,1,3,0.86,4,0,0,0.36,0,0.02,0.01,0,0.08,15,0.01,0,9,0,0.01,0.06,0.03,0.01,9,0.18,18,0.03,103,37,0,2.36,1,11,0.01,0.13,0,0.06,4,0.04,0,0.02,0.05,0,0,0.05,0.04,5.28,17.34,0.05,0.78,83.08,1,0.04,0,0.2,0,5,0.03,2.47
"563572",0.02,1,2.19,0.26,1,4,0.08,0.08,0.2,0.05,2,2,1,0.05,1,0.04,0.01,0.37,0.02,0.03,1,2,0.02,0,0,2,1,0.02,3,0.01,1,0.01,0,0,0.34,0,1,2,0,2,1.34,0.01,0.01,0.01,0,0,0.01,1,0,0.01,0.01,0,0,0,0.11,0,0.14,0.01,0,0.01,0,0.02,1,0,0.03,0.04,0,0,0,0,0,0,0,0.01,1,0,1,0,0.01,0
"188818",1,6,6,2,8,2,4,2,4,5,15.85,8,5.23,12,8,3,11.78,3.81,13,1,19.29,3,8,0.27,2,2,7,28.08,14,3,6,25.76,9,7,15.58,3,4,4,4,3,0.12,1.15,3,5,2,3,15.41,7,6.33,0.05,1.13,1,3,2,4.17,7.76,1,6,7,6,0.02,2,2,18.04,1.95,8,4.79,2,0,1,9.15,8.81,8.5,0.03,0,21.18,0.1,0,0,0
"174624",0.02,0.01,0.01,1,0.1,0.04,0,1,1,0.07,0.2,2,0.03,2.23,0.92,0.01,2,0.02,2,0,0.02,0,1,0,0.01,0,0.01,1,1,0,1,0.06,0.19,3,0,0,0.01,0.93,0.02,0,0,0,0.07,0.01,0,0,0,0.01,0,0.68,6.7,0,0,0.09,2,2,0.12,0,0.02,0.03,1,0,0,0.19,0.01,0,0,0,0,0,0.01,1,0,0,0,0,0.02,0,0,0
"176861",0,2,6,0.13,0.13,0,0.01,0.02,0.07,0.16,1,0.65,0.32,3,0.04,1,3,0,0.01,0.01,0.01,2,0.01,0,0.02,0.02,0.01,2,0.04,0,0.01,0.02,0.02,0,0.12,0,0.01,0,0.01,1,0.02,0.01,0,0,0,0,0.03,0.01,0,0.07,0.84,7,0,0,0,0,0.23,0,0,0,0.52,0.9,1,0.09,3,0.03,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"182274",0,0.06,0.04,0,1,2,0.06,0.01,0,0.01,0,0,0,2,0,0,0.12,0,0.01,0,5,0.02,0,0,0,0,1,0.02,0,0,0.05,0.02,0,0.01,0.01,0,0.04,0,0.01,0.08,3.72,0,0,0,0.02,0,0,0.01,0,2,0.01,3,0.52,0.63,1,0.01,1,0.32,0,1,0,0.09,2,0,0,4,0.03,0,0,0.02,0,0,1,0,0,0,0,0,0,0
"349949",20.76,0.01,0.02,0.01,0.11,0.13,0.08,4,0.18,0,20,5,0.01,1,17,0.05,0.81,17.77,2,0.12,0.05,0,0.84,5,12,0.41,0.44,0.02,1,0.05,0.01,1.09,1,13,0.04,10.13,0,16.68,1,0.43,0,5,1,10,0.7,0.01,1,0,5,0.13,0.04,0.03,0.3,5.41,0,3,0.01,1,8.39,1,1,6,0.04,0.11,0,0,0.01,2,32.36,0.01,8,0,0.02,0,2.53,0.57,0.06,0,0,0
"145149",1,0.12,0.01,0,0.01,0.13,0,3.35,0.38,0,1,0.03,0.01,0.1,0.04,0.02,1,0.04,10,0.04,1.84,0,0.13,0.37,0,1,1,0.01,0.01,0.04,0.04,3,53.33,0.16,9,12.22,9,1,2,2.69,0.01,13,1,0.05,0.01,0,1.21,1,0.01,0.07,3.85,0.05,20,2,0,0.25,0.04,6,24,1,0.43,0.04,0.01,8,4.69,0.04,0,24.92,134.77,0.01,14,76,2.49,2,40,2,29,1,5.27,0.66
"181016",0.06,0.15,1,0.01,7,0.03,0,20,2,1,0.01,0,0,1,0.08,0.64,4,0.89,0.04,30,0.02,2,0,16,19,0,0.01,0.91,0.41,9,0.09,0,0.13,0,0.01,0.01,0.02,0.04,0.01,0,0,0,0.11,12,0.43,0.03,0,1,0.03,0.14,0.18,0.02,0.01,0,0,0.05,0.08,1,0,0,0.03,0,0,1,0.31,0,0.03,0.03,0,0.07,0,0,0,0,0,0.04,0.38,0,0,0
"345319",52,0.01,3,5,1.54,3,0,1.92,11,0.14,7,17,3,4.79,1.23,3,12,3,0.73,0.01,0.03,0.02,73,2.49,1,0.01,0.09,0.25,3,0.07,0.08,11,2,93,0,0,0,6,4,0.57,0,0.09,0.55,5.27,0,0,0,0,0,0.65,4,0,0.03,0.14,0.01,0.04,2,0.01,0.03,0.63,2,0.2,0,1,9.96,0.04,0,1,0,0,0.03,0,0,0,0,0.01,0.28,0,0,0
"299777",0.02,3,3,1,0.04,0.49,0.36,2.4,4,4,1.45,0.58,0.05,7,0.31,1,0.81,3,4,0.05,11,1,1,0.24,0.08,1.12,0.93,0.01,1,0.01,4,12.26,0.23,0.01,9.24,4,2,0.14,1,3,3.54,3,0.45,1.11,0,0.12,0.02,0,0.03,0,0.23,0.01,2,2,1,2,1.05,2,0.24,1,0,0.01,1,0.28,0,3,0,1,0,0,0.03,6.27,0.08,0.03,0.35,0.67,0.01,0,0,0
"198270",0.74,2,1,0.02,2.11,2,0.01,2,0.24,1,1,0.02,0,2,0.04,0.31,1,1,0.43,0.04,2,1.13,0.19,1,0.77,0.01,0.06,0.02,1,1,0.27,1,0.07,0.01,1,0.01,0.73,0.02,1,1.17,0.06,0.07,0.01,1,0.05,0,0.01,0.01,0.01,0.04,0.1,0.01,0.07,0.01,0,1.15,2,1,0,1,0.02,0.06,0,0.09,0.01,0.01,0,0.03,0,0,0,0,0,0,0,0.04,0.01,0,0,0
"104780",0,0,2,0,233,0,0,0.33,0.02,0,0,0,2,0.02,0.05,0.01,19,0.01,0,0.08,0,2,0.01,0,0,0,0,2.62,0.04,0,0,0,5,1,0,0,0,0.01,0,0,0,0,0.02,2,1,1,0,0.01,0,0.01,0.31,0,0,0.51,0,0,0.05,0,0.03,0,0.4,0,0,0.05,1,0,0,0,0,0.36,0,0,2,0,0,0,0,0,0,0
"199013",0.02,1.34,3,0.07,0.08,4,0.03,0,0.15,2,0.02,4,0,0.08,0.02,2,0.01,0.13,0.08,0.04,18,1,0,0,0.01,2,4,0,0.03,0,3,0.47,0,0,0.03,0,3.94,0.02,4,1,0.03,0.01,0.03,0,0,0,0.01,0.08,0,0.02,0,0,0.02,0,0,0,0,0.01,0,0.02,0,0,0.01,3,0,0.16,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"183824",2,4,3,2,2,1,0,2,9,8,0.38,2,8.04,13,6,0.4,1.83,5,5,16.23,14,0.49,0.01,11.54,0,1,1,0.48,0.4,1.01,15,0.37,0.59,0.04,0,0.7,15.07,2,0.45,0.72,4,7,4,0.09,0.01,0,0.04,0.06,0,5,0,1.13,0.02,0.01,0.68,1,0.28,0.03,0.09,0.04,0,0.12,0,0.29,3,0.03,1,0,0,0.01,0,0,0,0,2.91,0,0,0,0,0
"216862",0.01,1,0.04,9,0.95,0,0,0.01,0.62,1,0,0.07,0.09,0.23,7,18,1,0,1,0.71,0.12,0.07,1,0,0.13,0,1,3,0,1,0.05,3,0.49,0,0,0,0.1,0,0.6,0,0,0,0.02,0,0,0,0.01,2,0,1.11,0.24,0,0,0,0.04,0,0.83,0.01,0,0,0.34,0,0,0.04,0.01,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361480",2,0.02,0.01,20,0,0,0.01,0.3,16,0.22,9,0.07,0.09,0.05,0,0.04,0.03,0,0.18,0.01,2,0,1.63,0.12,0,0.03,2,0,9,0.04,0.84,23,0.04,11,0,4,0.02,0.05,1.84,0.39,7.43,0.02,29,7,0.44,0,0.04,0.01,0.03,0.02,0,0,0.05,25,0,3,0,0.56,1.37,32,0,18,47,2,0.01,8.46,0,0.01,0,0,0,0.04,0.01,109,0,0,0.27,0.27,0,0
"219733",28,2,24,0.72,1,0.03,0.01,27,0.07,0.14,0.82,0.8,0,2,8,6,1,3,4.48,0.17,0.09,0.29,0.23,11.77,2,33,2.25,1,0.12,0.88,0.02,54,0.12,0.36,0.02,0.01,0.78,0.06,11,0,0.02,1.79,0.46,5,0.06,0.01,84,0.09,0.1,98,0.44,0.24,0.15,0.31,0,2,0.59,0,0.06,1,2,0.5,0.03,1,0.01,0.01,0.61,0,0,0,0,0,0,0,0,0,0.03,0,0,0
"193067",0.88,8,4,0.69,2.4,6,1,1,6,3.58,4,1,0,3.31,1.57,1.29,0.23,2,3,0,14,0.66,2.48,1.88,0.1,0.19,2,0.03,1,2,8,2,0.39,1,5,12,2,29.6,2,28.16,7,5,0.55,1,1,1.26,0.12,1,2.17,0.3,2.65,2,7,1,9,2,1,3,12.89,20,0,26.34,4,0.22,0,9,0.02,3,0,0.14,3.39,41,5,0.05,2.54,3.09,0.49,0,0,0
"178578",64,36.14,302,91,73,17,13,300.75,73,1,642.38,75,0.09,874.45,128,116,60,54.63,25,46,17,34,28,5.24,10,50.24,412,1138.47,76,18,9,40,62.13,1.18,80,0.64,14,0.41,42,395,24.64,55.98,128.73,24,0.63,10,9.36,156,0.37,59,46,641,14.61,0,28,0.01,2.5,0.1,0,8.2,206,95,7.47,73.14,3.58,6,154,0.01,1104.83,47.07,225,0,0,0,0.01,0,0,0,0,0
"176070",3,5,0.1,2,0,12,3,0.24,4,13,3,0.65,2,2,0,6,0.05,1.42,0.05,1.09,0.79,2,0.06,1.46,2,11,6.07,0.38,0.3,0.74,5,5,0.03,0,5,3,2,0.03,2,11.61,0.41,1,2.84,0.15,0,5,4,2,16.33,0,0.48,1,2,0,4,0.11,0.1,1,0.4,0.08,0,2.83,2,0,0,2,6,3,0,1.85,0.05,0.49,0,0.03,0.17,0.64,0.01,0,0,0
"109771",0.12,0.89,0.42,0,0.05,0.01,0,2,0.09,0,0.03,0,0.47,0.19,0.08,0.06,5,0,5,0.01,2,0,0.1,0,0,0.06,1,0.01,0,0.01,0.12,1,1,0.17,0.02,0.01,1,1,0.13,0,0.27,0,2,0.01,0.2,0,0,0.04,0,3,0.75,0.02,1,0.09,0,0.01,0.01,0.11,2.65,0.01,0.25,1,0,0.12,1,0,0,0,2.96,0.02,1,0.65,2,0.01,0,0,0,0,0,0
"328458",6,27,0.1,41.88,1.66,25,3,9.06,0.31,3,82.86,2,0.01,5,1,4,2.95,137.24,3,0.37,56.26,19,1,2,3,2,5,1,0.12,8,5,1,1.78,6,78,1.7,48,11.04,65.93,16,22.39,2,0.13,6,2,0.21,382.76,1.1,5,2,4,89,4,528.03,7,1,0.96,7.76,33,90.37,2,5,1,0.07,0,1,0.75,4,42.55,1,637.76,82,1,1,2,6,0.05,6,51,1
"319938",0.03,0.03,0,7,0.01,0.15,2,0,1.36,3,0,0.01,0.08,0.05,0,0,0,0,0.18,0.19,0.05,0.08,1,0.03,0.02,3,0.05,0.18,0,3,0.04,0.08,0.01,0,0.03,2,0.04,0,1,1,0,0.01,1,0,0.01,2,5.08,0.09,1,0,0,0.07,0.01,0.01,1,0.1,0,0.02,0.01,1,0,0,0.01,0,0,0.02,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0,0
"198434",0.02,1,1,5,1,0.03,0,0.23,2.33,3,0.01,0.05,0.05,0.04,0.04,1,5.86,0.02,2,3,1,0.01,0.41,0,0,0.04,0.27,2,0.04,0,2,1,3,0.06,0.36,0.01,6,0,0.08,0,1,0,0.06,0.01,0.03,0.01,0.02,0.05,0.01,3,1.07,0.04,2,0,0.74,0,0.69,1,0.06,0,0.01,0.13,0,0.32,0,0.02,0.03,0.05,0,0.05,0.02,2,0,0.01,0,0.04,1,0,0.01,0
"195926",11,2,7,1.66,44,0.09,3,72.31,22,6,5.31,7.16,0.61,0.08,5,32,0.08,10,16.35,36,4.48,47,6,367.67,23,1,1,94,22,124,0.35,0.41,0.19,6.56,0.25,47,1.12,114,58.34,5.74,3.66,114,3,23,11,11,49,37,245.22,1,0.09,15,0.38,126,0.08,11,51,96.69,63.45,80.83,1.72,209.6,2,8,27.49,46.26,234.26,107,578.59,366,183,0.13,87,0.34,108,423.73,0.1,0,0,0
"343934",0.54,1,0.08,1,0,4,1.78,4,4,4.27,0,0.08,1.74,2,0.02,1,0.02,0,0.36,0,0.46,0.07,0.02,0,0,12,1.53,0.01,0,0.01,0.55,6,0.05,0,1.44,1,1,0.02,1,1,0.03,0.01,2,0,2,0,0.13,0.01,0,0,1,4,0.03,0,0.46,0.12,0.02,0,0.01,0.04,0,0.01,2,0,1,6,1,0,0,0.01,0,0,0.09,0,0,0,0,0,0,0
"205119",2.22,0.23,1,0.4,5,5,7,4,13,1.74,5,7,0,0.41,3.27,0.02,0.03,2,0.36,0.02,5,0.01,0.01,0.13,0.01,0.14,1,0.04,1.78,1.44,0.57,0.01,0.01,0,0.04,0.04,0.21,0.83,0.05,4,0.02,0.15,1,1,1,0.06,0.27,0.01,0.08,0.01,0,0.02,0,0,1,0.03,0.01,0.03,0.01,0,0,0.12,0.03,0.02,0,0.02,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
"345104",35,21,13,44.01,145,38.91,12.79,54,45,15.39,54.63,48,201.59,2,293,0.19,69.92,53.51,273,175,786.08,17.86,25,0.58,3.06,22,1,1144.47,7,11,6,8.41,854,742.13,5,56,5.78,44,95,2,0.29,62.28,351,1.88,36,1,60,40.84,0.9,0.27,0,0.08,0.41,352.77,1,46,77,124.51,49,1420.86,9,0,7,4,3,0.05,179.95,205.4,1110.66,957,439,0.01,116,0,0.49,863,0.07,1,0.01,0.66
