"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"470150",0,0,0.02,0,0,0.01,0,0.13,0.01,0.01,10,2,0.08,3,0,1,0.01,0.02,0,0,5,0,0.02,0,9,0.03,0.01,0,0,0,0.05,8,0.01,0,0.06,0,0.01,0,0,0,0.07,150.06,0.03,0,0,0,0,0.01,0,0,0,0,0.09,32,0.07,0,0.03,0.01,0.02,0.03,1,0.58,0,0,0.11,20,0,0,0,0,0,0.05,166,0,0,0,0.12,0,0,0
"546227",2,8,0,0.19,0.01,0.06,14,1.58,1,0.04,2,0.01,0,2,0.18,0,0.01,0.02,0,0,0.01,0,0.01,0.01,0,1,2,1,0.04,0,1.06,0,0.02,1,0,0.01,0.02,1,0.12,0,0,0.01,0,0.51,0.77,0,3,1,0.06,13,0.18,0.05,0,0,0.01,0,0.04,0.23,0,0,2,0.23,0.01,0,0.09,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0
"356051",0,0.03,4,0.05,0.07,0.01,0,0,0.02,0,0,0.31,0.09,0.01,2,0,0,0,0.04,0.57,0.27,0.19,0.02,0,0,0,0,0.03,6,0.01,0.01,0,13,7,0.01,13,0,0.08,0,0,0.02,0,10,9,2,1,0.02,0,0,0,0,0,0,0,0,0,0.03,1,5.67,0.26,0,0,1.66,0.01,0,0.01,3,6,0,14,0.12,0,0.16,0,0,0,0.03,0,0,0
"584417",0.01,4,17,0.13,2,0.47,0,0.06,0.02,0.03,0.03,6,0.02,12,15,0.18,0.01,7,0.01,5,0.99,12,5,0,0,0,0.03,0,0.18,175,0.63,0.21,0.02,0.21,0,0,0.03,0,0,0,0.11,0.01,5.5,0,0,0.01,0,0.01,0.01,0,0,0,0,0,2,0,0.01,0,0,0,28,0,0,0.18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199013",0.02,0,3,0.06,0.01,4,0.01,0,0,2,0.01,4,0,0.05,0.01,0.01,0,0.01,0.03,0.09,0.01,1,0.01,0,0,0.04,4,0.25,0.01,0.09,3,0.01,0.05,2,0.13,0,0.26,0,4,1,0,0,0.48,0,0.01,0.01,0.01,0,0,0.11,0.04,0,0,0,0.07,0,2,0.01,0,0.02,1,0,0,3,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"189310",36,43,55,45,3,35,60,4,40,196,17,22,6,88,15,257.84,7,124,484.24,133,36,62,12,6.37,0.47,560.7,30,0.73,31,20,675.97,16.84,40,766.91,73,60,47,9,6,25,1.09,316.26,13,0.05,7,6.88,352,24,278,102,238.46,5.62,0.21,1.12,29,13.36,50,48,28.46,9,2,0.04,312.06,8,53.13,21,530,8.51,0,2,0.01,0,22,1,0.79,0,0,0.2,0,0.08
"191687",1,1,0.1,2,0.02,2,3,1.43,2,4,6.2,2,0.14,0.13,1,2,0,0.12,5.25,0.55,0.39,0.04,1.65,0.01,2,2,1.93,0,0.01,1,1,0.86,0.03,0.04,2,0.01,0.99,0.01,1,0.05,2.64,0,0.94,0,4,0,0.01,0.04,0.78,2,0,2.29,6,0.07,1,0,0.06,1,0.38,0.01,0,0.41,0.03,0.01,0,1,0.04,0.04,7.93,1,0.01,13.78,0.39,2,4,0.09,0,2,0.13,1
"196105",0.93,10,1.56,26.97,24,24,21,26,4,47,2.7,5,4,18.01,8,6,3,113.7,9,11.11,43,35,94.54,1,3,57,22,0.18,8,7,85,41,0.22,6,122,0.35,35,14,39,26.31,38,181.11,19,0,10,29,4.14,0.23,0.01,83,0.02,142,90,75,204,0.03,16,22.75,9,58.46,0,0.02,23,2.31,0.56,50,0.03,2,0,32,0,37.86,39,0,0,0,0.28,0,0,0
"109546",40,0,0.01,0.01,0.04,0.2,6.8,54,8,43,0.48,0.01,0,29,0.13,2,0.49,95,0.14,1,0,0.01,0,0.01,7.11,0.17,1.34,0.02,5,0.02,0.31,0.48,0.04,0.05,1,14,0.05,2.89,0.47,0,102,0,0.16,0.01,0.01,0.01,0,36,103,9,1.2,34,0,0.04,25,0.01,0.16,0.01,0,0,7.63,0.03,0.06,0,2,0.01,0,0,0,5,24,0,0.01,0,0,0.82,74,0,0.05,0
"179609",0,0.12,0.2,0.06,0.01,2,0,0.03,4,0.36,0.02,2,0,7,0,0,0.01,0.02,0,0.02,2.29,0.05,0,0,0,2.25,2.12,0,0.01,0.01,6,0.03,2,0.01,0.29,4,1,0.01,0.16,0.03,0,0.44,2,0,0,0,3,0.01,0,0.04,0,0,0,1,0.14,0,1.56,0.02,0,0.02,0,0.03,0.04,0,0.2,3,0,0,0,0.01,0,0.22,0,0.01,0,0,0,1,0,0
"188379",0.45,1,2.41,3,0.16,1,0.01,0.88,0.55,0.4,0.03,1.22,13.69,6,1,0.99,7.78,5,1,3,7.24,1.94,3,0,0,2,0.75,3,1,0.36,3,2,1,15.79,0.03,1,2,2,1,0.1,0.86,0.04,0.01,1,2,0.01,0.22,0.07,0.1,0.01,1,0.04,2,1,1,0,1,1,7.22,13.43,0.23,1,0.02,0.19,1,6,0.06,0.08,0,0.02,1,0.51,0,0,0,0.05,1,0,0.01,0
"203708",77,193.74,133,141,36,182.39,11,8,21.47,15.92,0.15,172.67,93,3.37,86,132,0,209.9,204.76,46,21,0.22,24,169,29.13,0.06,4.67,50,98.19,0.3,5,70,2,64,0.01,0.02,0,5.48,1,1,1.96,133.73,83,1.01,0,4,2.16,0.16,0.54,0,1,10.59,0.01,26,0,22,0.21,0.14,0,1.29,19,0.06,0,21,0.71,0.06,0.06,0.02,0,0,6.61,0.04,0,0,0,0,5,0,0.02,0
"592015",0.01,16,1,1,1,0.24,0.02,0.06,0.66,0.12,0.01,2.08,1,0,0.59,1,0.02,0,3,0.09,0.02,0.16,15,6,2,0,0,0.04,0.02,0.04,0.21,8,0.05,2.46,0,0,0,0,0,0,0.08,0,8,3,0.01,0.92,0,0.01,0,0,0,0.03,0.41,0.05,0,0.03,0,0,0.02,33,0,0.01,0,0.06,0.09,0,0,0,0,0,0.07,0,0,0,0,0,2.2,0,0,0
"291844",0.08,0.2,0.09,0.01,2,0,0,0,0,0,0,0.02,2.49,0.71,8,0.69,10,0.21,0.01,5,29,1.68,3,14,0.02,0,0,0.51,0.2,0.08,0.01,14,10,0.01,0.37,2.53,0,0.01,0,0.02,0.2,6,0,0.07,0.05,6,0.32,3,0.18,4,25.47,0.38,3,326.83,1,11,5,0.09,0.62,7,0.3,1,1,1,0.22,0,0.02,3,28,0.06,5,66.65,19,9,7,20.81,7,2.63,0.87,1
"299762",1,1,0,0.38,0,0.06,8,2.71,2,1,0.02,0.03,0,0.02,16.47,2,2,0.03,2,1,0,0,0.05,1.63,3.84,2,0.12,0.02,1,0,0.62,0,0.02,10,1,0,0,0.04,1,0,3,0.05,0.06,0,1,7.05,0.01,0.51,0.03,0.45,0,0.18,2,3,0.03,0,0.04,0.16,0.01,1,0,0.16,1,0,0,1,0.01,0,1,0.01,0,4.33,0.04,0.04,0,0,0,0,0,0
"192536",0.67,4,0.22,4,7,4,1,1,2,6.68,0,0.01,12.42,1,4,0.09,5,1,12,0.24,2,6.77,6.56,48.85,0.02,5,5.31,8,3,0.46,1,0.02,4,13,1,4.59,8.66,0.07,9,0.03,1,4,0.01,1,6.44,22.38,0.12,4,36.6,3,5.12,0.03,15.49,10,0.22,0.13,3,0.15,0.06,9,0.05,0.46,0.09,2,7.34,1,0,0.06,8,0,0.04,3,0.02,0.13,0,0.01,0.04,0,0.03,0
"25904",0,0,1,0.02,0.01,0.06,0.72,2,0.08,4,2,1,0.01,0.04,0,1,1,0,1,0.16,5,0,0,0,0.01,3,0.01,0,0.01,0,0.04,0.01,0.08,0.07,0.03,2,0,0.06,0.01,0,0.15,0,0.53,0,0.06,2,0,0,0,0.02,0,1,0.9,0.01,0,0,0,1,2,0.07,0,0.02,0,0,0,1,0.03,0.02,0,0.02,0,0,0.03,0,0,0,0,0,0,0
"213306",1,0.01,0,0.22,1,0.07,0.02,1,0.02,0.02,2,0.18,0,0,0.03,1,0.02,0.01,6,0,0,0,1,0,0.03,0.02,2,0.02,0.03,0,0.2,0,0.06,1,0,1,0,0.15,1,1,0.22,0,0.03,0,0.03,2,0.06,1,5,0.01,2,0.02,0.1,0.01,0.01,0.02,0.01,3,0.08,0.53,0,0.02,0,0.01,0.08,1,3.41,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0
"322137",0.16,3,2,1,0.43,6,1.36,55.2,9,5,1,4,2.1,3,1,1,2,17.33,3,3.99,2,2,1,0.01,2,3,2,0.13,2,1,12,5.3,0.76,110.33,5,0.01,8,0.01,66.08,4.28,2,0.41,4,0,2,9,0.04,0.08,2,5,0.01,0.06,0.55,12,7.22,0,1,0.01,0,0.85,0.01,2,0.02,0.02,0.13,7,0,0,0,0.02,0.07,16.09,0,1,4,0,0,4,0,0.08
"187743",0.07,1,1,0.04,0.48,1.2,1,2,1,0.45,0,0.04,0.04,1,0.08,0,0.01,0.04,0,0.02,1,1.25,0.01,3,0.04,4.22,1,0,0.02,1,4,1,0.04,0.03,1,1.03,2,1,0.1,0.01,0,2,1,0.02,0.02,0,5,0.19,0.1,3,0,0.03,1,6.25,0.07,0.28,0.04,0.06,0.16,0.01,0,0,1,0,0.07,0.03,0.01,1,2.52,1,0,6,1,0,0,0,0.13,0,0.05,0
"187802",0.5,0.18,3,1,0.06,0.37,3,1,0.69,3,3,0.01,1,0.01,0.07,2,0.03,2.56,4,7,0.01,0,0.01,19.08,1,1,0.02,0.04,1,0.04,1,0.5,0.19,2.08,6,0.06,0.02,0.12,0.2,23,0.09,0.87,0.32,0,0.02,1.34,3,0,0,2,0,6,0.04,0.56,0,3,0,0.01,0,0.04,0,1,0.13,0,0,0.01,0.49,0.01,0,1,0,0,0,0,0,0,0,0,0,0
"203991",0,5,2,24.17,2,0.35,0,1.02,0.19,0.51,6,20,2,4,2,1,2.21,0,4,0.31,12,0,4,0.07,0.06,0,0.93,1,8,0.03,14,6.64,0.7,15,0.01,0.12,0.12,1.08,0.5,0.01,6,0,1.95,1.26,0.01,20,0,9,0.16,0,0.04,0,0.73,0,0.81,0.02,0,21,0.08,29,0.02,0.34,35,0.09,7.39,0.06,22,0.11,0,4,0.01,0,1.35,3,2.56,0,0,0.55,0,0.14
"109807",6,0,0,0.07,0.02,0.01,0.03,0.01,0.03,1,1,0,0,0,0.01,0.03,0.03,1,3,0.01,0,0,0,0,0.01,0.01,0.01,1,0.01,0.02,0.01,0,0.08,1,0.04,2,0,0.04,0.08,0,0.01,0.01,0,0.22,2,1,1,1,0.96,0.03,0.25,0.01,0.04,0.15,0,0.01,0,0.15,0,13,0.05,3,0.01,0,0,0,0,0,0,0,2,0,0,0,0,0.09,0.04,0,0,0
"69909",21,6,5.21,67.06,0.14,12,1.78,6.73,98.78,13,1.1,10,0.03,1.12,1.49,1,2,0.06,44,1.28,4,3,8,0,0.1,38,13,0.09,16,1,15,0.02,3,4,8.27,0.81,3,3,5,16,1.07,0.07,15,0,15,4,26,1.38,0.11,2.63,0.01,7.72,0.04,0,11,0.07,0.45,3.22,0,5.49,0,0,79,0,0,0.01,74,0.01,0,0.02,0,0,0.01,0,0,0,0,0,0,0
"114821",0.01,0.02,0.12,2,0,0.01,0,0,0.02,0.14,0.04,1,0.62,0.04,0.01,0.01,0,0.03,0.11,0,0.03,0,0.21,0,0.02,0.05,0,0.03,0.01,0,0,2,0.09,2,6,0.05,3,0,0,0,0,0.04,0.01,0,1,0,0,1,0,0.01,0.01,0.02,4,1,0.02,0,0,2,23,4,0,0.01,0.06,0,0,25.35,0.06,0.07,0,1,1,13.3,0.65,0.01,17,0.05,5,0,0.02,0
"312986",2,32,23,17,446.34,314.32,2,22.76,12,134.76,93.63,12,11,18,8,9.07,3,61,102.92,8.74,376.45,19,7,80,6,126,25,2,3,4,79,5,14,20,5,530.65,133.86,21.79,12,5,90,21,317.65,194.51,2,26,5,40,191.18,1,213,79,134,234,217,101.32,14,13,10,197,11.67,0.31,17,2,2.21,25,259.09,62,41.79,23,0.04,71,57.48,0,0,0.01,2.2,0,1,0.07
"302970",0,0.03,0.05,1,0,3,0.01,0.02,0.01,0.01,0.02,0,2,2,0,0.05,1,0,0.04,0.02,0.08,0.03,0,0.07,1,0.01,0.01,0,0,0.01,0.03,1.3,0.32,0.09,0.02,2,0.02,0,0,0.05,2,0,0,0,0,1,0,0.01,0,0.01,0.01,0,0.01,0.01,0.06,0.02,1,0.01,0,0,0,0.01,0,0.02,0.09,2,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0
"182122",1,1,0.51,1,0.02,3,1,3,1,1,0.32,0.25,3.43,1.75,6,7.72,0.37,0.11,2,1,2,0.04,1,0.15,1,12,6,0.03,2,1,3,0.07,1,3,7,0.09,1,0.79,10,1,0.57,0,0.01,0,2,2,1.8,1,6.52,1.09,3,0.38,0.04,0.06,0.21,0.02,0.26,0.05,0,3.33,0,1.44,0.39,0.03,0,0,0.17,0,1,0,0,2,0.01,0.04,0,0,0,0,0.03,0
"184450",6,0.01,0,0.01,6,0.07,0.04,0.12,0.1,4,3.76,0.04,0.01,0,0,2,0,7,0.13,0.02,0,1,0,0.06,78,0.05,0.02,3,0,12.27,0.03,0.18,0,0,87,0,0,0.01,1,0.03,0.11,1.8,3,5,0.01,0,0.02,0.02,4.63,0.28,1.47,2,0,10.59,1,6,1,0,0.02,0,0,12,0,0.12,0.25,0.04,0,0,0,0.01,2.07,0,0,0,0,0,0.02,0,0,0
"299777",7.56,3,3,1,4.86,2.68,0.01,0.26,4,0.14,0.03,1,2.08,0.43,1.1,1,0,3,1.02,0.9,11,0.1,1,0.24,0.02,6,0.98,0.01,1,0.03,4,0.01,2,2,0.02,4,2,1,1,3,0.06,3,9.28,0.01,0.02,0.01,2.4,0.3,0.02,0.02,0.01,0.45,2.65,2,1,2,2.95,2,0.46,1,0,0,1,0.01,0,3,9.89,1,0,0.43,0,0.01,0.04,0,0,0,0,0,0,0
"244707",0,1,0,0.03,0.02,2,0,0,0,0,0.01,0,0,0,1,0,0,0.01,0,0.01,0.01,0.06,0.01,1,3,0,0,0,0,0.03,0.02,0.08,0,0,1.2,0.04,2,0,0,1,2,3,0,0.01,0,0,0,0,0.02,0.13,0,2,0.1,2,0.05,0.49,0,0,0,0.01,0,0.02,0,0,0.01,0.04,0.06,0.05,1.13,0.04,0,2,0,0,0,0.01,0.02,0,1,0.07
"199182",1,10,2.98,1.11,0.37,0.52,0.03,1.63,3.77,1.94,0.44,9,2,9,1,1,4,0.04,1,2,5.14,1,2,56,0.03,0.04,6,2,3,0.01,34.94,5.63,0.01,1.38,0,0.01,1,2,2,0.04,0.64,0,3,2,3.54,2,0.42,4,0.77,0,0.27,1,0,0,4.54,0.41,0.01,0.02,0.01,0.02,0.41,0.29,0.02,0,0.43,0.01,0,0.14,0,0,4,0,0,0,0,0.16,0.97,0,0,0
"205304",76,1.57,1,1,7.27,23.78,2.3,23,5,6.6,17,0.15,2,2,2,1,2.75,0.88,5,12,5.88,0.03,0.32,4.07,1,0.38,28,7.5,81.55,0.03,6,8.99,1,9,3.77,73.06,4,1,86.1,3,40,29,1.34,4,11,36.73,1,3,7,2,1.57,1.04,7.42,0.07,3.2,29.75,0.86,5.53,8,1.99,8.52,9.1,2.02,0.05,0.2,0,0.35,53.09,0,7,24,0,1,0,0,0.82,2.83,0,0,0
"323257",0,0,0,0.01,0.11,0.01,12,0.05,0,0.01,0,0.01,0.04,0,0.01,1,0.07,0.03,1,0,1,70,0,0.15,0.51,0.01,0,0,0,0.01,0,2,0,0.01,0,0.13,0,0,0,0,7,3,0.81,0.01,0,0.07,0,0,0,0.06,0,0,0.33,1.06,0,0.85,0,0,0.04,0.07,0,0,0,0,0.09,0,0,6.39,102.57,0.01,22.91,0,5,0,0,76.24,69,0.32,580,887
"186277",0.05,2,1.57,1,1,4,1,3,8,12,0.14,5.36,12.56,9,3,3,3,0.19,5,2,9,2.65,6.3,0.15,0.56,21.39,13.69,1,19.4,1.65,7,3,2,1,12.27,0.16,8,0.08,8,0.06,6.39,0,4,0.78,0.01,2,0.02,0.83,0.01,8,0.02,0,10,29.15,0.37,0,4,3,0.36,23,0.01,10,14.03,2.3,8.96,2,1,0.01,1,1,0.01,5.94,0.91,0.04,0,0,0.07,0,0,0
"181056",0.72,19.09,79,195.62,127.06,1,1.97,4,32,19,7,105,8,171,93,164,9,3.44,637.39,40,38.09,7.29,31,0.7,260.7,1.02,161.28,89,190,46,171,42,1.71,158,0.36,0.59,7.9,1.38,4,1,3,0.03,132,19.87,0.01,260,0.01,0.9,0.01,0.15,0.01,0.06,54,179.08,4,1,0.19,4,0.66,2,3,1281,0.03,0.02,16,0.15,1,0.08,0,0.23,656,0.35,0.01,0,0,72.75,84,0,1,0.07
"315199",1,3,0.42,2.55,6,1.22,0.02,6,0.53,0.26,2,5,0.45,5,4,0.25,4,1,4,0.04,3,2,1,0.03,0.02,0.07,5,5,1,0.21,11.23,2,4,4,0.03,19.93,0.03,4.9,2,0,1,1,0.26,7.31,4,1.55,0.77,2,7.07,0.02,8,0.01,5,4,3.83,0.67,5,9,4.98,8,1.51,0.4,0,2,15.03,6.99,0.09,0.34,0,0.09,2.38,1.7,0.01,0,0,0,3,0,0.01,0
"332860",0.11,2,28,52,2,23,0.01,0,0.31,0.08,0,1.13,1.63,0.08,1.79,0.36,0,4,0.05,1,0.02,2,1,3,0,0,0,0,0.02,7.65,0.02,0,0.19,1,0.02,0,0.02,0,0,0.02,0,0.01,6,0,0,0.01,0,0,0.01,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196581",0.11,0,0,0,0.08,0,9,0.03,0,0.01,0,0,0.01,0,0,0,0,2,0,0,0,0.35,0,4,0.01,2,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0.03,0,6,0,1,0.12,0,0.01,0.02,0.02,0.27,0.01,1,0.03,0.65,0,1,0,0,0.07,0,0,0,2,0,0,0.01,0.01,2,0,1,0.04,0,0.05,0,0,0,0.01,0,0,0
"522353",0,0.03,0,0.95,0.01,98,0.06,2,0.01,0,0.05,0.02,0,0,1,0.01,0.46,0.06,2,0.06,0.01,0.17,0,22,0,0.02,0,0.03,0.02,0.19,0,0,0.08,0.01,240.66,4,0.1,4,0,0.03,0.04,1,0,0.01,0,0.41,15,0.01,0,12.5,0,0.01,45,98,0,0.23,0,5,10.93,1.44,0,4,1.63,0,0,3.61,0.57,9.56,49,0.16,0,116.65,0.39,0.4,0,0.01,0,0,0,0
"176070",3,5,0.04,16.19,0.45,12,1.2,4,4,0.25,3,2.87,2,0.26,2,6,0,0.22,0.41,1,4,2,1,3.49,2,11,1,0,0.07,0.48,5,3.76,0.14,0.01,5,3,2,4.98,2,2,2.51,1,6.31,0.02,2.63,5,4,2,0.94,7.52,0.36,3,2,1.45,0.23,3.87,0.07,1,1.92,0,0,0.26,2,0,0,2,6,3,0,8.61,0,0.02,0.04,0,0,0,0,0,0,0
"196082",1,1,4,3,1,5,0.03,1,4,4.18,1.01,2,4.16,5.59,3,3,0,1,1.03,1,1.01,2,1.68,0,1.77,5.69,3,0,0.14,2,6,1,1.26,0.19,2,3,2.13,0.44,2,2,0.28,0.09,5.05,0,0.01,0.01,1,0.06,0.87,0.42,0,0.22,0.16,2.14,0.05,0.02,0.07,1,1,0.01,0,0,0.02,0.23,1,1,1,0.02,0,0.07,0,0,0.03,0,0,0,0.04,0,0,0
"252508",0.05,0.27,0.12,0.04,1.44,0.02,0.01,0.16,1,0.02,2,0.11,0,0.06,0.06,0.02,0.01,36,0.01,1,0.04,20,0,0.01,0.01,9,0.01,0.01,0.06,20,0,0,52,0,0.01,28,0,0.02,0.11,0.02,0,2.28,73,0,0.03,0,0.36,0.01,2,0.01,0.03,1,4,69,0,0,55,12,68,2.19,0,36,0,0.06,0,4.66,0.1,52,0,7.08,0.01,6.42,0.35,0,0,0,0,0,0,0
"328458",6,0.43,1,2.86,2.18,25,3,4.37,0.4,3,3,2,0.5,5,1,0.38,1.49,5.52,3,0.52,1.64,6,1,2,9.39,2,5,1,0.3,8,5,1,0.28,6,78,3.22,48,0.05,22.09,16,1.33,2,2.25,6,16,0.3,0.47,2,157.6,171.53,4,89,4,402.07,7,1,0.11,2,33,3.79,2,5,1,0,3.53,1,83.51,4,34.45,1,259.11,82,1,1,2,6,37,6,51,1
"109014",11.21,1,39.58,5,50,5.34,7,12,7,33.58,0.11,3,10,2,10.68,12,1,10,29,0.22,13.27,1,18,51.51,2.19,72.26,15,51.21,3.28,0.29,87.12,2,8,73,2,6.51,0.11,0.07,0.06,0.01,0.37,6,21.96,1,13.55,12.58,1,22,1.88,1.34,43,0,48,45,0.11,20.45,5,1.77,1.28,104,0.7,0,0.01,39,30.26,4,0,1.43,0,0,0.04,20.08,0,0,0,0,0.74,0,0,0
