"","100105.518417","7912.518472","7848.518594","7855.518447","100161.518473","100195.518533","7870.518457","100003.518448","7847.518410","7861.518583","100077.518436","7844.518483","7879.518469","7862.518458","100107.518577","100173.518499","100178.518498","100074.518549","7906.518589","100207.518411","7910.518536","100171.518431","100154.518504","100102.518495","100015.518484","100165.518637","100092.518547","100191.518602","100222.518527","100226.518568","7908.518449","100083.518623","100158.518625","100212.518635","100046.518563","7860.518628","100190.518464","7904.518600","100101.518475","100217.518532","100225.518544","100144.518438","7899.518560","100088.518508","100200.518491","100203.518476","100151.518550","100084.518559","100001.518462","7911.518610","100091.518616","100058.518558","100072.518459","100168.518433","100156.518612","100065.518569","100085.518596","100150.518562","100197.518442","100087.518466","7909.518566","100060.518463","100163.518435","7858.518581","7662.518467","100234.518587","100205.518470","100164.518477","100209.518521","100052.518548","100198.518598","100176.518428","100184.518455","100079.518554","100075.518638","100192.518621","100174.518479","100100.518579","100187.518520","100115.518501"
"470382",0,2,14,0,0,0,20,0,2,18,50,5,0,61,0,52,1,0,33,16,0,14,0,0,20,1,28,8,3,0,27,53,10,9,0,0,0,21,0,175,0,0,15,21,0,6,0,16,0,0,0,64,0,0,0,0,19,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592015",0,16,1,1,1,0,0,0,72,0,0,0,1,0,0,1,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191303",0,0,1,0,0,1,0,1,3,1,0,0,0,2,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320768",170,7,50,52,42,9,0,0,0,6,5,15,104,1,62,44,7,8,0,88,6,0,18,0,83,0,0,24,7,70,0,0,1,17,0,0,0,26,5,0,0,0,293,0,0,0,0,29,0,0,0,7,0,0,2,0,0,4,0,0,0,22,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"149178",0,11,4,7,5,17,0,0,0,0,0,1,9,9,0,2,4,29,0,0,12,5,0,0,0,6,0,0,0,11,8,0,1,6,0,0,0,0,7,1,0,0,0,0,0,0,31,3,0,0,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176137",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0
"144395",0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,1,0,0,1,0,1,1,0,0,0,1,11,1,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325738",0,0,0,11,0,0,0,1,21,2,0,0,0,0,2,2,16,0,10,1,0,2,81,0,0,0,0,0,0,0,1,3,14,0,0,0,0,5,0,0,0,0,1,0,2,0,0,13,0,0,0,0,19,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"196932",0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
