"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"470382",23.61,2,14,11.93,2.83,0.15,20,46.38,2,18,50,5,0,61,108.55,52,1,16.41,33,16,105.37,14,76.48,0.06,20,1,28,8,3,32.16,27,53,10,9,0.37,200.46,5.57,21,1,175,1.65,158.39,15,21,8.22,6,92.6,16,0.02,0.03,0.01,64,31.88,3.23,0.08,0.11,19,1,1,8,2.93,8.84,16.28,3.17,0.16,0,31.45,2.33,0.01,0,0.05,0,0.15,0,0,0,0.41,0,0,0
"592015",0.07,16,1,1,1,0,0,32.59,72,0.05,0.01,0,1,0.2,0.77,1,0.35,0.02,3,0.02,0.02,0.08,0.99,6,2,0.05,0.01,0,0.06,0.07,0.13,8,0,0,0,0.06,0.04,0.04,0.26,0,6.22,0,8,3,0,0.04,0,0.09,0,0.02,0.02,0.06,0.01,0,0,0.74,0,0.01,0,33,0.12,0.01,0.24,0.24,0,0,0.07,0,0.02,0,0,0,0,0,0,0,0,0,0,0
"191303",0,0,1,0.01,0.01,1,0.22,1,3,1,0.03,0,0,2,0.07,0,0.03,0.36,2,0.14,1,1,1,0,1,0.85,0,0,0.04,0.02,0.04,0.01,0.04,2,2,0.22,0.01,0,0.89,0,0.06,0,0.09,0.02,1,0.02,1,2,0.03,0,0,0,0,0,0.23,0,0.01,0.26,0.02,0,0.01,0.05,0.04,0.01,0,0.01,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
"320768",170,7,50,52,42,9,0.36,12.65,34.33,6,5,15,104,1,62,44,7,8,141.44,88,6,14.36,18,0.08,83,2.8,367.1,24,7,70,1.3,4.4,1,17,0,0.82,0.14,26,5,0.04,0.01,1.01,293,93.24,5.74,96.45,4.74,29,0.03,0,5.7,7,0.02,0.34,2,0,0.01,4,0,0,6.53,22,0,3,0.02,0.12,0.17,11,0,0,0.06,0,0,0,0,0,0,0,0,0
"149178",0,11,4,7,5,17,0.07,0.04,2.02,11.98,0.03,1,9,9,2.54,2,4,29,0.13,1.11,12,5,0.04,0,0.13,6,0.32,1.26,1.28,11,8,6.47,1,6,1.51,0.05,1.07,0.05,7,1,0.01,0.03,0.87,26.54,3.84,0.03,31,3,0.04,0.02,0.03,0,0.02,0,57,0,0.64,0.52,0,0,1,0.01,0.64,0.01,0.26,0.06,0.8,0,0,0,0.01,0,0.02,0,0,0,0.02,0,0,0
"176137",1,0,0.02,0.03,0.05,0,1.52,0,0.05,0,0.03,1,0,0,0,0.8,1,0,0.02,0,0.02,0,0,0.4,0.01,0.01,0.01,0.01,0.02,0.12,1,0,0.01,0,2,0.02,0,0,0,0.19,3,0.57,0.08,1,0,1,0,0.01,2,0.34,0,0.23,0,0,0,0,0,0.01,0,0.03,0,0.01,0.18,0,0.01,0,0,3,0,2,0,1,0.01,0,0.18,0.26,0,0.25,0,6.6
"144395",0,0,0.02,0.71,0.15,0.15,1.22,0.01,2,1,0,0,0,0.01,2,0.03,0.01,1,0.3,0,0.01,0.12,0.01,0.09,0.44,2,0.02,0,0,0.46,0.16,0,0.04,0,25,1,0.23,0,1,0.01,1,1,0.14,0,0.48,1,11,1,7.22,2,0,0,0.01,0.04,2,0,1,0.02,0.05,2,0,0,0.54,0,0,0,0.05,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0
"325738",0.02,44.29,0.07,11,0.05,0,0.03,1,21,2,0.04,0.11,0.02,11.93,2,2,16,0.83,10,1,1.36,2,81,0.03,0.13,1.97,1.91,3.83,0.39,0.08,1,3,14,6.91,0,0.07,3.96,5,0,0.17,1.18,0.04,1,0.03,2,0.09,0.05,13,0,0,0,0,19,1.01,0,0,9,0.36,6.25,4.61,1,0,0.12,19.08,0.4,0.04,0,0.06,18,0.06,0,2.23,0.04,1.14,0,0,0,0,0,0
"196932",0.02,2,0,1,0.07,0,0.01,0,0.01,1,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,1,1,0.24,0.01,0,1,0,0,0,0,1,0,0.02,0.02,0.01,0,0,0.01,1,0,0,0,0,0,0,0,0.01,0,0,0,0.02,1,0,0.04,0,0,0,0,0,0,0,0,0,0
"307490",0.51,0,1,0,0,2,1,0,0,0.01,0.04,0.01,0,0,0,0.02,0,0.01,9,0.02,0.03,12,0.02,0.84,0,0,0,0.16,0,0,6,0.04,0.04,9,0,0.05,0,20,4,0.02,0,1.93,0,0,0,0,0.2,0,0,0,4,0.01,0.07,34,0.01,0.01,3,0.01,0.03,1,0,0.01,0.02,0,0,0,0,1.02,0.01,1,0,0,0,0,0.11,0.15,0,0,0,0.16
"183879",0.04,57,12,51,7,41,7.15,34.04,307.4,64,0.04,16,19,34,13,8,267.55,152.89,31,6,50,50,13.82,0,6,29,136,12,189.07,11,46,16,1.48,0.57,95.15,6.76,47,1.32,140,1.96,0.01,0.01,6,90,25,0.06,56,98,0.08,241.35,1.04,8.47,0.16,0.41,37,0,72,63,0.49,109.38,4,0.06,209,12,9.54,3.32,33,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0
"305760",2.25,2,1,0.13,2,0.01,2,0.33,0,0,0.46,3,0.01,0.03,1,11,0.05,231.72,0.1,0.13,0,5,0.01,335.79,20.2,0,0.19,0.03,0.46,0.3,2,0.03,1,0,0,0.14,0,0.05,0.01,34,275.48,1,0.01,3,0.23,0,1.38,6,1.85,93,0,43.29,4,0.64,0.08,8,1.73,0.01,1,9,0,0.04,48,0,0.12,0,0.06,224,8,43,3.54,4,2,53,281,254.52,1,49,3.14,419
"539107",7,0.82,0,10,1,0,2,0.21,0.1,0.38,0.01,0,1.99,0,0.32,5,0.01,42,0,0,0,0.24,0.01,5,151.43,0.56,0.01,0,0.03,1,0,1,0.01,0,0.03,1,1,0.06,0,127.63,90,4,0.04,0.09,0.04,0,0.26,4,0.02,34,0,2,2,0.09,0.09,11,0.01,0.01,0.01,4,0.01,1,1.16,0,0,0.02,0,125,141.3,20,2.43,2,0.8,33.75,206,19,1,30,0,303
"319438",0.54,1,0.62,1,0.08,0,1,1,9,0.1,4,2,1,3,0.35,0.15,1,0,2,0.23,1.39,0.32,3,0,2,0.1,18,7,2.65,0.1,2,3.82,1,3,0,3,1,0.01,0.28,5.8,1.37,0.01,1.91,0.12,0.07,0.05,0.12,0.81,0,0,0.04,0.16,0.05,0.83,1,0,1,1,0.25,0.01,1,7,0,0.31,1.26,0,0.02,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0
"38129",0.15,0,0,0,0.01,0,0.01,2.57,0,0.02,0,0,0,0,0,0.01,0,1,0,0,0,0.01,0,2,3,0.02,0,0.02,0.01,0.08,0,0,2,0.01,0,2,0,0.01,1,2,0,0.01,0.01,0,4.93,0,2.89,1,0,0,0,0.04,0.16,0.02,0.01,15.48,0.01,0,1,0,0.01,2,0.01,0,0,0,0.08,0,0,0.01,0.22,0,0.02,7,0,0,0.03,0.57,0,0
"190310",0.02,0.27,5,3,0.12,0.79,8,0.01,8,18,6.66,3,0.2,4,0.04,0.02,15.29,5,0.54,7,3,3,4,0.01,0.11,11,0.01,1.12,7,2,2,1,1,6,2,2,3,0.87,0.45,1,15.5,10.47,1,0.02,6.89,2.77,12,4.33,12,0.74,0,0.03,0.16,2.42,3,0.04,1,1,1,0.19,0.01,0.72,0.11,3,0,0.14,0.3,0.02,0,0,0.05,0,3,0,0.04,0.01,0.02,0,0.04,0
"469873",0.03,10,0.01,0.04,0,0.01,0.05,1.77,1,0,0,0,0,0.26,0.01,0.1,0.01,0,0.05,0.01,0.16,3,0.08,5,0,0.01,19,0.04,0,0,0.63,31,0,0.01,0.01,0,121,0,1,0.32,0.1,0,0.01,0,0.02,0,0.07,0.04,0,97.22,0.31,0.01,1,0.01,0.01,15,0.08,41,0,3,2,0.01,0.01,2,0.03,1,25,0,3.47,0,0.02,0,0,0,0,0,0.2,0,0,0
"213306",1,0.37,0.19,0,1,0.29,0.03,4.08,0,0.01,2,0,0.05,0.01,1,1,0.01,0.45,6,0.03,0.01,0.01,0,3,1,0.14,2,0.04,0,0.08,0,0,0.59,1,0,1,0,0,1,0.02,0.01,0.1,0,0.08,0.18,2,1.55,1,5,0,2,0.13,0.05,0.85,0,4.21,0.01,0.01,2,0.01,0.03,2.9,0,0,0,1,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
"199006",0.01,0,0,0,0,0.01,0,4,0,0.01,0,0,0,0,0.05,0.03,0,0.01,0,0,0,0,0,1,3,0,4,0,0,0,0,0.01,0.11,0,0.03,15,0.01,0.04,9,0,0.4,0.03,0,0,0.53,0,18,0.07,2.64,37,0.01,0,1,11,0.18,12,0.03,0,4,0,0.01,0.23,0.7,0,0,0,1.18,0.94,1,0.03,0,0.17,1,4.43,0.02,0.04,0.17,5,0.01,0
"332860",0.18,2,0.06,52,2,0,0.04,0.53,0.14,0.09,0,0,36,0.08,0.03,0.2,2,4,0.01,1,0.01,2,1,3,0,0,0.17,0.01,0.03,0.16,0.01,0.03,0,0.01,0,0,0.02,0.04,0.01,0.02,0.04,0.01,6,0.44,0,0.01,0,0.23,0,0,0.03,0,0,0,0,0.14,0.01,0,0,0,0.2,0,0,0.14,6,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"470973",13,0.83,8.29,0.1,27.39,9,62,87.73,8,38.55,2,38.18,0,4,8,6,1,57.65,7.23,6,161.32,12,0.27,129,9,23,28.25,1.7,0.37,67,26,0.84,20,0.01,72.8,12,1.81,3.38,1.33,136,139.07,50,0.65,48.2,24.53,35,6,2,23,17,0,11,1,86.77,24.44,9,30.65,1,1,2.98,3,236.76,2,0.01,42,0,182.5,22,1.02,17,489.38,1.37,7,0,5,128.49,15,0,3.11,1.37
