"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"470382",1,1.08,14,6.06,1.71,11.47,0.02,10.32,2.68,18,50,5,18.27,61,8.69,4.62,1,2.63,33,16,67,14,3,0,20,1,28,8,3,7,27,53,10,171.29,0.63,3.03,0.51,21,136.94,175,1.61,0.01,15,21,9,25.35,0.12,16,2.04,0,1.54,64,0.01,0.13,7.93,64.32,19,6.41,1,8,0.79,1.89,0,15.21,0.91,11.62,41,22,0.02,7.29,0.02,0.01,2.63,0,0,0.01,0,0,0,0
"145149",1,0.09,0.04,3,0.84,0.06,0.02,1.56,0.11,0,1,0,0.01,0.02,7,0,1,0.05,0.6,0.01,1.34,0.03,0.06,0,29.93,1,1,0.04,0.02,0.01,0.01,3,5.37,0.13,9,1.06,9,1,2,0.03,1.52,13,1,0.16,1.23,0,0,0.02,0.04,2.88,0.11,0.82,20,3.45,0.05,0.39,1,6,24,0.02,0.77,2,3.77,8,0.1,1,0,0.01,3.41,0,14,0.18,46.69,2,40,2,29,1,0,0.84
"301200",0,0.49,2,0.01,0.08,0,1,0.01,1,2,0,0.07,0.09,1,1,0.1,0,0.13,0.23,0.01,2,1,0.01,1,0.03,0,0,0,0.09,0,2,0.05,1,0,0.01,0.1,0.02,0,0.02,0,0.15,1,0,0,0,0.01,0.02,0,0.06,0.02,0,0,0.05,0,0.07,0,0.44,0.03,1,0.01,0,1.76,0.05,0,0,2,0,0,0,0,0,0,0,0.02,0.23,0.02,0,0.12,0,0
"176137",0,0,0,0.03,0.01,0.01,1,0.01,0.01,0.04,0.01,1,0.1,0.07,0,0,1,0.01,0,0.02,0.03,0.05,0.06,0.21,0,0.63,0.01,0.01,0.01,0,1,0,0.05,0.01,2,0,0,0,0,0,3,0,0,0.01,0,1,0.02,0,2,0,0,0,0.01,0,0.46,0,0,0.01,0.01,0.16,1,0,0,0.09,0.01,0.02,1,3,0.01,2,0.01,0,0,0,0.01,0,0,0.1,0,0
"192132",0.01,0.15,0.03,4,1.57,0,0.02,2,0.01,0,0.01,1,0,0.11,0.19,0.01,0,0.01,0,3,1,0,0.11,0,4,0,2,0,0,0,0.01,0.01,4,0,0,1,0,0.03,0.03,0,0.03,3,0.02,0,0.04,18,0.04,0.01,0,1.42,0,0,0,0.32,0,0.09,0.57,5,1,0.59,0,1.43,3,0.04,0,0,0.01,0.12,0,0,0,0,0,0.03,0.08,0.41,0.05,1.01,0,0
"208565",2,0.54,4,5,2,24.59,3,4,9,23.4,10,2,10.72,9,12.63,1,1,1,0.53,0.05,28.42,4,1,2.34,0.95,9,1,2,4.76,22.03,7,9.52,0.2,17.83,2,1.92,2,4,8.56,5,0.91,0.02,3,0.21,0,0,0.01,15,4.42,5,1,5,0.07,0,5,5,0,0.11,1,0.08,23,0.01,0,2,4,2.87,0,0.03,0,0.07,0,0.05,1,0,0,0.01,0,0,0.02,0
"210552",2,0.01,0,0.02,3,1,0.27,2.12,2,3.31,3,2,0.03,1.05,1,0.56,1,3,0.07,0.06,1.79,0.01,2,0.01,1.84,0.02,14,6,2,0.14,0.33,5,9.46,2.84,0.01,1,0,2.34,2,1,0.02,0.07,0.01,6.49,4,0.01,0,2,0.05,0.01,0.21,0.11,0.03,0.44,0.01,1,0.02,2,4.47,0.01,0.01,4,0.01,19,0,0,1,0.03,0.01,3,1,0.01,0.05,0,0.01,0,0.1,0.04,0,0
"361480",2,0.24,9,20,0.81,0,0.47,0.08,16,0.04,0,0.03,0,0.38,1,0.8,1.69,0.16,22,0.01,2,0,0.05,0.01,0.2,0.03,2,0.17,9,0.38,0,0.81,0.23,0,0.01,4,0,0,0.02,0.04,0.2,0.06,29,7,0.01,0,0.01,0.03,0.01,0.36,0,0.1,0,25,0,3,0.02,62,0.01,0.03,0,18,47,2,0.02,0.01,0,0.49,4.85,0.01,2.24,1.97,4.35,109,0.01,81.41,0.16,0.04,0,0
"198432",0,0.31,0.03,1,0.41,1,1,1,0.15,0.02,0.34,0,0.06,2,1,0.01,1,0.17,0.07,0.01,1,0,0.02,0.78,0,0.01,0.05,0.01,0.03,0,0.66,0.07,1,0.7,0,0,0.17,0.01,0.01,0,0.24,0,0.02,0,0.02,0.01,1,0.01,0.01,2,1,0,1,0,0,0.04,1.44,0.03,0.02,2,0.01,0,0,0.06,0,0,0,0,0.03,0.01,0,1,0,0,0.02,0.01,0.06,0.02,0,0
"322137",0.02,3,2,1,0.79,6,5,0.01,9,16.75,1,4,0.4,3,1,1,3.32,0.3,3,3,2,2,1,4.21,2,3,0,0.01,2,0.09,12,1.69,0.19,0.04,5,10,8,0.01,0.02,0.13,2,3.56,4,0.07,2,9,24,0.04,2,5,2.54,0.1,0,12,2,0,1,0.2,0,2.79,1,2,0,0.02,0.09,7,2.73,0.04,0.01,0.02,0.51,0,0.95,0,0,0.16,0,4,0,2.41
"360838",9,0.01,1,1,1,0.01,0.28,0.02,0.03,0.02,0.01,0.2,0.01,0.01,0.15,1,0.01,0,0.04,0,0.07,0.01,0,0.02,0.01,2,0,0,1,0.26,1,0.02,0.01,0,0.07,0.19,0.08,0.05,0.05,0,0,0,0.07,0.04,0,0,0,0,9,1,0.01,0.01,0,0,0,0,0,0,0,0.01,1,28,0,0.02,0.01,0.71,0,0.01,0,0,0.88,0,0,0,0,0,0,0,0,0
"191547",0.13,11,2,0.03,2,0.01,0,1,0.01,0.07,3,0.66,0.13,0.01,0.13,7.72,0.25,1,0.04,0.02,1,0,2,0.14,0.36,0.03,2,3,0.23,0.53,0.14,0.07,7,7,0.01,0.78,0.04,0.2,1,0.08,0.27,0.14,0,0.06,0.71,1,1,22,0.01,1,10.53,0.02,1,0.03,0,1,1,1,1,2,1,0.01,0.21,5,0.06,2,0.01,0.03,0.03,0.42,1,1,5.56,0,0.02,0.05,4,0.02,0,0
"349949",0.51,0.41,0,0.01,12,0,1,4,0.16,0.02,20,5,0.07,1,17,0.39,0.07,2.85,2,0.07,1.05,0.01,0.01,5,37.71,0.4,0.07,0.06,1,1.59,0.03,0.02,1,0.12,0.01,1.29,0,1.35,1,0.01,0.47,3.29,0,10,5,0.04,1,0.01,5,0.3,0.01,0.05,0.42,0.12,0,3,0.04,1,3,1,1,6,0.01,0.02,0.02,0,0.28,2,0,7.02,8,0.08,0.15,0.06,0.01,0.01,0.06,0.02,0,0
"469991",6,0,0,0.01,0.36,1,4,0.78,0.01,4.83,18,0,0,0,0,0.02,0,139,0.01,1,0.1,0,0.02,26,9,9.52,2.75,0.04,0,0.07,1,0.01,3,1,9,191.94,0.53,1,4,4,19,19,0.03,3,1,76.77,2,0.01,8,1,3,141.71,1,12,0.06,1,0.06,2,5,4,0,6,32,0,0.02,26.93,7,5.05,104,368.21,17,711,40,196.09,98,185,5.88,95,29.83,320
"243150",1,0.01,2,0.01,6,0,1,0.01,0.02,0,0,0.38,0,0,3,0.43,0.01,2,1,0.07,0.02,0.01,0,0.02,0.01,0,0.01,0,0.17,5,0,0.01,1,0,0,3,0,0.06,0.08,0.01,0.07,0.05,0,0.04,0.01,0,0,0,0,0,0,0,0,0.02,0,0,2,0.03,0.01,0,0,0.08,0.01,0,0.02,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"541301",10.75,0.12,0,1,87,0.01,0,0.04,26,51.36,0.76,40,0.79,1,9,2.71,0.09,3.39,0.13,55,1.08,7,11,0.02,22,0.04,0.04,0.01,118,17,0.2,0.02,48,0,0.01,131.1,0.15,3.72,0.07,0.02,0.01,75,38,0.91,0.57,1,1,0.13,24,0.09,0,0,0.15,32,0.04,0,0.08,8.63,19,0.3,2,68,1,0.01,1,0,14,198.9,0.23,10,168,0.01,66,1.21,3.34,215.34,0,409.73,1,0
"206906",5,0.06,0,0.21,8,1,3,3,1.23,0,8,0.29,1,1,2,0.53,5,3,1.23,0.81,0.36,0.01,2,2.72,6,1,6.29,1.05,3,3.14,0.02,1,10,3,0.14,11.02,0,17.02,19,7.22,0.01,0,1,3,1,0,0,0.07,5,0.04,0.03,0.58,0.03,0.61,0,1,4.58,2.54,0.78,0.03,0.02,4,0.08,0.77,0.02,0.68,0.07,0.01,1,0.03,1.5,0.2,0.48,0,0.01,0,0.01,0,0,0
"25165",3.04,0.22,2,12,33,0.14,1,29,10,27,13,10,10.7,20.22,16,3.02,43,48.76,99,22,1.39,5.48,3,64.23,523,225.74,13.27,1006,67,3,1.72,0.06,23,168,6,155,0,216,1.16,7.82,0.32,6.27,15,256,1,5,6.11,61,29,0.09,0,0.58,234,222,153.11,2,11,16.97,757.37,60.56,0.03,195,2,2.88,0.66,1.12,180,396,1,427,502,2.8,835.78,0.03,18.81,374.88,2.05,4.27,0,0
"326977",0.8,74,7.53,0.01,13,0,12,42,0.01,0.01,0.01,1,0.04,0.23,19.29,26,0.81,0.03,0,0,35,0.22,0,0.08,0,0.13,0,0,13,0.24,0.01,21,0.19,0.05,0.01,5,27,24.88,0.02,0.01,14,0.08,0.05,0,15,0,0.01,0.01,0.01,0.16,79,0,0,0.23,0,0.01,8,0.52,0.01,0.07,38,0.02,0,8,0.06,0.01,0.02,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0
"235071",2,0.51,1,0.07,1,0.02,0.05,0,0,0.18,3,7,0.07,0.34,0.07,0.5,0,0.02,0.07,0,1,2,0,0.02,0.05,1,0,0,0.02,1,0.09,0.04,0.01,4,1,0.17,2,0.02,0.5,0.04,0.01,4,0.01,0.06,1,0,1,0.01,0.03,1,0.02,3,1,0.08,0.07,0,0.04,0,0,0.03,1,0,0.42,0.01,0.11,1,0.05,0.46,0,0.01,0,0.01,0,0,1,0.03,0.08,6.15,0,0
"127309",73,5,0.05,0.58,5,0.04,44,7,0.42,0.03,1.12,0.59,0,0,4,15,0.02,38,0.39,0.03,4.58,0.15,0,1.69,3.65,4,0.24,0.02,48,10,0,93,7,8,0.4,18,0.01,10,48.24,1,2.55,22,16,73,0.16,0,0,0.04,2,0.04,16.22,2.31,1.19,5.19,0,0.31,0.09,0.27,1,0.02,3.1,25,30.45,0.39,1,1.1,0.04,7,0,44,29.71,0,107,0,2.78,0.04,0,27.8,0.82,0
"33833",0.27,6,3,3,1,0,0,1.43,0.11,0,0.01,0.1,3,0.51,1,1,3,0.01,3.66,0.01,3,0.01,0.03,0,0,0.02,0.06,1,0.09,0.15,0.01,1.1,0,2,0,0.04,0,3,0.01,0,0,0,0.41,0.01,0,0,0,0.05,0,0.04,0.18,0,0.01,0.01,0,0.02,0.95,0.02,0.01,0,0.3,0,0.01,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199293",13,42,34,26,39,4.91,5,280.11,41,7,83.4,65,15,215.26,45,10,50,33,52,17,209.14,6,143.93,123.39,2,16,32,55,44,29,83,31,49,191.12,0.2,37,7,47,45,20.8,167.89,5,137.62,21,107,28.28,0.57,44,3,1,84,0.06,49,45,2,22,60.75,73,214,75,7,146.99,3.49,101,14,12.97,33.88,174.37,1.17,4,0.13,5,0.75,0,33.64,188.78,63,5.51,0,0
"182894",0.03,0,0.01,0,0,2,0,0.03,1,1,0.15,0,0.01,0.01,0.01,0.01,0,3,0,0,0.03,0,0,0,0,1,0.02,0.01,0,0.04,0.03,1,0,0,8,0.01,0.01,3,0.03,2,0,0,0.51,1,0.01,0,0.01,0,2,0,0.07,0.31,0,0,5,0.02,0,0,0.01,0,0,0,0.01,0.01,0,0.03,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0
"539107",4.99,0.01,0.05,10,1,0.03,2,0.19,0.02,0.15,0.01,0.06,0,0,0.19,5,0.01,42,0,0,0.01,11,0,9.03,0.25,0,0.1,0.09,0.04,1,0.21,0.04,0.01,31.27,0.69,1,1,0.11,0.15,11,90,4,0.3,3.19,0,0,0.16,4,0.48,4.94,0.06,0.08,2,0.18,0,11,0,0,1,4,1.78,1,30,0.01,0.07,0,0.03,125,3.17,20,5.28,2,6,0.49,206,8.39,1,30,12.09,303
"294672",0,0.03,1.09,5,0.06,2,0.03,0,1,7,0,0.38,0.02,0.16,0.06,0.03,0,0.01,0,0.05,4,0.21,0.04,0,0,1,0,0,1,1,6,0.06,0.11,0,0.02,3,0.19,0,0,0.02,0.05,2,1,0.01,0,1,0.84,0,0.02,2,0.02,0.01,0,0.04,0.08,0,0.03,1,0,0.21,0.02,0.02,0.02,0,2,0.86,0,0.04,0,0,0,0,0.33,0,0.07,0,0.02,2,0,1.23
"180285",137,236,187,150,520,49,18,698,219,26,316.97,335,86,514,496,207,519,299,350.52,145,288,76,547,468.95,18,1.09,450,376,312,132,510,362,568,432,7.61,436.78,71,260,428,8,9,41,209,133.17,594,2,131,440,50,29,971,1.41,574,53.46,18.87,210,610,769,700,405.29,395.02,558.64,17,633,29,49.29,280,662.7,0.33,56,0.06,84,897.52,0.06,378.07,337.04,777,1365.1,0,0
"204932",0.08,25,2,10,1.18,4,0,0.76,6,11,14,0.25,103.62,8,30,17,11,4,5,6.88,3,56,3,0,1.14,9.62,11,2.56,71.59,8,0.54,21,1,23.62,0,0.02,4,0.34,0.02,0.98,0,0,7,1.57,0.09,0,0.02,3,0,1.59,27,0,0,0,5,0.03,8.91,0.58,0.01,0,5,0.01,0.01,126.08,3,0,0,2.26,0,0.01,0,0,1.46,0,0,0,0,0,0,0
"193066",2,6,1,0.01,0.14,0,2.32,0.02,0.01,1,0.04,0.04,0.01,0.05,0,0.07,0,0,0.02,1,4,0,0.01,0,0.08,0,0.01,0,0,0,0,0.01,1,0,0.01,1,0,0,2,0,2,2.61,0,0.01,2,1,1,0,0.01,0,0.83,0,0.01,0.42,0.02,0,1.43,0.54,1,0.09,0,1,0,0,0,0,0.19,0,0,0.01,0.47,0,0,0,0,0.01,0,0.02,0,0
"539382",0.09,0.01,0,0.02,3,0,1,1,1,0.02,0.04,0.03,0.01,0.04,1,0.01,2,0.1,0.05,0.01,0.01,0,0.05,17,0,0.02,0.08,0.08,0.03,0.02,0.02,0.05,0,0.02,0,0.06,0,0.43,0,0.02,0,0.01,0,0,0,0,0,0.01,0.16,0.21,0,1,0.06,0,0,1,0,0.02,0,0,0.01,0.35,0,2,0,0,0,0,0,0.01,0,0.01,0,0.11,0.01,0,0,0,0,0
"449983",0,0,0,1,0.01,0,16,0,0,0,6,0,0,0,0.01,0,0,4,0,0,0,0,0,1.49,0.05,0.26,0,0,0,0.02,0,0,0,0,3,1,0,0,0,0.18,25,0.89,0.01,0.01,0.01,0,4,0,2,0.16,0,2,0,2.17,0.01,0,0,0,0,0.01,0,0.01,14,0,0,0.18,0,0.11,6.18,0.15,0,13,0,4,0,6,0,6,0,4.6
"302970",0,0,1,0.03,0.03,3,0.16,0.02,0,0,0.05,0,2,2,0.03,0.01,1,0,0.1,0.01,0.03,0,0.02,0,1,1,0.01,0.02,0,0,0.03,0.01,0,0.01,0.45,2,0,0.01,0,0,2,0.04,0,0,0,0,0,0,0.02,0,0,0.01,0,0.06,0,0,1,0,0,0,0.02,0.07,0,0.02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318446",0,0.02,0.18,0.3,0.08,0.28,1,0.03,1,2,0.17,0,0.09,0.26,0.01,0.02,1,1,0.01,0,2,0.02,0.04,1,0,7,0.01,0.01,0,0,1,0.14,0,0.01,4,1,0.07,0,0,0.03,1,2,0,0.01,0,0,1.4,0,3,2,0.02,0.03,0.02,0.02,2.32,0,0.11,0,0,0.01,0.02,0.25,0.48,0.02,0,4,0,0,0,0.01,0,0,0,0.02,0.32,0,0,0.58,0,0
"312986",4.12,32,23,17,5.12,16,2,136,12,116,65,23.54,11,18,307.03,3.08,3,61,13,4,2,19,7,80,6,126,25,2,0.99,4,79,5,14,20,5,330.42,37,10.43,12,5,90,35.09,9,11,2,26,5,465.59,243.93,1,213,79,134,0.99,217,29,14,13,10,197,14.73,293.12,12.49,2,1.34,37.29,40,1.25,3.49,389.98,0.01,71,1.77,0.27,1.06,0.41,285.53,0.14,0,0
"347862",7,0.03,0.12,1.43,8,0.01,2,1.54,2,1,1,7,1.01,0.82,3,5,1,5,2.6,6,0.3,2.37,3,0.09,3.45,2,0.1,1.92,14,48,0.11,2.09,0.02,4,0.01,2,0,1.42,0.08,0.03,0.13,5,0.01,13,0.04,0.03,4,1,0.69,0,0,0.05,0.01,0.25,0.09,0,0,0.14,0,0.01,4.84,0.8,3.15,2,0.06,0.51,0.09,5,0,5.61,0,0,0,0,0.11,0,0,3.86,0,0
"194672",0.01,2,2,0.11,0.01,0.05,0,0.09,0,0.18,0.12,0,0.1,0.12,0.01,1,1,0.01,1,0,1,0.01,0.01,0,0,0.36,1,1,0.07,0,0.02,0.49,0,0.01,0.01,0.07,0,0.01,0.02,1,0,0,0,0.13,0,0,0,0.04,0.01,0,0.69,3,0,0,0.01,0.15,0.08,0,0.01,0,1,2,0,3.02,0.01,0,0,0.01,0,0,0.16,0,0,0,0,0,0,0,0,0
"304309",2,1.23,1.5,0.74,4,14.17,37,18,0.05,6,1,0.09,0.02,0.01,1.47,1,0.03,6,1,0.03,1,0.52,0,12,12.43,9,2,0.25,0.09,3,1,4.07,1,0.27,13,130.96,3,1.76,2,1,276.7,13,0.01,1,0.03,0.06,1.21,1,84,6,1.02,108,10,3,4,2,0.32,0.03,2,0.02,0.42,44,328.58,0.16,0.03,21.91,3,10.83,376.34,1,6,2,0.13,122,242,100,0.69,17,0,14.8
"21698",0.75,2.04,1.05,1,10,0.05,0.08,1.25,48,0.92,0.05,0.19,1,28,2,10,12,0.02,1,7,2,0.03,4,68,0.03,0.29,1,1.98,73.92,0.55,0.08,1.42,0.01,0.05,0,0.03,0,5,0,0,0,0.01,0.72,0,0,0.01,0,0.75,0.03,1.49,0,0,0.54,0,0.02,1,0.83,0.01,0,0,1,0.76,0,6.89,1,0,0.04,0.01,0,0.01,0,0.01,0.06,0.25,0.02,0,1,0,0,0
"199182",1,0.6,2,0.6,1,0.07,1.38,0.19,1,0.03,0.03,9,2,9,1,1,4,0.01,1,2,3,1,2,56,0.12,0.01,6,2,3,0.1,0.5,1.45,0.23,0.03,0,0.18,0.01,2,2,0.01,0,0.01,3,0.26,0.07,0,0,0.62,0.03,0.09,0.01,0,0.03,0,0.01,1.96,1,0.01,0.01,0,0.12,5,0,2.02,0.08,0,0.02,0,0,0,4,0,61.02,0.22,0.02,0,0,0,0,0
"352304",3.26,0.15,0.18,0.36,5,0.16,0,8.26,0.05,0.07,0.57,6,0.07,0.67,0.08,1,2,61,0,0.34,1,4,2,0,0.03,0,33.2,1,0.85,4,2.72,0.18,16,1.06,0.01,0.09,0.19,7,13,1,0.24,1,0.21,1.12,0.1,3,0,0.74,0,0,4,0.02,0.03,0.01,0.01,0.35,5.3,10,29,1,1.26,0.04,0.58,0.13,0.11,0,0,0.09,0,0.06,0.01,0.02,0,0,0.05,0.06,0.26,0.11,0,0
"216862",0.02,0.05,0.12,9,0.08,0.01,0,0.01,0.97,1,0.02,0.01,2.93,0.04,7,0.01,1,0.09,1,1,0.12,0.13,1,0,0.02,0.86,1,3,1.45,1,0.01,3,0.01,0.95,0,0,0,0.05,0,0.01,0,0,1.43,0.08,0.08,0,0.01,2,0,0.1,0.01,0,0,0,0.46,0.06,0.01,0.02,0.01,0,1,0.01,0,14.06,0.11,0,0.01,0.46,0,0,0,0,0,0,0,0,0,0,0,0
"187470",0.4,0,0,0.03,2,0.08,1,0.02,0.01,1,0.16,0.01,0.07,0.01,0.11,0.01,1,0.3,1,0,0.01,0.01,0.01,4,0,0.3,0.08,0.02,0,0.02,0.05,0.01,0,0.01,0.89,6,0,0.12,0.01,1,1,3,0,0,0,0,0.83,0,3,0.06,0.01,2,0.02,1,0.09,0.02,0,0,0.04,0.01,0,0.77,1,0.02,0,0,0,0.02,1,0,0.01,0.02,0.03,2.96,3.47,1.79,0,3,0.57,3
"175907",7,0.26,0.1,1,104.52,43.69,31.44,1,4,41.57,32.79,1,2.17,13,4,0.07,1,15,3.67,1,44.57,0.03,6.91,21,1,8,2,2,1.74,0.97,73.08,5,5,1,32.6,2,7.98,1.1,5,18,66,6,1.3,1,18.02,5,25,1,22,71,23,52,5.94,19,0.01,11,0.28,1.7,0.43,2,1,57.79,11,54.23,0.01,5.1,0.04,10,0.01,53.32,0.01,1.26,0,28.4,0.96,18,0,23,0,17.45
"348259",0,0,0,0,0,0,66,0,0.01,1,0.18,0,0.01,0,0,0.01,0,5,0,0,0,0,0,4,0.01,0.01,0,0,0,0.01,0,1,0,0,1.29,0.09,0,0.01,0,0.45,41,0.28,0,0.01,0.21,0,58,0,27,0.12,0.01,1,0.05,9,0.02,1,0,0,0,0.01,0,0.03,12,0.01,0,0.04,0,1,17.42,81.48,0.01,4,0,1,0.02,1,0,0.96,0,0
