"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"109807",6,0,0.02,0.18,0.02,0.05,0,0.01,0.09,1,1,0.54,1,0.04,0.02,0,0.01,1,3,0.01,0,4.11,0.05,0,0.21,0.01,0.01,0.29,0.01,0,0.01,0.11,0.04,1,0,2,0.02,1,0,2,0,0.08,0.02,0.05,2,0.01,1,1,0,0,0.04,0.11,0.02,0.01,0.01,0,0.02,0.02,0.02,0,0,3,0.02,0,0.01,0,0.11,0.03,0.01,0,2,0,0.01,0,0,0,0,0,0,0
"352852",9.6,3,2,1,27.83,4,0.09,4.7,6,2,3,2,6,7,9.88,0.15,9.62,0.03,2.57,2,10,11.31,19.96,1.63,2,0.11,7,1,1,6.88,1,0.35,0.47,7,1,0.05,3.27,1,0.63,1,1,0.01,0.57,4,1,0.6,0.01,1,0,3,2,0.09,3,4.18,4,0,3.7,4.05,0.75,1,2,0.59,0.01,0.03,0.17,0.13,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"168711",2,0.04,0,0.01,1,0.01,1,3,0.02,1,1.01,2,0,0,0,0.01,0,0.13,0,0,0.01,7,0.02,1,1,5,0.02,0,0.01,0.02,0,0.03,0.03,0,1,3.26,0.01,0.36,0.01,1.54,5,24.06,0.09,0.21,13,4,3.1,0.01,5,43,0,5,0.92,0,5.38,0.03,0,9,2,0.02,0.24,4.71,59,0,0,0.01,9.87,4.14,0,1,0.01,0,6,0.01,0.01,0,0,0,0,0
"301062",0,1,0,0,0,0,1,0.01,0.01,0.01,0,0,0,0,0,0.01,0,0.08,0,0,0.07,0,0,1,0.15,2,0.1,0,0,0,0.02,0,0,0,2,2,0,0,0,2,8.68,2,0,0,0.01,0,0.33,0.02,1,1,0.01,2,1,1,0.02,0,0,0.01,0.63,0.08,0.06,0.06,0.62,0,0,0.01,0.03,0,8,0,0.02,37.53,0,6,89,63.66,0.01,0,0,0
"198845",0.16,0.11,0,2,0,0.11,0.04,3,0.08,8,1,0.04,0.01,1,0.01,0,0.02,0.04,0.05,0,0.01,0.01,0,2,0.02,0,0.02,0,2,0,5,0,0.02,0.01,1,0,1,0.01,17.7,0.49,3.95,0.22,0,1,1.3,0.09,1,3,0.06,0.18,2,2,0.02,6,5,0.03,1,0.01,0,0.28,0,0,6,0,0.01,0.63,0.24,0,0,0,0,2,0,0.03,0.02,0,0.05,0,0.15,0
"358748",0.7,2,0.07,1,0.08,0.23,0.29,1.86,1,7,0.29,4,0.86,3,0.01,0,2,2,6,0.01,0.08,1,0.01,3,0.01,0.69,2,0.58,0.04,0,0.03,0.05,0.03,0.12,0.88,2,12,3,2,1,0.36,0.29,2,1,1,8,3,0.52,6,6,2.12,0.59,0,1,1,0,0.13,0,0,0,0,0,8,0,0.32,9,0.1,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0
"188313",0.02,0,0.02,0,2,0,14,0.01,0,0,1,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0.08,0,0,0,0,0,0.02,0,0,1,1,0,0.01,0,0,0,1,1,1,35,0.16,0.01,0,0.12,0.02,2.91,0,1.4,17,0,0,0.01,0.01,0,0,1,0.02,0.19,0,0,0.01,0,0,0,0,0,0
"295144",3,0.01,0,1,0.02,0,0.04,1,0,0.13,1,1,0.02,0.01,0.14,0,2,0,0.01,3,0.01,0.05,0.12,1,1,0.01,0.01,0,0.01,0.1,0,0.02,0.01,0,0.05,0.01,0,0.41,1,0.14,0.29,0,0.01,0,0.02,0,0.01,0.02,4,1,0.04,0.01,0,0,0.08,0.02,0.01,0.12,0,0.03,0.01,0.02,0.2,0,0,0.01,0.13,0.1,0.01,0,0.01,0.01,0,1,0.01,0.01,0,0,0,0
"184163",9.88,0.05,15.45,0.73,0.19,0.01,0.01,4,0.04,0,1,0.2,1,1,1,4.84,3,0.06,2,0.17,3,0.02,0.01,0.04,0,0,2,3,2,0,1,1,2,0.92,0,0.04,0,0.02,0.21,0.11,0.01,0,0.04,0.31,3,0,0,1,0,0.04,2.39,0,1,0,0.12,1,5,0.13,1,6,0,0.09,0.01,5,1,0.06,0.08,0.1,0.01,0.02,0.03,0,0.09,0,0,0,1,0,0,0
"329241",107.93,15,72,33,7,13,5,1,232.95,8.31,1,3,51,1,11.51,0.1,195.96,36.43,8,2,34,1.25,170.19,2,1,3,31,0.07,3,188,10,1.7,50.76,2.29,36.29,0.97,0.31,0.94,9,1,1,1,2,80.42,7.77,6,1,2,6,67,345.8,1,4,1,18,0.02,0.58,2,42,78,6,143.99,7,4,17.75,20,2,0.04,17,6.7,0.03,0.02,0.2,0.03,0.01,0,40.72,3,0,0
