"","100105.518417","7912.518472","7848.518594","7855.518447","100161.518473","100195.518533","7870.518457","100003.518448","7847.518410","7861.518583","100077.518436","7844.518483","7879.518469","7862.518458","100107.518577","100173.518499","100178.518498","100074.518549","7906.518589","100207.518411","7910.518536","100171.518431","100154.518504","100102.518495","100015.518484","100165.518637","100092.518547","100191.518602","100222.518527","100226.518568","7908.518449","100083.518623","100158.518625","100212.518635","100046.518563","7860.518628","100190.518464","7904.518600","100101.518475","100217.518532","100225.518544","100144.518438","7899.518560","100088.518508","100200.518491","100203.518476","100151.518550","100084.518559","100001.518462","7911.518610","100091.518616","100058.518558","100072.518459","100168.518433","100156.518612","100065.518569","100085.518596","100150.518562","100197.518442","100087.518466","7909.518566","100060.518463","100163.518435","7858.518581","7662.518467","100234.518587","100205.518470","100164.518477","100209.518521","100052.518548","100198.518598","100176.518428","100184.518455","100079.518554","100075.518638","100192.518621","100174.518479","100100.518579","100187.518520","100115.518501"
"109807",6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"352852",0,3,2,0,0,4,0,0,6,2,3,2,6,7,0,0,0,0,0,2,10,0,0,0,2,0,7,1,1,0,1,0,0,7,1,0,0,1,0,1,1,0,0,4,1,0,0,1,0,3,2,0,3,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168711",2,0,0,0,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,7,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,13,4,0,0,5,43,0,5,0,0,0,0,0,9,2,0,0,0,59,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
"301062",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,89,0,0,0,0,0
"198845",0,0,0,2,0,0,0,3,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,2,2,0,6,5,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"358748",0,2,0,1,0,0,0,0,1,7,0,4,0,3,0,0,2,2,6,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,2,12,3,2,1,0,0,2,1,1,8,3,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188313",0,0,0,0,2,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,35,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"295144",3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"184163",0,0,0,0,0,0,0,4,0,0,1,0,1,1,1,0,3,0,2,0,3,0,0,0,0,0,2,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,5,0,1,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"329241",0,15,72,33,7,13,5,1,0,0,1,3,51,1,0,0,0,0,8,2,34,0,0,2,1,3,31,0,3,188,10,0,0,0,0,0,0,0,9,1,1,1,2,0,0,6,1,2,6,67,0,1,4,1,18,0,0,2,42,78,6,0,7,4,0,20,2,0,17,0,0,0,0,0,0,0,0,3,0,0
"172603",17,2,5,0,0,0,29,0,0,80,40,27,0,26,0,0,3,0,6,72,60,28,0,0,19,0,0,0,1,11,22,33,7,6,0,32,28,8,0,219,0,0,2,0,2,8,0,0,0,0,0,24,0,0,84,0,2,45,3,13,0,0,23,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"176070",3,5,0,2,0,12,3,0,0,13,3,0,0,0,2,6,0,0,0,1,0,2,1,0,2,11,1,0,0,0,5,5,0,0,5,3,2,0,2,2,0,1,0,0,0,0,0,2,0,0,0,1,2,0,4,0,0,1,0,0,0,0,2,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
"233648",0,1,0,2,0,2,0,17,0,10,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"193868",7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,3,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0
"183618",1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,7,5,0,3,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258099",3,1,0,1,0,3,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127309",0,5,1,0,0,0,44,7,0,0,0,0,0,0,4,0,0,38,13,2,0,0,0,0,0,4,0,0,48,10,0,93,7,8,0,18,0,10,0,1,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,25,0,1,1,0,3,7,0,44,0,0,107,0,0,0,0,0,0,0
"345575",0,5,0,2,0,1,2,3,0,3,0,0,15,0,0,2,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,2,0,0,0,0,1,4,6,10,0,0,0,0,0,0,0,0,2,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,3,0
"469972",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,39,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,2,5,0,0,0,1,15,0,0,0,0,2,7,0,13,0,0,0,0
"194870",25,0,54,54,14,98,1,0,163,95,0,20,19,143,0,53,0,0,47,0,0,27,15,0,7,154,0,4,0,0,0,57,75,15,0,0,87,6,86,1,47,0,24,0,1,27,0,0,1,102,0,0,123,0,10,0,24,43,0,295,0,53,0,17,0,11,0,7,0,17,0,0,0,2,1,1,10,0,0,0
"174902",0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506496",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,12,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,1,1
"179903",0,0,0,4,6,0,0,0,64,0,0,27,62,5,5,0,9,0,17,0,9,1,50,0,0,0,0,29,22,0,89,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109014",0,1,0,0,50,0,7,0,7,0,0,3,0,2,1,12,0,10,29,0,10,1,18,0,0,0,0,0,0,0,4,0,8,73,2,0,4,0,89,0,2,6,0,1,0,0,1,22,0,0,43,0,48,45,0,0,5,0,0,104,0,0,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470392",0,11,23,0,0,0,0,0,12,18,5,4,0,0,31,3,0,0,24,0,5,5,1,1,0,0,2,0,4,0,0,11,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,36,217,0,0,0,5,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
