"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu60",0,0,0,2,0,0,0,0,59,0,0,0,0,0,0,0,0,0,79,0,0,7,0,0,0,0,0,0,0,0,0,0,141,0,0,3,0,1391,5,0,0,0,0,0,0,0,0,8,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"Otu188",22,33,0,26,3,51,8,6,20,32,20,0,0,106,14,0,17,49,0,17,10,5,54,16,0,4,0,37,26,70,44,0,0,143,10,25,23,8,0,15,20,32,7,26,11,5,7,10,48,0,62,53,0,17,0,0,6,49,0,18,0,8,11,5,73,30,14,26,0,62,19,0
"Otu268",20,0,0,29,0,5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,4,0,0,0,0,0,19,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10",85,1,0,0,83,0,0,0,0,0,70,0,0,163,0,0,0,149,0,0,0,0,0,43,252,0,0,0,0,0,5,0,463,0,247,0,130,0,741,0,0,0,0,0,0,0,61,93,0,18,0,465,0,734,0,108,0,0,0,0,0,0,156,20,0,0,995,1613,0,0,0,0
"Otu405",0,0,0,30,0,15,2,5,0,0,0,47,0,0,30,13,0,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
"Otu20",2,0,0,0,0,0,0,0,742,0,0,411,21,2,6,0,0,0,0,0,0,0,0,0,70,24,29,0,0,0,0,0,152,1,0,0,0,0,0,0,0,0,0,0,114,0,2,87,254,0,0,0,0,0,903,0,0,327,0,0,0,0,0,0,0,0,359,0,570,0,327,0
"Otu427",0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu129",1,0,0,3,0,4,0,1,18,24,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Otu428",1,0,6,2,2,0,1,2,1,0,0,1,0,5,0,0,8,0,21,0,0,1,3,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,2,1,2,5,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
"Otu401",0,0,0,0,15,0,0,8,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu222",29,25,30,0,17,0,0,0,3,43,0,0,4,75,0,57,0,2,1,0,17,6,0,40,3,0,3,0,0,0,0,19,0,9,0,19,0,0,2,0,17,0,1,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,7,16,0,0,0,0,0,0,0,6,0,9,0
"Otu124",48,0,186,42,8,9,9,48,14,3,23,35,15,2,7,0,36,0,0,28,2,4,62,4,3,4,67,0,0,5,13,8,0,0,11,0,7,0,0,8,0,112,0,0,0,0,35,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu123",5,3,6,0,11,2,0,0,0,0,17,1,1,32,0,5,0,34,73,0,0,7,31,5,0,0,2,0,8,1,2,5,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,3,410,0,0,0,0,0,0,0,0,61,0,0,0,5,0,0,0,0,0,0,0,0,0
"Otu629",0,0,0,0,1,0,0,0,2,2,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Otu740",0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu348",2,0,0,0,11,0,0,0,5,8,21,0,0,0,0,1,0,0,79,0,0,24,0,0,5,0,0,14,0,0,0,12,11,6,0,0,0,15,3,0,0,71,0,0,15,52,4,1,0,25,0,0,48,33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
"Otu282",0,0,5,8,1,1,34,0,0,0,0,0,0,0,1,0,1,4,0,0,27,0,13,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,242,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,174,0,4,0,0,0,0,0,0
"Otu589",0,0,0,7,9,1,0,0,0,10,0,0,0,12,8,3,0,0,11,0,6,0,0,7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu9",303,0,8,28,50,19,6,1,0,74,143,9,0,36,40,3,35,225,0,44,59,63,503,0,64,50,0,78,13,35,50,0,0,91,33,1,161,0,48,4,96,221,0,0,100,33,36,8,0,215,0,34,0,0,1063,120,148,0,623,21,14,360,0,256,0,0,0,1315,625,0,1342,0
"Otu290",6,0,0,1,4,0,0,0,0,1,1,0,1,2,1,1,0,2,3,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,10,0,0,0,0,3,0,0,0,8,0,0,6,0,15,4,0,0,0,0,2,25,0,0,0,0,0,48,0,0,7,0
"Otu728",1,0,0,0,4,0,1,0,0,7,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,6,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu57",665,79,30,0,0,0,14,13,0,0,0,0,0,0,0,20,1,0,0,13,49,0,0,9,0,0,22,0,0,0,7,0,0,0,20,296,0,0,0,0,0,0,55,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu27",0,0,0,0,113,0,31,0,0,0,0,0,0,0,119,0,321,0,0,216,7,0,0,63,0,490,8,138,0,7,15,0,0,0,0,0,1241,0,0,587,23,0,0,0,0,0,586,0,0,0,277,0,0,0,0,0,0,0,0,26,163,0,0,0,0,0,0,0,0,0,25,0
"Otu796",0,0,0,0,0,0,0,0,1,1,0,1,5,9,0,4,3,0,2,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu446",7,0,10,4,0,0,2,4,0,23,0,0,0,11,0,0,21,0,0,2,7,0,0,4,0,0,0,0,0,12,3,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu804",2,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,22,0,1,2,18,6,0,5,0,0,0,0,0,3,0,0,0,0,0,8,0,0,1
"Otu40",36,0,0,31,105,0,22,0,0,54,24,35,12,698,21,69,22,163,0,44,12,7,63,132,15,20,0,0,0,155,33,44,21,2,0,72,117,6,20,3,47,55,12,79,20,40,32,5,0,6,0,37,5,184,81,110,32,1,0,29,23,0,6,75,8,43,65,10,0,42,0,5
"Otu22",36,24,6,29,0,9,8,12,34,57,6,73,84,43,14,4,0,0,167,24,0,83,81,18,39,65,5,0,0,75,7,18,0,9,7,20,58,620,191,0,0,6,0,148,104,73,19,30,0,20,24,0,14,14,24,0,6,159,0,3,0,61,4,4,128,49,29,82,9,86,37,0
"Otu953",3,0,0,0,0,0,0,0,2,2,1,2,0,2,0,0,0,1,0,2,0,1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,0,11,0,0,0,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu657",1,9,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,5,0,0,2,5,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu870",0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,31,0,0,0,0,0,18,0,13,0,0,0,0,0
"Otu693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,3,0,2,0
"Otu136",2,47,0,49,0,0,33,0,0,0,0,36,0,0,0,16,1,0,0,0,118,0,0,12,0,0,22,0,0,0,42,0,0,0,6,407,0,0,0,0,0,0,33,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0
"Otu412",3,4,61,0,0,0,0,5,20,0,2,0,0,0,10,0,0,0,0,0,0,5,0,0,5,3,2,0,0,2,0,3,17,23,0,0,56,5,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu666",15,0,0,0,0,1,26,0,0,0,0,0,0,10,2,2,0,0,0,2,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu302",4,2,19,3,0,0,0,4,0,0,0,2,0,0,0,3,0,0,18,4,3,0,0,0,0,16,2,0,1,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu23",10,18,3,23,0,0,8,0,21,0,104,76,142,0,15,0,3,37,18,82,6,53,175,10,48,34,14,21,15,28,5,0,0,0,39,4,0,84,38,43,40,35,0,99,19,7,16,123,28,0,17,59,6,0,11,27,2,75,0,17,5,92,0,3,121,55,0,0,60,1,0,0
"Otu35",0,194,0,173,0,0,0,0,0,0,0,886,0,0,364,335,0,0,0,0,0,0,0,0,0,0,27,37,0,0,404,0,0,0,1,814,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0
"Otu503",0,0,1,0,0,2,0,5,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu536",38,5,18,0,9,0,0,0,1,0,0,5,0,0,2,0,0,0,0,5,3,0,14,3,0,12,0,2,0,0,5,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu39",0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,565,96,0,0,0,0,0,0,23,0,0,0,29,0,0,0,27,2,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,109
"Otu3",455,0,0,0,19,0,0,28,0,0,0,62,13,508,0,15,0,341,0,25,0,0,0,0,3071,232,606,0,406,0,0,0,25,2054,74,0,0,1834,5,0,0,804,2,684,1163,3079,7,0,0,0,0,214,200,0,2143,0,333,470,1622,0,0,0,0,0,0,1745,0,0,0,0,557,0
"Otu338",0,1,0,1,0,0,0,0,1,27,0,0,1,17,3,3,0,1,2,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,11,0,2,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13,2,0,0
"Otu542",0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,1,2,0,0,0,0,1,2,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"Otu895",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,47,0,0,0,12,0,0,0,0,0,1,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu790",1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"Otu103",42,1,74,80,0,6,6,0,36,0,0,25,0,55,0,11,59,36,0,262,1,0,40,39,0,0,0,115,41,75,0,0,0,113,26,59,174,0,267,31,25,0,6,196,0,4,70,6,68,16,52,110,77,161,33,39,13,0,12,3,2,196,0,0,0,77,33,2,24,0,18,13
"Otu480",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,24,0,1,1,3,0,0,0,1,0,0,4,5,0,0,0,2,0
"Otu277",0,0,1,0,11,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,2,0,2,1,0,4,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,18,79,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu212",13,13,123,0,0,21,0,29,4,0,28,0,0,0,44,11,0,0,0,7,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0
"Otu95",6,31,0,18,0,25,14,7,19,0,32,0,0,12,24,16,0,19,37,11,12,4,0,67,0,0,0,42,0,0,20,0,21,11,12,18,29,37,13,28,9,16,3,31,6,24,6,22,33,11,35,6,0,0,0,94,24,0,0,0,22,0,0,3,0,29,0,51,0,0,0,0
"Otu669",0,1,7,0,0,4,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu316",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,145,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
