"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu710",0,3,1,0,2,0,0,0,0,12,0,1,0,0,17,0,1,0,0,6,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu51",0,0,1,0,0,0,0,7,525,0,118,0,21,36,0,0,92,3,0,2,3,55,0,0,0,18,105,25,19,6,67,132,9,15,0,0,0,0,0,0,0,0,0,0,93,25,0,0,0,18,37,3,308,0,1553,0,0,0,213,17,0,0,0,0,0,6,0,52,0,0,191,0
"Otu818",2,0,0,0,8,0,1,0,0,3,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu369",0,0,0,0,0,0,0,0,0,2,117,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5
"Otu244",59,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Otu259",1,0,90,0,0,0,2,0,12,0,0,0,4,2,1,0,0,0,0,5,3,0,0,0,0,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu422",0,1,0,0,0,0,0,17,0,0,0,0,1,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu718",0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu682",0,0,5,1,14,5,1,1,0,0,0,5,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu141",0,0,0,0,23,0,0,0,0,63,0,0,1,47,15,0,44,0,0,6,0,0,44,0,0,0,0,7,0,0,11,0,0,0,41,0,12,0,0,24,1,0,0,1,2,20,44,4,0,16,0,0,0,0,0,0,7,19,0,0,8,13,67,0,0,0,0,0,0,0,0,0
