"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"203708",77,37,133,141,36,0,11,0.82,1.14,0,0.4,127.96,93,58,86,132,28.66,0.02,0.07,46,21,0,87.82,169,0.01,0.02,3,50,0.02,1.41,1.18,70,2,64,0,0.05,0.01,47,1,1,0,0.08,83,2.11,0.01,4,0.03,0.04,0,0.05,1,0.83,0.06,26,0.01,0.02,0.11,1.14,0.02,0.02,19,0.01,0.04,132.96,11,0.15,0.07,0.04,3.65,0.25,115.96,169.47,0,0.08,0,0,5,0.02,4.61,0
"158660",2.61,2,6,2.45,55.1,0.04,1,0.04,0.04,0.01,1.84,12.38,0,0.04,6.7,1.11,10,9,83,6,0,8,11,6.26,15.93,35,0.06,1,0.45,9.39,0.19,0.07,48,37,0.39,6,1,51,0.06,0.42,0.11,1,34,4,33,11,2.12,51,98.26,0.67,0.13,0.06,0,31.65,0.29,37,41.94,8,23.85,71.06,0.01,108,2,4,1,0.07,7.33,0.03,0.02,1,1,5.35,0.01,0.01,0.4,36,31.45,0,0.01,0
"318396",5,0,0,0.16,0.02,0,0.06,3,0.08,0.01,0,0.09,1,1,0,0.06,0,0.01,0.05,0.02,0.01,0,0,0,0.02,5,0,1,0,0,0,0,1,0.02,0,0.01,1,0,0.16,0.01,0,0,2,0,0.02,1,0.02,1,0.05,0,1,0,0,0.12,3,1,0.09,0,0,0.14,0,0,9,0.02,0.02,0.05,6,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0
"470150",0.01,0.01,0.01,0,0.01,0,0,0.35,0,0,10,2,0.47,3,0,1,0,0,0,0,5,0,0,0,9,0.01,0.01,0.02,1.67,0,0.04,8,0.01,0,1.04,0.02,0,0,0.01,0,0,0.15,0.02,0,6,0,0,0,0.01,0,0,0.01,0.51,0,0,0,0.09,0.03,0,0,1,0,0,0.01,0.01,20,0.01,0,0,0.13,0,0,166,0,0,0,0,0,0,0
"199182",1,10,2,1.9,1,0.28,0.14,0.07,1,0,0.26,9,2,9,14.11,1,4,0.01,0.27,2,3,1,2,0.02,0.04,0.07,6,2,0.35,0.14,2.74,0.78,1.5,0.2,0,0,1,2,2,1.82,0,0,3,0.18,0.01,2,0.26,4,0.01,0,0.14,1,0.02,0,7.21,0,1,0,0,8.24,0.36,0,0.02,10.34,3.92,0,0,0.05,0,0,4,0,0,0,0,0,1.56,0,0,0
"298635",0,4,0.06,13,2,0,0.02,0,0,0.01,0.01,1.48,4,1,2,1,1,0,0,0.46,0.62,0,0.02,0.01,0,0,0.05,0.02,0,0.01,0.01,0,0.01,0.03,0,0,0,0,0.02,0,0,1,0.02,1.01,0,0.11,0,0,0,1,0.01,0,0,0,0.01,0,0,0.06,0.1,0.01,1,0,0,0.07,3,0,0,0,0.02,0,0,0,1,0,0,0,0,0,0,0
"206442",0.01,0.02,0.08,0,0.08,1,0.02,0.01,0.46,1,0.01,0,0.02,0,0.01,0,0.02,0.02,0.13,23,0.01,3,0.01,0.02,17,0.01,0.29,0.02,1,0.01,27,0.06,0.03,0.04,0.36,1,0.39,0.94,0,0,0,4,0.31,0.01,21,5,0.06,0.01,0.27,0.09,0.01,0.02,0.01,1,0.02,0,0.18,0.01,0.05,0,0,0.02,0,1.04,0,1,0.23,0,0.05,2.48,0,0,0.01,0,0,0,0,7,0,0
"469709",46,2.24,51.16,276,361.62,300.18,0.05,1,37,49,153,57.33,1.05,3,0.42,29,12.91,23.92,198.6,43,2,48,50,611.77,94,35.2,4,1.85,154,23,77.85,335,0.7,1084,1,175,5.15,273,573,2.12,977.76,297,83,194,22,0.04,27.5,167,96,646.69,6.57,8,38,108,27.4,4.49,104,3,27,10.54,0.03,415,1.24,5.73,1,4.47,86,1194,396.21,298.16,226.98,331.74,338,0.54,374.05,132,2,1,1,0.23
"49274",1.6,0.05,0.1,15.48,8,14.5,40,22,14,3,0.49,24,0.95,5,0.2,9.17,0.02,5,8,0.03,0.35,5,0.02,10,23,0.06,0.01,6,0.13,1,0.06,0.26,2,8.96,0.01,4.93,0.03,0.05,7.07,0,0,0,6,2,3,3,0.05,71.61,0.04,3,0.04,6.3,0.03,2.4,0.59,0,1,0.01,3,0,0,5.26,2,0.01,1,0,0.45,0.06,2.73,17,9.33,31.79,0.08,0.03,0,0,9,0.01,7.73,0
"158222",14,3,29.08,1,17,0,2.04,6,1.03,1.74,7,6,8.06,1,2,5,2,0.01,1,1,32.49,0.01,2,0,30,1,2,2,6,0.07,0.15,30,4,4,1,81.58,0,1,11.79,2.48,0.52,0.06,40.75,14,3,22.3,0.04,67.69,39,0.02,0.03,0.08,48.23,16,0,1,1,2,2,7,0.01,15,0.17,1.79,2.05,9.92,3.38,3,0,0.26,4.3,0,2.92,0,0,0,0,0,0,0
"292859",1,1,1,0.08,0,1,0.01,0.05,0.04,0.13,0,0.03,0,0,0.01,0.01,0.05,1,1,0.1,0.11,3,0,0,0.02,5,1,0,2,0.09,0.27,2,0.02,2,0,1,1,0,0.14,0.07,0,0.02,0,0,0.63,0,4,0.01,3,1,0.04,0,0.02,1,0.09,0.09,2,0.01,0,0.04,0.01,0.05,0.14,0.01,0,1.3,6,0.17,0,0.01,0,0,0.1,0,0,0,0,0,0,0
"301200",0,0,0.03,0.02,0,1.4,1,0.04,1,2,0.03,0.01,0,1,1,0,0,0.01,0,0.02,2,1,0.02,1,0,0,0,0.01,0.01,0.03,2,0.03,1,0.01,0.03,0.15,0.03,0,0.03,0,1,1,0,0.01,0,0,0.01,0.01,0,6.42,0.02,0.05,0,0.05,0.17,0,0,0.01,1,0,0,0,0.02,0.01,2,0,0,0.04,0.12,0,0,0.03,0.54,0.08,0,0,0,0,0,0
"340615",41,20,21,76,18,33.98,36,2.46,74,0.01,62,114.03,33,25,2,80,11,2.33,50.91,9,47,0.11,23.6,0.38,24,311,34,17,2.57,11,12,180,9,7,166,20.71,0.15,20,56,104,16,0.08,360.13,22,0.01,39,22,46,9.52,0.25,0.38,172.11,128,17.9,33,75.82,77.04,31,14,7,3,198.41,36,11,0.23,40,36,31,0,12,12.96,0.03,1.91,0.01,0,0,0,0,0,0
"185281",5,1,4,8,2,9,2,3,4,7,0.1,14.49,1.66,3,2,1,2,1.41,18.13,108.89,26.99,26,1,16,6.09,0.23,2,3,7,6.54,2,0.13,7.59,73.22,0.01,7,48.67,0.03,2,12,0.79,0.03,0.4,0.65,1.2,7,15,11,0.47,8,0.05,67,0.04,0.04,31,0.08,0.02,0.98,0.01,0.93,1,0.05,0.04,2,1,0,8,11,0,0.01,0,0.15,0.01,0.03,0,0,0,0.01,0,0
"211054",1,1,0,1,0.02,0.12,0.02,0.18,4,0,0.03,0.1,5,5,0,0.02,0.01,0,7,0.01,0.02,0.01,0.18,0,1,0.05,0.01,0,0.01,0,1,0.01,0.02,0.01,0.03,0.18,0,1,0.25,0,1,0.01,0.83,1,0.01,0.03,0,0.13,0.24,0.01,0.01,0.58,2,0,0.12,0,0.03,3,20,0,0,0.07,0.01,0.01,0,0,1,2.33,0,0.04,1,0,1.05,0.01,0,0,0.02,0,0,0
"497935",15,31.41,8,4,2.37,30,0.46,15,10,2.37,36,4,9,13,20,0.85,1.29,0.14,0.03,25,12,17,6.18,0.14,25,11,14,0.02,0.92,0.01,1.63,6.46,0.08,0.02,22,0.03,1.37,7,3,48.19,47,0.13,1.65,12,0.15,2.56,34,15,20,6.01,10,39,60.45,21,4.62,19,2.84,2.12,13.87,3.53,1,0.54,2,0.2,0.13,21.15,1,35,0,0.24,2.35,0,0.13,0.02,0,0,0,0,0,0
"316587",0.08,0.1,0,3,0,1,0.08,0,3,0,0,0,0,0.02,0,0.03,0,0,0,0.01,0.08,1,0,0,1,1,0.53,0,0.01,0.01,1,0.01,0.01,0,1.16,0.03,0.03,0,0.04,1,560,0.03,1.17,0.16,0,0.02,0.01,1,5.34,0.23,0.04,1.57,0.03,2,0.2,5,1,0.21,4,0.59,0,2,0.13,2,0,0.79,10,1,8.16,191,145.4,2,6.94,44.02,239.61,184.58,7.85,0.45,7,1.44
"206906",5,1,0.26,0.01,8,1,3,3,0.09,1,8,4.64,1,1,2,2,0,3,1.46,0.15,1.92,1.14,2,0.29,0.01,0.03,0,6,0.08,1,0.01,1,10,3,0.17,2,0,2,19,0.17,0,0,0.08,0.68,1,0.04,0.35,1,1.02,0.03,0.27,0,0.96,0.85,0.03,1,0,1.61,0.01,0.14,0.03,4,0.01,0.11,0.25,0,0.34,0,1,0.01,0.89,0,0,0,0.02,0,0,0,0,0
"233648",1.3,1,0,0.06,0,2,0.03,17,0.05,10,0.08,0.01,0,0,0,0,0,0,1,0,0.07,0.35,0,0,0,3,0.02,0.01,0,0,0,0,1,0,1,0.16,0,0,2.19,0,0.78,0.87,0,0.02,0.22,0,0.12,0.07,7,0.09,1.1,0,1,11,0.01,1,1,0.01,1,0.06,0,16,0.16,0,0,11.36,0,0.09,0,0.03,0.01,2,1.14,0.01,0.01,0,0.02,0.01,0,0
"194565",0.68,2.9,3,6,3,0.02,2.76,2,2.85,0.37,2,5.92,0.75,1,4,1,0.18,1,0.71,2,1,0,2,0.04,1.06,3,2.4,3,3,1,2,5,2,26.37,8.62,18.25,0.04,0.55,0.18,0.14,0.21,0.1,18.7,1,0.25,1,0.06,1.36,0.38,0.24,4,0.02,2,4,0,2,0.01,5,1,6,0.38,0.15,3,10.09,1,1,0.03,0.12,0.19,3.03,5.37,1,0.05,0,0.01,0,3,0.01,2.94,0
"196712",0,1,3,0.01,0.02,2,0.02,0.01,0.45,5,0.03,0.01,0.04,0,1,0,0.01,0.02,0.17,1,2,1,0.01,0,0.02,1,4.81,0,1,0.02,1,0.15,0.01,0.02,1,1,0.47,0.07,1,0,0.01,0.02,0.02,0,0.02,0,0.75,0,2,2,0.02,0,0.01,0.05,0.03,0.05,1,0.01,0,0,1,0.02,0.01,0.15,0,7,0.03,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0
"109807",6,0,0,0,0,0.01,0.01,5,0,1,1,0.29,1,0.01,0,0.03,0.01,1,3,0,0,0.02,0.05,0,0.01,0.09,0.01,0,0.03,0.01,0,0.36,0.24,0.02,0.04,2,0,1,0.03,2,0,0.03,0.04,0,2,0,1,1,0.13,0.01,0.29,0.04,0.03,0.01,0.08,0.01,0,0.18,0,13,0,0.04,0,0,0,0,0.21,0,0,0.01,2,0,0,0,0,0,0.02,0,0,0
"188313",2,0,0,0,0.01,0,14,0.01,0,0,1,0.01,0,0,0.05,0,0,0.02,0,0,0,0,0,24,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0.14,0.02,0,1,0,0.02,0.01,0,0.01,1,1,1,35,0.02,0,0,0,0.01,0.01,0,0,17,0.01,0,0,0,0,0.13,1,0,0,0.19,0,0.21,0.02,0,0,0.01,0,0
"188379",5.33,1,14.8,3,1,1,0.56,1,4.09,1.5,15.39,2,7.63,6,1,0.63,0.3,5,1,3,22.89,1,3,0,0.01,2,2.48,0.7,1,0.23,0.17,2,1,2.54,0.39,1,2,2,6.21,0,0.01,0.08,1,8.65,2,0.66,0.6,0.12,0.05,0.21,1,0,2,1,1,0.05,1,1,1,0.01,0,1,2.24,0.79,1,6,0.02,0.04,0,0.01,2.17,0,0.05,0,0,0,0.08,0,0,0
"310301",1,0.03,3,2,0.28,0.06,0.18,2,1,0.13,4,0.87,0,0.45,2,0.1,0.29,0,2,4.27,1,0,0,0.02,2,1,1,1,2,0,1,3,2,0.82,0.07,6.5,0,0,0.16,0.1,0.02,0,0.62,1,1,1,0.9,6.29,0.05,0,0.05,1,1,0.06,0.01,0.05,0.83,5.56,1,0.01,0.02,0.14,0.01,0.01,0,0.01,0.14,3,0,0.06,0,0,0.05,0,0,0,0,0,0,0
"449983",0,0,0,1,0,0,16,0.01,0,0,6,0.01,0,0,0.02,0,0,4,0,0,0,0,0,2,0,0.01,0.01,0,0,0.01,0,0.03,0.06,0.01,3,1,0,0,0,0,25,1,0.01,0.07,0,0.09,0.01,0,0.03,0.21,0.91,0.22,0.17,1.08,0,1.36,0,4.59,2.83,0,0,0.01,14,0,0,0.04,1,0.07,0.19,11.68,0,13,0.04,4,14.66,6,0.16,6,0,0
"181892",8.51,1,3,0.1,1.09,0.01,0.37,8.74,0.03,0.02,5,5,1.27,2,1,1,3,0.07,1,1,1,0.01,0.02,0.98,0,1,0.15,8.12,0.8,0,0.07,3,3,0.13,0.03,1,0,10.24,0.03,0.25,0.02,0.45,4,0.02,1,4,1,0.06,0.26,0.05,0.04,2,1,1,0,0.25,0.34,4,0.01,1,0.33,1,0,0.46,1,0.13,0.02,0.07,0.21,2.1,2,3.67,0,0,0,0,4,0,3.79,0
"176137",1,0,0,0,0.05,0,1,0,0,0,0.08,1,0.01,0.01,0,0.03,0,0.01,0,0,0.01,0,0,0.05,0.04,0.01,0,0.02,0,0,0,0,0.02,0.01,2,0,0,0,0,0,3,0.02,0,1,0,1,0,0,2,0.06,0.01,0.07,0.04,0.01,0,0.02,0,0,0.03,0,1,0.04,0.17,0,0,0.02,1,3,0,0.02,0,1,0.06,0.05,0.01,0,0.02,0.01,0,0
"186869",0.22,0.12,0.02,2,0,8,1.05,2,1.67,4,2.36,1,4,4.73,0.01,0.11,0.05,0.92,1,0.03,1,4,0.13,0.51,0.01,22.65,5,2,0.03,2,0.12,0.14,0.11,1,1,0.22,2,0,6,12.1,3,1,0.05,0.88,1,0.32,17,0.72,2.81,8,5,3,4,0.64,3.97,2,3,1,1,0.27,0,0,1,0.03,0.21,1,0.01,2,0.02,0,0,0,0.54,0.01,0,0,0,0,0,0
"177005",186.52,28,79,12.1,4,37,501.57,74,180.03,32,83,33,32,124,201,23,5,5,235.7,424.54,155,36,4,0.12,24.73,529,438,18,21,44,101,32.04,66.28,101,54,3.19,19,0.04,616,50,23,0.07,0.03,5.67,120,7,2,30,27,121,168,108.84,325,1.16,58,1,22,0.05,0.03,198.12,85.84,0,313.26,8,9,49,2,27,1,0.35,156.83,0.06,0.95,18,258.44,1,0.7,0.04,1,0.23
"182087",1.71,5,3,18.08,3.9,60.17,0.17,95.93,1,0.43,4,8,19,4,6,4,6,6.9,118,2,4,1,4.78,0.04,1.37,9,14,6,1,4,9,5,6,4,51.16,3,4,2,9,146.11,0.35,1.52,4,0.01,7,3.01,2,7,8.41,0.02,14,0.11,11,10,2.35,4,7,1.44,0,13,1,0.24,0.16,12,1.86,42,1.28,0,0.27,103.13,78.51,3,0,0.01,0.01,0,5,0.01,4.61,0
"540230",0.01,0.01,0,0,0.02,0,0.03,0,0,0,0,0,0,0,0,8,0,0,0,0,0.02,0,0,0.59,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0,0,0,1,1,0.03,0,0,0,0,0,0,237,1,0.04,0.02,0.1,0.02,0,6,0,0,0,0.03,3,0,0,0.02,0,0,0.01,0.04,140,10.01,3,30,0.06,22,2,58.01,1,10,1.12,3.06
"179807",0.24,2.01,8,0.04,1,6,0.1,11,97.83,2,0.01,1.53,13,6,1.79,82.2,0.05,0.08,1,16,9,6,10,0,0,8,5.39,1,0.5,2,13,1,0.91,6,0,0.02,5,2,1,3,0,0,2,0.02,8,0,67,1.2,0,19,12.07,0.05,0.01,0,207,0.1,6,0,0,0.01,8,0,0.04,8,5.34,0.08,0.08,0.01,0,0,0.58,0,0,0,0,0,0.01,0,0,0
"193348",0.79,0.03,2,0.01,0,0,0.07,2,0.23,0.05,0.35,2,0.04,2,0.02,0.57,0.04,0.38,3,0.01,1,0,0.01,0,0,2,1,1,0.41,0,1,5,1,0.22,0.14,2,0.07,0,0.16,1,0,0,0.04,0,5.26,0.03,1.5,2.05,0.02,0,2,0,0.15,0.21,0,0.39,0.59,0.04,0,1,0.01,0.04,0,0.01,0.02,2,1.1,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"263138",0.01,0,3,1,0.01,0,1,0,0,0,0.02,0,0,0,2,0,0,36,0,0.05,4,0,1,0.03,0,0.05,0.07,0,0.03,4,1,0.39,0.01,0,2,0.14,0,0.01,0,0.01,0.03,0,0.01,0.11,0,0.03,0,0.01,0.16,0,0.01,0,0,0.03,0,4,0,0.11,1,2,0.02,3,2.37,0.01,0,0.01,0,0.04,0,0,0,0,0.05,0,0,0,0,0,0,0
"173874",20.41,9,6,6,0.75,1,10.45,10,5,1,7,12,1,10,2,7.88,7,2,25.8,46.46,13,4,13,0.03,19.2,14,9.65,0.06,6,2,12,46.21,3.88,6,1,11,20.77,2,7,0.01,6,4,4,11,9,14.27,3,6,3,2,7,4.31,21,10,2,1.85,0.64,5,9.19,10,0.08,5,1,0.02,7.57,14.02,1.1,0.9,0.05,0.03,3,0,0.23,0.01,0,0,1.53,0,0,0
"208901",0,0.05,0.35,0.02,4,0.24,0.37,3.73,0.01,3,2,1,0.02,0.01,1,0.05,0,1,1,0.03,1,1,0,0.09,0.01,2,0.01,0.05,0.02,1,0.05,0.3,0.12,0.07,0.09,0.5,0.26,0.01,0.01,0,0,1,0,2,1,0.02,1,0,0,0.2,1,0.01,0.72,0.03,0.02,0.02,1,0.01,0.02,0,0,0.05,4,0,0.04,0.01,0,0,7,0,0,0,0.01,0.01,0.05,0,0,0,0,0
"195572",188.71,50,44,35,19,133,61,38,47,75,3,175.1,12,97,3.54,58,71.35,2,50,429.54,108,18,28,10.35,81,60,117,340.34,44,59,188,33,161,24,0.24,36,192,1.14,81,295.28,0.03,0.17,52,2,152,76,145,68,192,323,236.6,7,3.13,55,184,38,118.3,66,84.97,200.45,22,304.67,14.04,7,14,129.56,59,562.37,0,55,0.04,0.24,0.71,1,0,0.36,1.83,0,0,0
"15054",0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0.1,0,0,0,0,0,0,0,18.44,0.05,0,0.02,1,0,0,0,0,0,0.14,1.27,0,1,0,2,1,0.2,1,0.01,1,0,0.01,0.03,0.01,0,0,1,4,0.07,3,0.01,0.05,0,0,0.02,0,0,0.04,0.1,0.01,0,2,0.13,0.25,11.94,8.99,6.84,10,0.08,2,11.28,9.68,1,1,10,2
"187470",0,0,0,0.01,2,0,1,0.06,0,1,0,0,0,0,0.2,0,1,0.01,1,0,0,0,0,4,0,0,0,0.01,0,0,0,0,0.04,0,0.02,0.01,0,0,0,0,1,3,0,0.12,0.01,0.01,0,0,0,1,0.01,0.08,0.13,1,0.01,0,0,0,0.02,0.01,0,0,1,0,0,0.01,0,0,1,0.03,0,16.85,0.01,2,19,6,0,3,0.05,3
"208543",0,0.02,0,0,0.24,0,51,0.01,0,13,0.08,2,0.03,0.33,0,17,0.01,1.13,0.01,0.01,0.02,0.08,0.04,0.24,0,0,0,4,0,6,2,0,14,0.43,0,0.01,0,0,0,0.46,0,0,0.04,0,0.01,0.81,0.01,0.01,0,10,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,3,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"194672",1.05,2,0.01,0.03,0.01,0,0,0,0,0,0.04,1,0.03,0.11,0.01,1,1,0,0.01,0.01,1,0,0,0.03,0,0,1,1,0.01,0.01,0.02,0.02,0.01,0.02,0,0,0,0,0.01,1,0,0,0,0.01,0.01,0.09,0.14,0.03,0,0,0,3,0.02,0,0,0,0,0,0,0.02,1,2,0,0.02,0.01,0,2,0.44,0,0,0,0,0,0,0,0,0,0,0,0
"529292",1,1,0.07,92.85,0.03,7.2,9,3,1,3,14.43,0.15,0,0.08,3,0.53,0.35,4,17.46,2,0.04,0.33,0,516.23,0.26,4,8,3,0.05,0.11,0,7,0.23,0.52,2,2,0.08,0.13,2,44,128,8,0.25,0.15,3,0.02,4,18,99.67,3,3,2,4,9,0.61,9,0.4,0.09,6,15,0,0.05,14,0.08,0,2,1,1,174,2.19,0,13.27,2,544,167,266,0,26,0.01,111.63
"196082",1,1,4,3,1,5,0.08,0.06,4,0.03,2.69,2,4.52,8,0.26,3,0.07,2.43,0.01,0.41,13,2,3.3,0,0,0.61,3,0.7,0.91,2,6,1,0.11,0.27,2,3,0.26,3,2,2,0.01,0.03,1,1.64,0.03,0.2,0.4,0.03,0.04,3,0.02,0,0.13,0.16,0.08,0.31,0.22,1,1,0.01,1.15,0.1,0.1,0.35,1,1,1,0.2,0,0.02,1.1,0,0.25,0,0,0,0.08,0,0,0
"300644",0.02,4,32,0.24,6,0,17,0,0.07,0,0,0.05,13,0.26,40,50,0.59,0.01,0,68,0.26,0,0.01,0.14,0,0,0.05,0.09,0,0.02,13,0,0.42,0.01,0,0,0,0.27,0.01,0.81,0,0,32,0,0,4,0,0,0,0,0.01,0.01,0,0,0.01,0,0.07,0,0,0,2,0,0,194,0.06,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
