"","ESC.1.15.OPR.279514","ESC.1.24.OPL.279654","ESC.1.34.OPR.279524","ESC.1.33.OPL.279468","ESC.1.9a.OPL.279644","ESC.1.28.OPR.279603","ESC.1.62.OPL.279669","ESC.1.53.OPL.279544","ESC.1.45.OPL.279704","ESC.1.28.OPL.279617","ESC.1.34.OPL.279562","ESC.1.42.OPL.279703","ESC.1.49.OPL.279522","ESC.1.72.OPR.279523","ESC.1.61.OPR.279506","ESC.1.45.OPR.279442","ESC.1.65.OPL.279620","ESC.1.55.OPR.279483","ESC.1.60.OPR.279487","ESC.1.71.OPR.279471","ESC.1.35.OPR.279455","ESC.1.68.OPR.279573","ESC.1.20.OPL.279671","ESC.1.23.OPL.279686","ESC.1.44.OPR.279527","ESC.1.63.OPL.279420","ESC.1.37.OPR.279696","ESC.1.47.OPL.279646","ESC.1.49.OPR.279650","ESC.1.26.OPR.279484","ESC.1.43.OPL.279611","ESC.1.53.OPR.279665","ESC.1.1.OPR.279601","ESC.1.65.OPR.279502","ESC.1.26.OPL.279470","ESC.1.17.OPR.279511","ESC.1.29.OPL.279486","ESC.1.55.OPL.279670","ESC.1.48.OPR.279680","ESC.1.71.OPL.279661","ESC.1.61.OPL.279525","ESC.1.43.OPR.279635","ESC.1.50.OPL.279499","ESC.1.69.OPL.279699","ESC.1.38.OPR.279528","ESC.1.56.OPR.279444","ESC.1.62.OPR.279652","ESC.1.17.OPL.279551","ESC.1.19.OPL.279430","ESC.1.22.OPR.279421","ESC.1.32.OPL.279633","ESC.1.72.OPL.279581","ESC.1.51.OPR.279561","ESC.1.20a.OPL.279437","ESC.1.30.OPL.279456","ESC.1.48.OPL.279572","ESC.1.59.OPR.279629","ESC.1.5.OPR.279659","ESC.1.24.OPR.279606","ESC.1.44.OPL.279532","ESC.1.64.OPR.279439","ESC.1.30.OPR.279564","ESC.1.47.OPR.279560","ESC.1.50.OPR.279637","ESC.1.20.OPR.279692","ESC.1.39.OPL.279608","ESC.1.51.OPL.279500","ESC.1.60.OPL.279582","ESC.1.64.OPL.279491","ESC.1.46.OPL.279623","ESC.1.56.OPL.279540","ESC.1.33.OPR.279647","ESC.1.1.OPL.279586","ESC.1.58.OPL.279556","ESC.1.37.OPL.279622","ESC.1.40.OPL.279667","ESC.1.46.OPR.279457","ESC.1.31.OPL.279464","ESC.1.19.OPR.279460","ESC.1.52.OPR.279589"
"243806",0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01
"200189",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0.02,0,0,0,0,0,0,1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.11,0,0.03,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517535",0,0,0.1,0.25,0.11,0,0,0,0,6,4,0,0.06,0,0,0,0,1,1,0,0,0,0.01,0,0,3,0,0.02,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0.2,0,2,0,0,0,0,0.01,0,0.01,1,0.01,0.02,1,0,0.28,0,0,0,0,0,0.05,0,0,0,0,0,0
"194746",0,0,2,0.01,0.53,0,0,2,0,0,0.31,0,0,0.02,0,1,0,0.02,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,1,0,0.02,0,0,0,2,0,0,0,0,1,0.44,0.04,0,0.01,0.01,0,0.02,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.01,1.1,0
"246692",0,0,1,0.07,0.44,0,0,0,0,3,0.01,2,1,0,0,1,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0.1,0,0,0,0.03,0.01,0,0,0,0.01,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,1,0.01,0,1,1,0,0,0,0,0,0,0,0.21,0,0.1,0,0,0,0,0.04,0,0,0,0,0.01,0,0.01,0
"364563",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360574",0,0,0,1,0,0.03,0.05,0,0,0,0,0,0,0.01,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2394",0,1,0,3,0,0.36,0.11,1,0,0,0,0,0,1,1,0,0.01,0,0,0.09,0,0,0,0.08,0,0,0.04,0,0,0.02,0,0,0.61,0.02,4,0,1,0,0.02,0.02,0,0,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248516",0.06,0,0,0,0,0.01,0,0,0,1,0.02,0,0,0.06,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0.6,0,0,0,0,0,0.02,2,4,0,0,0,0.01,0,0.04,0,0,0,0.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
"151543",0.01,7,0,7,0,50.51,8,2,0.6,13,0,1,4,0,3,0,0.01,0.08,0.01,0.13,1,0.22,1,2,0.28,1.37,4,0,1,111.58,2,2,2,0.21,8,1,1.24,3.55,5,0.02,2,0.09,0.16,2,2,1,0.02,2,1,1,0.23,0.01,3.3,7.14,0.01,41,1,0.29,2,0.03,0.01,0.13,0,0,0,1.07,0,0,0.63,0,2,1.86,0,0,4,1.39,3.29,1,0,0.78
"553964",0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203852",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,1
