"","X100105.518417","X7912.518472","X7848.518594","X7855.518447","X100161.518473","X100195.518533","X7870.518457","X100003.518448","X7847.518410","X7861.518583","X100077.518436","X7844.518483","X7879.518469","X7862.518458","X100107.518577","X100173.518499","X100178.518498","X100074.518549","X7906.518589","X100207.518411","X7910.518536","X100171.518431","X100154.518504","X100102.518495","X100015.518484","X100165.518637","X100092.518547","X100191.518602","X100222.518527","X100226.518568","X7908.518449","X100083.518623","X100158.518625","X100212.518635","X100046.518563","X7860.518628","X100190.518464","X7904.518600","X100101.518475","X100217.518532","X100225.518544","X100144.518438","X7899.518560","X100088.518508","X100200.518491","X100203.518476","X100151.518550","X100084.518559","X100001.518462","X7911.518610","X100091.518616","X100058.518558","X100072.518459","X100168.518433","X100156.518612","X100065.518569","X100085.518596","X100150.518562","X100197.518442","X100087.518466","X7909.518566","X100060.518463","X100163.518435","X7858.518581","X7662.518467","X100234.518587","X100205.518470","X100164.518477","X100209.518521","X100052.518548","X100198.518598","X100176.518428","X100184.518455","X100079.518554","X100075.518638","X100192.518621","X100174.518479","X100100.518579","X100187.518520","X100115.518501"
"177005",221.45,422.86,79,65,4,37,355.87,74,542.84,32,432.76,33,32,124,201,23,5,5,40,37,155,36,4,317.43,60,529,438,18,21,44,101,13,909.78,11.36,54,19.97,231.81,8,616,50,23,546.92,35,74,23.1,7,525.95,30,27,121,168,399.56,325,1.53,9.93,203.86,22,1.41,1,443.24,111.37,32.79,1.43,8,9,49,2,27,1,7.51,578.95,0,0.79,0.47,0,1,0.04,0.01,0,0.09
"180927",0.01,0,0,0,0,0.01,0.08,2,0,0,1,0.02,0,0,0,0,5,0,1,0,2,0,0,1,0,0.24,1,0.01,0.02,0,0,0.01,0,0.01,0,0,0.01,1,0.03,0.02,0.02,0,0,0.01,0,0,0,0.16,0,0,0.01,0.02,2,0.01,0,0.02,0,0,0.01,0.05,0,0,0,0,0,0,0,0,4.35,0,0.01,2,1,0,1,0,1.27,0,0,0
"541301",7.2,1.56,0.22,1,87,0.37,0.07,8,26,1.41,0.39,40,0.05,0.2,14.39,36,0,0.04,0.19,55,0.03,7,11,0,22,4,0.27,0.02,118,17,0.04,0.23,0.15,0.91,4,1.93,0.09,0.72,0.16,1.88,0.1,75,15.36,0.01,0.05,0.59,1,15.51,24,1.81,0,0.08,3.41,32,0.01,0.04,1,30,19,0.01,2,8.5,1,0.02,1,0.05,14,23.55,0,10,168,0.2,66,1.01,0,0,0,0.01,1,0
"188588",0,0,0,0.05,0,0.16,0.04,0.07,0,1,4,0.02,0.01,0.01,0.01,1,0,0,0.02,0.01,0,2,0,0.12,0.09,0.05,1,1,0.01,1,0.01,0.15,0.05,0.02,2.89,0.38,0.14,0.01,3,1,0,2,0,0.08,0.05,0,6,0.21,5.18,0.01,1,0.14,0.02,1,3,1,0.03,1.11,0.05,0.01,0,0.03,0.4,0,0.01,0.01,0.03,0.12,0,0.04,0.51,0,4,0,0,0,0,0,0,0
"361480",2,0.07,9,0.04,1.21,0.01,0.18,0,16,0.01,2.44,0.01,0.01,0.02,1,0.01,0.02,0,0.01,0.02,0.03,0,0,0,0,0.47,2,0.11,9,0,0.2,23,1.72,11,0,4,2,0.35,0.95,0,0,0.07,29,7,0.66,0,0,0,0,0,2.29,0.18,0.01,25,0.02,3,0.23,62,2.53,32,0.01,18,0.01,2,0.05,0,0,0,0,0.01,0,0,0,109,0.7,0,32.25,0.31,0.59,0
"193312",0,2,2,4,0.02,10,2,2,1,16,17.77,4,0.84,16,4,0.42,0.11,0.09,2,0.58,1.27,1.47,1,0,0.02,4,3,0.02,2,0.01,19,0.06,0.01,0.14,0,0,1.02,0,0.15,0,2,0.68,1,0,0,0.01,0,0.05,0,0.82,0.75,7.55,7,0,0.01,0.03,0.01,0,0.1,2,0.01,0,0,0.01,0.01,3,2,0,0,0,1,0.01,0,0,0,0,0,0,0,0
"298635",3,4,1.31,13,2,0.02,0,0.01,0.04,0,0.01,0,0.46,0.25,2,1,1,2,0.02,3,0.02,0.17,0.71,0.03,0.3,0.01,0,0,0.02,0,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0,0.03,0.1,0,0.02,0,0,0,0,1,0,0,0,0,0,0.28,0,0,0,0,1,0,0,0.02,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"248563",8,0.03,0.07,0.01,0.09,1,1,0,0.02,0,0,0,1,0.02,0.02,0.03,24,2,0,3,0.45,0.02,1,0,3,0,0.04,0,0.01,0,0.1,11,0.04,0,0.01,1.24,0,0.01,0.01,0.01,0,5,0,0.08,0.1,0.59,0,0,0.02,0,3,0,0,0,0,0.12,0,0,0.04,0,0.01,0.06,0,0.03,0.13,0.02,0,0.17,0,2,0.02,0,0.03,0,0,0,0,0,0.01,0
"205241",0.17,2,0.04,1,4,0.06,0.23,0.06,0.03,0,2,1,0.03,1.23,1,0.11,0.03,0.63,0.8,0.31,0,0.04,1,0,1,0,0.09,0.08,3,0.09,0.02,1.67,0.02,0.04,0.01,0.19,0,1,0,0.01,0,2,0.09,2,0,0,0,0,0.02,0.05,0.01,0.01,0.06,3,0,1,0.01,0.01,0.01,0.01,0.01,4,0,0.02,0,0,0,0.02,0,0.12,0.16,0,0.02,0,0.02,0,0,0,0,0
"302970",0.09,0.01,0,1,0.02,3,0.04,0.05,0.04,0.02,0.05,0,2,2,0,0.02,1,0,0,0.02,0.39,0,0,0,1,0,0.05,0.01,0,0.01,0.01,0.26,0.06,0,0,2,0.01,0.1,0,0.05,2,0.14,0.01,0,0,1,0,0,0,0.19,0.01,0,0.01,0,0.01,0.02,1,0,0,0.01,0.01,0,0,0,0,2,0,0.11,0,0.03,0,0,0,0,0,0,0,0,0,0
"208543",0.02,0,0,0,22,0,0,0,0,13,0,2,0,0.01,0.01,17,0,0,0,0.01,0.01,0.05,0,0,0.02,0,0,4,0,6,2,0.01,14,0.01,0,5,0,0.46,0.18,0,0,0,0.05,0.01,0.02,0.02,0.01,0.03,0,0,0.01,0,0.01,0,0,0,0.66,0,0,0,0.01,0,0,3,1,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
"192536",0.02,4,1.33,4,7,4,1,1,2,0.21,25.33,12.79,1.11,1,3.57,1.65,13.43,12.95,12,1,2,0.13,9,1.79,0.04,5,25.64,6.46,3,0.21,1,17.99,4,0.47,0.33,0.62,1,0.16,9,0,1,4,25.88,1,0.01,0.25,0.28,4,0.02,3,7,0.2,0.21,10,0.73,0.13,3,2,0.14,9,0,6.63,0.19,2,0.02,1,0.04,0.01,8,0.02,0.03,3,0.04,0.02,0,0,2.89,0,0,2.84
"187010",2,5,1,0.55,8,1,9.67,5,2,0.1,3,4,3.41,18.29,2,0.7,8,22.8,35.4,2,30,1,2,0,0,0.13,12.69,5,5,0.09,2,6,4,4,0.02,1,0,4,0.3,0,0.03,0.97,2,4,5,0.02,0.2,5,1,0,2.88,0.01,5,7,0.01,2,0.44,0.28,0.14,4,0.12,1,0,4,1,15,0.02,0,0,0.01,2.16,0.01,0,20.28,0.01,0,6,0.01,1,0
"332860",0.22,12.62,28,0,2,23,0.01,0.01,0,0,0,0,36,0.04,1,0.05,2,4,0,1,22.09,2,1,3,0,0,0.01,0,0.03,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0.01,0.24,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,3.73,0,0,0.43,6,0.11,0.01,0,0,0,0,0.01,0,0,0.16,0,0,0,0,0
"16076",141,237,423.99,379,295,366,0.04,148,11.22,0.03,22.43,5,805,252,98,66,32,277,45.1,419,228,252,248.19,0.05,442.8,1.22,5.29,0.63,40,0.01,3.16,0.91,0.65,2.89,0.02,31,0.01,0.1,0.03,33,0.01,228,67,0,53,4.71,0.1,0.83,0.12,3.55,0.16,0,0.07,0.09,0,0.51,0,0,0,4.03,429,0.45,0.05,49.22,1884,0.43,0.12,0,0,0.01,0.06,0,1.3,0,0,0,0,0,0,0
"295366",1,0.09,1,0.21,0.03,3,5,1,0.06,6,0.28,0.03,0.04,0.04,0,0.02,0,0.01,0.12,0.03,1,5,0,2,0.07,14,3,2,0,0.01,1.43,0.02,0.25,0.17,17.01,1,10.94,0.09,0.86,4,1,5,0,0,1,2,7,1,21.41,2,0.02,6,1.18,0.14,13,1,0,0.03,0.45,0.03,0.01,0.14,1,0,0.03,6,3.58,4,0.04,2,1,1,1,0,0.12,1.02,0.79,0,0.01,0
"469709",46,2.76,0.46,2,175.99,3.37,11,1,37,49,153,18,0.06,4.38,244.54,29,0.05,5.35,38.77,43,0.1,48,50,0,94,5,4,0.1,154,23,4.64,335,1274.05,1084,11.83,175,4,273,573,2.75,0.38,297,83,340.94,22,2.18,13,167,96,0.31,5,4.52,38,108,385.8,285.48,128.97,3,27,10.8,0.77,415,29,0.04,1,0.01,19.74,1194,0,337,810.76,0,338,275.69,0.16,132,2,0.01,47.31,0
"203620",5,0.06,0.02,82,50,8,1,3,40,0,47.72,0.01,36,27.41,0.25,0.02,1,0.01,0.04,0.05,1.36,0,0,0,0.22,0.51,19,23,27,0,12,7,9,72,0,0.14,3.36,0.25,1.78,0.01,0.01,0,89.19,16,51,0.3,7,0.73,0,0.49,4,2,1,14.78,0,4,13,0.19,33,40,1,0.4,0,51.71,0.02,5.64,0,0.02,0,0,0.05,0,0.07,0,0,0,0,0,0,0
"193211",1,1,0.01,0.08,0.01,0.09,0,0,0,0.05,0.01,0.01,0.01,1,0.01,0.28,0,0.02,0.01,0,0,0.01,0.01,0.03,0,1,0.01,0,0,1,0,0.01,0,0,0.07,0,0,0,0.01,0,1,0.01,0,0,0,0.03,0.05,1,0,1,0,1,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"183867",0.02,0.02,0,0,0,1,1,1,0.01,2,0.08,2,0.01,0.02,0,0.01,1,0,1,0,3,0.01,0,0.59,0,3,1,0,0,1,6,0,0,0.03,3,0.01,3,0,4,1,0.03,0,0,0,0.01,0,5.69,2,21.71,0.22,0.01,1,2,0,5,0,0.21,0.02,0.02,0.09,0.01,0.02,6,0,0,1,2.21,0.57,0.03,0.01,0.14,0,0.49,6.74,0,1,0.04,4.48,0,8
"188196",0.01,0,0,0.14,0.09,1,0,0.02,1,0,0.05,0.01,0.01,1,0,4,0.42,0,0.01,0,2,0.01,0,0,0.01,0.04,0.03,1.22,0.01,0,0.01,1,1,0.01,1,2,0,1,0.05,0,0,0,0.02,1,0.04,0,0.02,1,0.01,0,0.37,0,0.02,0.03,0,0,0.01,0,1,0.2,0,0.07,0,0.03,0,0.07,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0
"181139",2,3,6,12,1,1.14,0.62,4,7.77,0.01,3,2,2,7,12.64,2,6,1,5,4,2,0.72,4,0,1.09,0.04,11.45,3,1,1,1,2,4.97,8,0,0.28,0,0.19,0.02,0,0.01,0.01,4,1,1.49,0.2,0,1.38,0,0.15,3,0.01,1,2,0,1,1,0.03,0.02,11.59,0.02,0.2,0,2,1.99,0.01,0,0.01,0,0,3,0.02,0,0,0,0,0,0,0,0
"14036",0.45,2,2.1,0.04,0.01,1,0.04,2,0.02,7.67,0.16,0.02,1,0.04,0.03,2,1,0.44,0.11,1,1,1,0.44,0,0.02,7.97,3,0,0.03,1,3,0.02,0.03,0.19,0.01,0.01,2,0.01,0.17,0.01,4,0.02,0,0.01,9,1,1,13,0,0.01,3,3,0.15,3,4.39,0,0.05,0.76,0.01,2,2.15,0,5,0.03,1,1.8,1,0,0.01,0,0,0,1,4,0,8.31,4.74,35,0.13,1
"234912",99.84,2,20,10,40,9,8,4,92,11,61,4,22,16,14,1,88,4.27,30,8,43,14,58.96,0.3,1.16,10.19,107.35,25.48,9,0.03,103,107,13,0.49,0.05,0.04,0,0.01,3,1.94,10,11.75,169.52,93.36,0.15,7,117,3.73,0,59,63,0.01,1.68,1.52,0,23.88,3.76,0.48,0.14,0.56,4,0,0.01,30,24.74,36.66,4.86,0,0,0,0,0,0.2,0,0,0,0,0,0,0
"592015",0.23,16,1,1,1,0.11,0.36,0.02,0.72,0,0.21,0.01,1,2.78,0.38,1,0.33,0.1,3,1.69,0.05,0.09,15,6,2,0,0,0.03,0.01,0,0.01,8,0.43,0,0,0.01,0,0.01,0.01,0.2,0,0.01,0.39,3,0.01,0.01,0,0,0,0.1,0.67,0,0.01,0.02,0,0.65,0.01,0,1,0.01,0.02,0.14,0,2,0.03,0,0,0.03,0,0.04,0,0.02,0,0,0.27,0,0,0,0,0
"83271",0.07,0,0,0.74,0,0,9,0.07,0.32,0.22,0.09,1,0,0,0,0,0.01,0,0,0,0.01,0.01,0,1.33,0.04,0.12,0.11,0.03,0,0.03,2,1,3,0.01,10,1,0,0.02,6,1,16,5,0.01,0.17,9,5,0.23,0,1.13,1,1,0.07,1,0.36,0,1,0.01,6,3,0.1,0,17,0.05,0,0,0.09,0.05,0,0.54,1,0.12,0,0.87,0,77,0,0,0,0.01,0
"187470",0.01,0,0,0,2,0,0.01,1,0,1,0.08,0.02,0,0,0,0,0,0.1,1,0,0,0,0,4,0.01,0,0.01,0,0.04,0,0.01,0,0.02,0.04,0.7,6,0,0.03,0.02,1,1,3,0,0,0.11,0.01,0.04,0.06,3,0.03,0,0,0,1,0.01,0,0,0.01,0,0,0.01,3.26,1,0,0,0,0.03,0.1,1,0.04,1.55,0.33,0.61,21.13,19,6,0.19,3,0,3
"215767",0,1,1,1,0.02,0,0.01,0.04,0.08,0,0.01,2,0.03,0.46,0.1,0.01,0.12,18,0.05,0.55,0.06,0.03,1,0.03,0.1,1,0.01,0,0.05,0.01,0,0.01,1,0,0.01,0.36,0,1,0.05,0,0.01,0,0.26,0.01,3,0.01,0,0,0,1,0.12,0.01,2,1,0,0.03,0,0.02,1,0,0,0,0,0.01,0.05,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0.01,0
"577153",10,0,0.01,0.39,0.07,0.02,0.03,0.01,0.1,0,0.01,0,0.02,0,0,0,8,1,0,1,0.03,0,0.01,2.14,0,0.02,1,0,0.01,0,2,11,1.23,0.02,0,1,0.02,0.01,0.31,5,0,0,0.01,1.15,1.94,0,0.02,0,0,0.01,8,1,0.02,0,0,2,0,0,3,0.01,0,0,0.01,1,0.09,0,0,0,21,0,0,0,0,0.03,10,0,0,0,0,0.75
"206611",0,0.04,0,4,0.01,0.01,0,0.01,0.25,0.02,0.06,0.01,0,0.05,0.01,0,0.01,0,0,0.01,0,0,0,0.01,0.01,1,3,0,1,0.01,2,1,0.02,0.14,0.67,0,3,0,1,0,0,0,0.11,0.08,0.01,0,0.02,0,2,0.26,4,0.85,0.05,0.01,1,0.29,1,0.01,0.02,0.01,0.01,0,3,0,0,0.01,0.01,0.49,0,0,0,0,0.06,0,0,0,0,0,0,0
"211212",0.05,1,0.01,1,0,0.17,0,0.06,0.16,0,0.06,0.03,0.15,3,0.01,0.05,2,0.06,1,0.02,0.02,0,0.02,1,0.01,1,0.07,0,0,0,0.05,1,0.01,0,0,0,0,0,0.01,0.41,0,0,0.04,0.03,2,0,0,0,0,0.74,1,0.01,0,0,0,0.09,0,0,0,0.02,6,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0.07,0,0,0,0,0
"210095",2,0.03,1,0,0.01,0,0,1,0.02,0,1,1,0.01,0.03,0,0,0.01,0,0.02,0,0.01,0,0.01,0.03,0,2,0.03,0,0.01,0,0.28,4,0.03,0.01,0.01,0,0,1,0.03,0.02,0,0,0.01,0.53,0.02,0,0,0.11,0,1,1,2,0.01,0.01,0,0.25,0,0,0,0,1,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"308873",2,0.88,0.96,1,1,0.17,34.75,2,108.47,0.03,51,0.37,0.01,1.16,4,0.47,0.81,2,5,0.35,0,0.05,0.01,0.3,1,0.14,3,3,5,1,36.58,53,1034.08,1,0.18,7,0.11,2.88,5,0.37,18.22,20,1,3,6,2,2.61,5,0.17,0.27,2,13,6,17,0,9,0.26,4,19,59,0.01,9,0.01,2.49,0.03,0,0,0.13,177,4,17,1,0.08,143,5,6.48,66.2,489.23,38.4,190
"195294",0,0,0.01,0.22,0,0.02,0,3,3,0,1,1,0,2,0,0.01,0,0,1,0,0,0,0,0.01,0,0.01,0.02,0.02,0.07,0.06,0,0.07,0.02,0.01,0,0.01,0,0,1,1,0,0,0.01,0,1,0,1.45,1,0,0,0,0,0.08,0.28,0,0,0.01,1,2,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322219",4,0.01,0.06,14,0.98,0.35,0.01,0.02,0.22,0,14.9,0.02,0.01,28,0.03,0.03,0.05,0,0,0.03,0,0,0,0,0.03,0.16,2,0.15,0.01,0,0.02,3,0.17,0.02,0,0.05,0.12,0.01,0.56,0,0,0,5,2,0.03,0,0,0,0,0.07,3.23,0.02,0.04,4,0,2.2,0,14,0.04,150,0,0.11,0,3,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"292859",0,1,1,0.82,0.02,1,0,0.41,0.05,3,1,8.06,0.49,3,0.47,0.32,0.27,1,1,2,0.64,3,0.84,0.03,0,5,1,0.02,2,0,0.01,0.11,0,2,1,1,1,0.04,0.06,0,0.01,0,0.03,0.03,0.11,0,0,0.01,0.01,1,0.2,0.47,0.07,1,0.01,0.01,0,0.01,0,0.03,0,0,0.01,0.01,0.49,0.14,6,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"180216",0,0.01,0,0,0.01,0,0.01,0.19,0.08,0.37,4,0.01,0,0,0.01,0,0.02,1,1,0.02,0,0.01,0,7,0,0.09,0,0.06,0.02,0.02,0,2,2,8,4,3,0,0.07,1,1,1,0.41,0,0.05,3,1,0.24,0.02,12,6,0.14,0,0.06,0.72,0.09,0.06,0.01,0,0,0,0,0.01,0.05,0.01,0.01,1,11,0.01,0.04,0.03,0.03,0,9,1,1,0,2.74,0.65,1,0
"206906",5,0.11,0.23,0.07,8,1,3,3,0.02,0.02,8,0.16,1,1,2,2,5,3,1.56,0.05,2.35,0.02,0,0.01,6,0,0.83,6,3,1,0.26,1,10,3,0,2,0,2,19,0.08,0,3.58,0.06,3,1,0.36,0.03,5.38,0,0,4.13,0,0,9.83,0,1.39,4.93,0.01,0.03,0.08,0.32,4,0,5.61,0.04,0.02,0,0.05,1,0.06,1.75,0,0,0.01,0.15,0,0,0,0,0.09
"74461",28,98.15,30.66,4,19,27,47,17,126,83,43,15,12,24,14,21.45,1,14,43,31,1,56,4,53,3.69,21,4,56,76.92,4,2.69,4.08,6,1,3.58,23,6,4,121,13,0.23,1.95,12.69,56.51,15,1,110,43,105.32,89.81,45.53,1.6,67.83,53,6,32.78,68,69.76,1.02,0.47,0.44,3,67.87,55,26.68,3.61,39,27,0,0.47,70,21.63,1.03,0.2,41.1,47,0.87,0.01,0,0
"176861",1,0.07,6,0.04,0.09,0.08,0,0.01,0,0.01,0,0.02,0.1,3,0,1,3,0,0,0.06,1.14,2,1,0.01,0.03,0.02,0.01,2,0,0,0,0.01,0.01,0,0,0.03,0,0,0.01,1,0,0,0.01,0,0.11,0,0.01,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0.01,9,0,1,0,3,0,1,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0
"195677",0.05,0.02,1,0.87,0,0.62,0.02,2,0.01,0.03,1,0.02,4,1,0,2,0.01,0,0.04,0.01,0.05,1,0,0,0.03,0.02,2,0.01,0.01,0,0.26,1,0.01,0.06,0.32,0,0.08,0,0.05,0,1,1,0,0.17,3,0.3,0.08,2,1.34,0,1,1,2,0.04,1,1,0,0,0.14,0.21,0.02,0.02,0,0.01,0.05,0,0.02,1,0.06,0.07,0.06,2,0.09,0,0,0.3,1.25,0,0,0
"470973",13,10,2.35,54,76.58,0.19,62,0.36,8,21,2,0.17,0.08,0.24,8,6,1,5,0.48,15.17,12,12,0,129,9,23,0.18,0.42,0.59,67,26,12.59,20,0,146.52,12,0.12,5,2.75,155.04,1,50,29,0.01,1.35,35,3.87,2,23,17,0.05,11,1,2.85,1,9,13.74,1,1,2.18,3,0.2,2,0.14,0.98,0.04,1.82,22,0,17,18.01,3.36,7,80,2.5,4.52,15,0,13.73,0
"362539",0,0,0.01,0,0,0,5,0.06,1,0.19,6,0.02,0,0,0.01,0,0.01,18,0.04,0.03,0,0.03,0,9,0.02,0.05,0.01,0.03,0.23,0,0,0,0.01,0,2,1.84,0,0.05,0.01,2,6,2.15,0,0.19,0.28,1,0.03,0.01,2,1,0,0,1,5,2.35,0.16,0,0.02,0.02,0,0,1,0.01,0,0.02,1,2,22,25,2,4,2,0.28,18,15,65,7.29,1,4.23,20.92
"328458",1.93,27,1,3.26,0.43,25,3,1,3,3,3,2,0.87,18.42,1,4,1.11,57.68,3,0.26,4.2,6,1.12,2,3,2,5,1,1.57,8,5,1.03,0.02,6,78,8.29,45.3,3.9,24.81,16,3,825.67,0.03,6,2,0.13,82.04,2,5,2,0.08,89,719.1,44,7,1,0.5,2,5.85,0.7,2,5,1,0.03,0.11,1,23,4,301.6,111.17,1,82,1,297.21,2,989.22,37,6,51,1
"151870",0.01,0,0,0,0.03,0.01,38,1,0.01,0,0.05,0,0,0,0,0,0.01,0,0.01,0,3,0,0,23,7,0.11,0,0.04,0,0.02,0.01,2,0.02,0.01,2.17,0.23,0,0.01,1,1,0,0.2,0,1,0.02,0,0.09,0.03,18,11,0.01,0,0,0.07,0,0.21,0,0,0.01,0.02,0,0.07,0.02,0,0,0,0,0.25,0,0.06,0.01,0.03,0.01,0,0.71,0,0,0,0,0
"167588",0,0.06,0.05,2,0.01,0.04,0.02,0.02,0.49,12,0.05,3,0.01,0.06,0.01,0,0,0,0,2,0.01,1,0.04,0.01,0.01,3,2,0,0,0.02,0.01,0,0.01,0,0.31,0,1.93,0,1,0.03,2.23,0,0.04,0,0,1,0,0,0.18,1.04,0.01,0.52,3,0,4,0.02,0,0,0.01,1,0,0,0.01,0.01,0.04,1,1,0.06,0,0,0,0,0.01,0,0,0,0,0,0,0
