"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"result.4" 0.0869565217391304 0.0476190476190476 0.0476190476190476 0.0476190476190476 0.727272727272727 0.740740740740741 0.74390243902439 1 0.952380952380952 0.952380952380952 0.952380952380952 1 1 1
"result.5" 0.138888888888889 0.0158730158730159 0 0 0.46551724137931 0.474576271186441 0.47008547008547 1 1 1 1 1 1 1
"result.6" 0.0689655172413793 0.0181818181818182 0.0181818181818182 0.0181818181818182 0.676646706586826 0.674698795180723 0.682352941176471 1 1 1 1 1 1 1
"result.1" 0.333333333333333 0 0 0 0.777777777777778 0.777777777777778 0.789473684210526 1 0.75 1 1 1 1 1
"result.2" 0 0 0 0 0.7 0.785714285714286 0.769230769230769 1 0 0.666666666666667 0.666666666666667 1 1 1
"result.3" 0.0909090909090909 0 0 0 0.767441860465116 0.772727272727273 0.78021978021978 1 0.05 0.05 0.85 1 1 1
"result.4" 0.0740740740740741 0 0 0 0.734042553191489 0.731182795698925 0.731182795698925 1 1 1 1 1 1 1
"result.5" 0.0208333333333333 0 0 0 0.40506329113924 0.40506329113924 0.4125 1 1 1 1 1 1 1
"result.6" 0.0576923076923077 0.0392156862745098 0.0754716981132075 0.0576923076923077 0.628787878787879 0.637037037037037 0.634328358208955 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.692307692307692 0.666666666666667 0.692307692307692 1 0.5 0.5 1 1 1 1
"result.2" 0 0 0 0 0.727272727272727 0.75 0.75 1 0.333333333333333 0.833333333333333 1 1 1 1
"result.3" 0.130434782608696 0 0 0 0.791666666666667 0.795918367346939 0.791666666666667 1 0.8 0.85 0.9 1 1 1
"result.4" 0.05 0 0 0 0.81 0.813725490196078 0.815533980582524 1 1 1 1 1 1 1
"result.5" 0.0952380952380952 0 0.0256410256410256 0.0256410256410256 0.518987341772152 0.518987341772152 0.512820512820513 1 1 1 1 1 1 1
"result.6" 0.0166666666666667 0 0.0327868852459016 0 0.48695652173913 0.482456140350877 0.48695652173913 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.785714285714286 0.785714285714286 0.785714285714286 1 0.166666666666667 1 1 1 1 1
"result.2" 0.2 0 0 0 0.75 0.75 0.75 1 1 1 1 1 1 1
"result.3" 0 0 0.0555555555555556 0.0555555555555556 0.76 0.775 0.777777777777778 1 0.944444444444444 0.944444444444444 0.944444444444444 1 1 1
"result.4" 0.1 0 0 0 0.763157894736842 0.76 0.76 1 0.0555555555555556 0.0555555555555556 0.888888888888889 1 1 1
"result.5" 0.0232558139534884 0.0232558139534884 0.0232558139534884 0.0232558139534884 0.333333333333333 0.34375 0.333333333333333 1 1 1 1 1 1 1
"result.6" 0 0.0338983050847458 0.0172413793103448 0.0172413793103448 0.64375 0.652439024390244 0.652439024390244 1 1 1 1 1 1 1
"result.1" 0.2 0 0 0 0.75 0.75 0.764705882352941 1 0 0 0 1 1 1
"result.2" 0.25 0 0 0 0.571428571428571 0.571428571428571 0.625 1 0 0 1 1 1 1
"result.3" 0.0476190476190476 0 0 0 0.775280898876405 0.78021978021978 0.78021978021978 1 0.9 0.95 0.95 1 1 1
"result.4" 0.0952380952380952 0 0 0 0.804123711340206 0.804123711340206 0.81 1 0.105263157894737 1 1 1 1 1
"result.5" 0.0930232558139535 0.05 0.0256410256410256 0.0487804878048781 0.602040816326531 0.602040816326531 0.602040816326531 1 0.974358974358974 0.974358974358974 1 1 1 1
"result.6" 0.0344827586206897 0 0 0 0.703703703703704 0.712820512820513 0.717171717171717 1 1 1 1 1 1 1
"result.1" 0.125 0 0 0 0.681818181818182 0.681818181818182 0.666666666666667 1 0.714285714285714 0.857142857142857 0.857142857142857 1 1 1
"result.2" 0 0 0.333333333333333 0.333333333333333 0.5 0.6 0.6 1 0 1 1 1 1 1
"result.3" 0.0952380952380952 0 0.0526315789473684 0.0526315789473684 0.736111111111111 0.720588235294118 0.73972602739726 1 0.947368421052632 0.947368421052632 0.947368421052632 1 1 1
"result.4" 0.0454545454545455 0 0 0 0.842105263157895 0.845588235294118 0.846715328467153 1 0.0476190476190476 0.0476190476190476 0.80952380952381 1 1 1
"result.5" 0.127272727272727 0.142857142857143 0.142857142857143 0.172413793103448 0.652173913043478 0.652173913043478 0.657142857142857 1 1 1 1 1 1 1
"result.6" 0.0217391304347826 0.0217391304347826 0.0217391304347826 0.0217391304347826 0.536082474226804 0.53125 0.526315789473684 1 1 1 1 1 1 1
"result.1" 0.25 0.166666666666667 0.142857142857143 0.142857142857143 0.7 0.714285714285714 0.727272727272727 1 0.833333333333333 1 1 1 1 1
"result.2" 0 0 0 0 0.555555555555556 0.555555555555556 0.555555555555556 1 0 0 0 1 1 1
"result.3" 0.0740740740740741 0 0 0 0.744897959183674 0.742268041237113 0.75 1 0.92 0.92 0.92 1 1 1
"result.4" 0.0384615384615385 0 0.0384615384615385 0.0384615384615385 0.742268041237113 0.744897959183674 0.747474747474748 1 1 1 1 1 1 1
"result.5" 0.117647058823529 0.0327868852459016 0.032258064516129 0.032258064516129 0.504132231404959 0.52755905511811 0.545454545454545 1 0.983333333333333 1 1 1 1 1
"result.6" 0.0810810810810811 0 0.0422535211267606 0.0555555555555556 0.706896551724138 0.703056768558952 0.705627705627706 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.777777777777778 0.75 0.733333333333333 1 0 0 0 1 1 1
"result.2" 0.333333333333333 0 0 0 0.5 0.6 0.666666666666667 1 0 0 0 1 1 1
"result.3" 0.130434782608696 0 0 0.05 0.807692307692308 0.813084112149533 0.811320754716981 1 0.05 0.05 0.95 1 1 1
"result.4" 0.0833333333333333 0 0.0454545454545455 0.0434782608695652 0.765957446808511 0.770833333333333 0.77319587628866 1 0.227272727272727 0.954545454545455 1 1 1 1
"result.5" 0.752873563218391 0.0294117647058824 0.0833333333333333 0.0810810810810811 0.650793650793651 0.650793650793651 0.671641791044776 0.895833333333333 0.6875 0.6875 0.708333333333333 0.916666666666667 0.916666666666667 0.916666666666667
"result.6" 0.04 0.04 0.0204081632653061 0.0204081632653061 0.483870967741935 0.524752475247525 0.529411764705882 1 1 1 1 1 1 1
"result.1" 0.142857142857143 0 0 0 0.76 0.793103448275862 0.785714285714286 1 0 0 0.166666666666667 1 1 1
"result.2" 0 0 0.166666666666667 0.166666666666667 0.666666666666667 0.6875 0.705882352941177 1 1 1 1 1 1 1
"result.3" 0.0769230769230769 0 0.0416666666666667 0.0416666666666667 0.785714285714286 0.789473684210526 0.787610619469027 1 0.958333333333333 0.958333333333333 0.958333333333333 1 1 1
"result.4" 0.0833333333333333 0 0 0 0.702702702702703 0.738095238095238 0.731707317073171 1 1 1 1 1 1 1
"result.5" 0 0.0425531914893617 0.0425531914893617 0.0425531914893617 0.64 0.64 0.651162790697674 1 1 1 1 1 1 1
"result.6" 0.02 0.02 0.02 0.02 0.478723404255319 0.489583333333333 0.489583333333333 1 1 1 1 1 1 1
"result.1" 0.25 0 0 0 0.5 0.571428571428571 0.666666666666667 1 0.666666666666667 0.666666666666667 1 1 1 1
"result.2" 0.1 0 0 0 0.742857142857143 0.756756756756757 0.763157894736842 1 0.333333333333333 0.333333333333333 0.888888888888889 1 1 1
"result.3" 0 0 0 0.0555555555555556 0.689655172413793 0.694915254237288 0.7 1 0.944444444444444 0.944444444444444 0.944444444444444 1 1 1
"result.4" 0.111111111111111 0 0 0 0.619047619047619 0.666666666666667 0.659574468085106 1 1 1 1 1 1 1
"result.5" 0 0 0 0 0.382352941176471 0.4 0.408450704225352 1 0.785714285714286 0.80952380952381 0.904761904761905 1 1 1
"result.6" 0.0526315789473684 0 0 0 0.605839416058394 0.605839416058394 0.617021276595745 1 1 1 1 1 1 1
"result.1" 0.125 0 0 0 0.708333333333333 0.72 0.72 1 0 0 0.857142857142857 1 1 1
"result.2" 0.111111111111111 0 0 0 0.724137931034483 0.724137931034483 0.733333333333333 1 0.875 1 1 1 1 1
"result.3" 0 0 0 0 0.720930232558139 0.710843373493976 0.720930232558139 1 1 1 1 1 1 1
"result.4" 0.258064516129032 0.05 0.0434782608695652 0 0.767676767676768 0.776699029126214 0.776699029126214 1 0.826086956521739 0.956521739130435 1 1 1 1
"result.5" 0.06 0.0408163265306122 0.0408163265306122 0.0408163265306122 0.381578947368421 0.40506329113924 0.397435897435897 1 1 1 1 1 1 1
"result.6" 0.0612244897959184 0.0425531914893617 0.0625 0.0625 0.729411764705882 0.730994152046784 0.730994152046784 1 0.978260869565217 0.978260869565217 0.978260869565217 1 1 1
"result.1" 0 0 0 0 0.705882352941177 0.6875 0.6875 1 1 1 1 1 1 1
"result.2" 0 0 0 0 0.65 0.666666666666667 0.708333333333333 1 1 1 1 1 1 1
"result.3" 0.0833333333333333 0 0 0 0.786407766990291 0.786407766990291 0.784313725490196 1 0 0 1 1 1 1
"result.4" 0.0434782608695652 0 0 0 0.75 0.758241758241758 0.765957446808511 1 0.772727272727273 0.863636363636364 1 1 1 1
"result.5" 0.0869565217391304 0.0232558139534884 0.0232558139534884 0 0.684210526315789 0.708333333333333 0.710344827586207 1 1 1 1 1 1 1
"result.6" 0.0746268656716418 0 0 0 0.575342465753425 0.547445255474453 0.557142857142857 1 0.983870967741935 0.983870967741935 0.983870967741935 1 1 1
"result.1" 0 0 0 0 0.681818181818182 0.681818181818182 0.681818181818182 1 0 0 1 1 1 1
"result.2" 0 0 0 0 0.75 0.76 0.75 1 1 1 1 1 1 1
"result.3" 0.206896551724138 0 0 0 0.774509803921569 0.780952380952381 0.780952380952381 1 1 1 1 1 1 1
"result.4" 0 0 0 0 0.673076923076923 0.679245283018868 0.690909090909091 1 0.941176470588235 0.941176470588235 1 1 1 1
"result.5" 0.037037037037037 0.02 0 0 0.555555555555556 0.551724137931034 0.551724137931034 1 0.942307692307692 0.942307692307692 0.942307692307692 1 1 1
"result.6" 0 0 0.0285714285714286 0.0285714285714286 0.676190476190476 0.626373626373626 0.613636363636364 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.5 0.5 0.5 1 0 0 0 1 1 1
"result.2" 0 0 0 0 0.555555555555556 0.578947368421053 0.555555555555556 1 0 0 0 1 1 1
"result.3" 0.147058823529412 0.0740740740740741 0.0740740740740741 0.0740740740740741 0.745614035087719 0.747826086956522 0.75 1 0.862068965517241 0.862068965517241 0.862068965517241 1 1 1
"result.4" 0.0588235294117647 0 0 0 0.822222222222222 0.824175824175824 0.824175824175824 1 0.9375 0.9375 0.9375 1 1 1
"result.5" 0.132075471698113 0 0 0 0.610169491525424 0.570093457943925 0.574074074074074 1 0.978260869565217 0.978260869565217 1 1 1 1
"result.6" 0.0196078431372549 0.0566037735849057 0.0384615384615385 0.0384615384615385 0.671052631578947 0.66887417218543 0.673202614379085 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.666666666666667 0.666666666666667 0.666666666666667 1 0 0 1 1 1 1
"result.2" 0 0 0 0 0.631578947368421 0.631578947368421 0.65 1 0.142857142857143 0.142857142857143 0.142857142857143 1 1 1
"result.3" 0.105263157894737 0 0 0.108108108108108 0.732283464566929 0.742424242424242 0.738461538461539 1 0.941176470588235 0.941176470588235 0.970588235294118 1 1 1
"result.4" 0.212121212121212 0 0 0 0.761467889908257 0.765765765765766 0.761467889908257 1 0.961538461538462 0.961538461538462 1 1 1 1
"result.5" 0.634782608695652 0.230769230769231 0.230769230769231 0.293103448275862 0.83399209486166 0.831325301204819 0.833333333333333 1 0.952380952380952 0.952380952380952 0.976190476190476 1 1 0.976190476190476
"result.6" 0.0508474576271186 0.0967741935483871 0.0344827586206897 0.0508474576271186 0.631578947368421 0.624161073825503 0.629139072847682 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.76 0.785714285714286 0.793103448275862 1 0 0 0 1 1 1
"result.2" 0 0 0 0 0.625 0.625 0.666666666666667 1 0.333333333333333 0.333333333333333 1 1 1 1
"result.3" 0.157894736842105 0 0 0 0.771428571428571 0.774647887323944 0.777777777777778 1 0.0625 0.0625 0.9375 1 1 1
"result.4" 0 0 0 0 0.792452830188679 0.8 0.803571428571429 1 0.954545454545455 1 1 1 1 1
"result.5" 0.0681818181818182 0.111111111111111 0.024390243902439 0.111111111111111 0.605769230769231 0.605769230769231 0.601941747572815 1 0.975609756097561 0.975609756097561 0.975609756097561 1 1 1
"result.6" 0 0.0204081632653061 0 0 0.36 0.376623376623377 0.376623376623377 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.75 0.730769230769231 0.730769230769231 1 0 0 1 1 1 1
"result.2" 0 0 0 0 0.6 0.6 0.647058823529412 1 0 0 0 1 1 1
"result.3" 0.153846153846154 0 0 0.166666666666667 0.421052631578947 0.45 0.421052631578947 1 0.909090909090909 0.909090909090909 0.909090909090909 1 1 1
"result.4" 0 0 0 0 0.666666666666667 0.690909090909091 0.690909090909091 1 0.941176470588235 1 1 1 1 1
"result.5" 0.0612244897959184 0.0416666666666667 0.0416666666666667 0.0416666666666667 0.465116279069767 0.477272727272727 0.471264367816092 1 1 1 1 1 1 1
"result.6" 0.032258064516129 0.0163934426229508 0.0163934426229508 0 0.75 0.746835443037975 0.745762711864407 1 1 1 1 1 1 1
"result.1" 0.333333333333333 0 0 0 0.555555555555556 0.555555555555556 0.6 1 0 0 0 1 1 1
"result.2" 0 0 0 0 0.636363636363636 0.68 0.68 1 0.25 0.25 0.375 1 1 1
"result.3" 0.125 0 0 0 0.798076923076923 0.798076923076923 0.8 1 0.80952380952381 0.857142857142857 0.952380952380952 1 1 1
"result.4" 0 0 0 0 0.63265306122449 0.672727272727273 0.672727272727273 1 1 1 1 1 1 1
"result.5" 0 0.0392156862745098 0.02 0 0.337837837837838 0.319444444444444 0.319444444444444 1 1 1 1 1 1 1
"result.6" 0.134328358208955 0.107692307692308 0.107692307692308 0.121212121212121 0.804713804713805 0.806666666666667 0.811688311688312 1 1 1 1 1 1 1
"result.1" 0.285714285714286 0 0 0 0.714285714285714 0.72972972972973 0.722222222222222 1 0 0 0.3 1 1 1
"result.2" 0 0 0 0 0.555555555555556 0.5 0.636363636363636 1 0.25 1 1 1 1 1
"result.3" 0.0666666666666667 0 0 0 0.8 0.794117647058823 0.787878787878788 1 0.0714285714285714 0.0714285714285714 0.0714285714285714 1 1 1
"result.4" 0.0769230769230769 0 0 0.04 0.828571428571429 0.830985915492958 0.83448275862069 1 0.958333333333333 0.958333333333333 1 1 1 1
"result.5" 0 0 0.0277777777777778 0 0.345454545454545 0.345454545454545 0.307692307692308 1 0.916666666666667 0.972222222222222 1 1 1 1
"result.6" 0 0 0 0 0.554455445544555 0.540816326530612 0.53125 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.714285714285714 0.741935483870968 0.741935483870968 1 0.25 0.75 0.75 1 1 1
"result.2" 0 0 0 0 0.714285714285714 0.666666666666667 0.6 1 0 0 0 1 1 1
"result.3" 0.148148148148148 0 0 0 0.780952380952381 0.783018867924528 0.780952380952381 1 0.826086956521739 0.826086956521739 0.826086956521739 1 1 1
"result.4" 0 0 0 0.0588235294117647 0.841584158415842 0.84 0.841584158415842 1 0.625 0.75 1 1 1 1
"result.5" 0.126984126984127 0.0983606557377049 0.126984126984127 0.126984126984127 0.490909090909091 0.51304347826087 0.508771929824561 0.982142857142857 0.982142857142857 0.982142857142857 0.982142857142857 1 1 1
"result.6" 0.078125 0.0185185185185185 0.0535714285714286 0.0526315789473684 0.581560283687943 0.587412587412587 0.581560283687943 1 0.898305084745763 0.898305084745763 0.915254237288136 1 1 1
"result.1" 0 0 0 0 0.333333333333333 0 0 1 0 1 1 1 1 1
"result.2" 0 0 0 0 0.666666666666667 0.666666666666667 0.7 1 0.333333333333333 1 1 1 1 1
"result.3" 0.0555555555555556 0 0 0 0.575 0.595238095238095 0.564102564102564 1 1 1 1 1 1 1
"result.4" 0 0 0 0 0.793103448275862 0.793103448275862 0.795454545454545 1 1 1 1 1 1 1
"result.5" 0.0701754385964912 0 0 0 0.485436893203884 0.513761467889908 0.522522522522523 1 0.962264150943396 0.981132075471698 1 1 1 1
"result.6" 0.285714285714286 0 0.02 0.0363636363636364 0.707446808510638 0.717948717948718 0.717948717948718 1 0.854545454545454 0.890909090909091 0.963636363636364 1 1 1
"result.1" 0 0 0 0 0.6 0.555555555555556 0.6 1 0.5 0.5 0.5 1 1 1
"result.2" 0 0 0 0 0.666666666666667 0.652173913043478 0.666666666666667 1 0.125 0.125 0.125 1 1 1
"result.3" 0.0454545454545455 0 0.0526315789473684 0.0526315789473684 0.761363636363636 0.761363636363636 0.769230769230769 1 0.857142857142857 0.857142857142857 0.857142857142857 1 1 1
"result.4" 0 0 0 0 0.673913043478261 0.6875 0.7 1 0 0.666666666666667 0.933333333333333 1 1 1
"result.5" 0 0 0 0 0.27536231884058 0.285714285714286 0.285714285714286 1 0.98 1 1 1 1 1
"result.6" 0.0181818181818182 0.0181818181818182 0.0181818181818182 0.0181818181818182 0.448979591836735 0.470588235294118 0.425531914893617 1 1 1 1 1 1 1
"result.1" 0.2 0 0 0 0.692307692307692 0.714285714285714 0.714285714285714 1 0.25 0.5 1 1 1 1
"result.2" 0 0 0 0 0.538461538461538 0.538461538461538 0.571428571428571 1 0.333333333333333 0.833333333333333 0.833333333333333 1 1 1
"result.3" 0.157894736842105 0 0 0 0.652173913043478 0.636363636363636 0.666666666666667 1 0.875 0.875 0.875 1 1 1
"result.4" 0.130434782608696 0 0 0 0.67741935483871 0.701492537313433 0.701492537313433 1 0.95 1 1 1 1 1
"result.5" 0 0 0 0.03125 0.549295774647887 0.561643835616438 0.549295774647887 1 0.875 0.875 0.96875 1 1 1
"result.6" 0.115384615384615 0.0612244897959184 0.0612244897959184 0.08 0.656716417910448 0.671428571428571 0.673758865248227 1 1 1 1 1 1 1
"result.1" 0.3 0 0 0 0.75 0.740740740740741 0.740740740740741 1 0 0 0.142857142857143 1 1 1
"result.2" 0 0 0 0 0.75 0.727272727272727 0.727272727272727 1 0 0.666666666666667 0.666666666666667 1 1 1
"result.3" 0 0 0 0 0.741176470588235 0.741176470588235 0.741176470588235 1 0.954545454545455 0.954545454545455 0.954545454545455 1 1 1
"result.4" 0.0625 0 0.0625 0.0625 0.782608695652174 0.788732394366197 0.788732394366197 1 1 1 1 1 1 1
"result.5" 0.0384615384615385 0.0566037735849057 0.0566037735849057 0.0566037735849057 0.479166666666667 0.484536082474227 0.489795918367347 1 1 1 1 1 1 1
"result.6" 0.0535714285714286 0.0535714285714286 0.0535714285714286 0.0535714285714286 0.550847457627119 0.589147286821705 0.576 1 1 1 1 1 1 1
"result.1" 0 0 0 0 0.75 0.75 0.75 1 0 0 1 1 1 1
"result.2" 0 0 0 0 0.6 0.6 0.6 1 0.5 1 1 1 1 1
"result.3" 0.0869565217391304 0 0 0 0.75 0.740740740740741 0.740740740740741 1 0.0476190476190476 0.476190476190476 0.904761904761905 1 1 1
"result.4" 0.12 0 0 0.0434782608695652 0.796296296296296 0.79047619047619 0.79047619047619 1 1 1 1 1 1 1
"result.5" 0 0.0222222222222222 0.0222222222222222 0.0434782608695652 0.541666666666667 0.564356435643564 0.568627450980392 1 1 1 1 1 1 1
"result.6" 0.0392156862745098 0.0576923076923077 0.0754716981132075 0.0754716981132075 0.668918918918919 0.677631578947368 0.679738562091503 1 1 1 1 1 1 1
"result.1" 0.1 0 0.1 0 0.75 0.75 0.742857142857143 1 1 1 1 1 1 1
"result.2" 0 0 0 0 0.625 0.666666666666667 0.666666666666667 1 0.333333333333333 0.333333333333333 0.666666666666667 1 1 1
"result.3" 0.0909090909090909 0 0 0 0.682539682539683 0.696969696969697 0.701492537313433 1 0.1 0.1 0.8 1 1 1
"result.4" 0.12 0 0 0 0.777777777777778 0.788461538461538 0.786407766990291 1 0.181818181818182 0.318181818181818 0.954545454545455 1 1 1
"result.5" 0.0444444444444444 0.0652173913043478 0.0444444444444444 0.0444444444444444 0.475609756097561 0.475609756097561 0.511363636363636 1 1 1 1 1 1 1
"result.6" 0 0.0416666666666667 0.0212765957446809 0.0416666666666667 0.654135338345865 0.666666666666667 0.664233576642336 1 1 1 1 1 1 1
"result.1" 0.166666666666667 0 0 0 0.722222222222222 0.736842105263158 0.736842105263158 1 0 1 1 1 1 1
"result.2" 0 0 0 0 0.5 0.5 0.555555555555556 1 0 0 0 1 1 1
"result.3" 0 0 0 0 0.72 0.735849056603774 0.75 1 0.857142857142857 0.928571428571429 0.928571428571429 1 1 1
"result.4" 0.0416666666666667 0.0416666666666667 0.0416666666666667 0.0416666666666667 0.693333333333333 0.689189189189189 0.693333333333333 1 1 1 1 1 1 1
"result.5" 0.0392156862745098 0.02 0.02 0.02 0.5625 0.577586206896552 0.584745762711864 1 1 1 1 1 1 1
"result.6" 0.0227272727272727 0 0 0 0.638655462184874 0.638655462184874 0.609090909090909 1 0.976744186046512 1 1 1 1 1
