"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"result.4" 0.0952380952380952 0.0625 0.0625 0.117647058823529 0.321428571428571 0.387096774193548 0.387096774193548 0.76 0.6 0.6 0.6 0.76 0.76 0.76
"result.5" 0.0555555555555556 0 0.032258064516129 0.0285714285714286 0 0.0588235294117647 0.131578947368421 0.68 0.58 0.6 0.68 0.58 0.64 0.66
"result.6" 0.0263157894736842 0.105263157894737 0.0277777777777778 0.0277777777777778 0.162790697674419 0.162790697674419 0.162790697674419 0.902439024390244 0.829268292682927 0.853658536585366 0.853658536585366 0.878048780487805 0.878048780487805 0.878048780487805
"result.1" 0 0 0 0 0 0 0 0.5 0 0.5 0.5 0.5 0 0
"result.2" 0.2 0.333333333333333 0.333333333333333 0.2 0.333333333333333 0.333333333333333 0.333333333333333 0.8 0.4 0.4 0.8 0.8 0.8 0.8
"result.3" 0 0 0 0 0.428571428571429 0.533333333333333 0.5 0.0476190476190476 0.142857142857143 0.238095238095238 0.285714285714286 0.380952380952381 0.333333333333333 0.333333333333333
"result.4" 0.285714285714286 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333 0.4 0.363636363636364 0.555555555555556 0.444444444444444 0.444444444444444 0.444444444444444 0.666666666666667 0.666666666666667 0.777777777777778
"result.5" 0.0769230769230769 0.133333333333333 0.14 0.122448979591837 0.104166666666667 0.150943396226415 0.134615384615385 0.716417910447761 0.582089552238806 0.641791044776119 0.641791044776119 0.641791044776119 0.671641791044776 0.671641791044776
"result.6" 0.0930232558139535 0.0487804878048781 0.0487804878048781 0.05 0.13953488372093 0.136363636363636 0.155555555555556 0.795918367346939 0.795918367346939 0.795918367346939 0.775510204081633 0.755102040816326 0.775510204081633 0.775510204081633
"result.1" 0 0 0 0 0.2 0.375 0.375 0.333333333333333 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.833333333333333 0.833333333333333
"result.2" 0.6 0 0 0 0.75 0.666666666666667 0.5 0.4 0 0 0 0.2 0.2 0.2
"result.3" 0.111111111111111 0.125 0.125 0.125 0.307692307692308 0.3125 0.352941176470588 0.4 0.35 0.35 0.35 0.45 0.55 0.55
"result.4" 0 0 0 0 0.1 0.1 0.1 0.791666666666667 0.708333333333333 0.708333333333333 0.708333333333333 0.75 0.75 0.75
"result.5" 0.0344827586206897 0.0434782608695652 0 0 0.256410256410256 0.27027027027027 0.27027027027027 0.538461538461538 0.423076923076923 0.403846153846154 0.403846153846154 0.557692307692308 0.519230769230769 0.519230769230769
"result.6" 0.0555555555555556 0.0377358490566038 0.0377358490566038 0.0384615384615385 0.2 0.223880597014925 0.223880597014925 0.85 0.85 0.85 0.833333333333333 0.866666666666667 0.866666666666667 0.866666666666667
"result.1" 0 0 0 0 0.25 0.2 0.25 0.5 0.333333333333333 0.5 0.5 0.5 0.666666666666667 0.5
"result.2" 0 0 0 0 0 0 0 NA NA NA NA NA NA NA
"result.3" 0.142857142857143 0 0 0 0 0 0.285714285714286 0.666666666666667 0.555555555555556 0.555555555555556 0.555555555555556 0.555555555555556 0.444444444444444 0.555555555555556
"result.4" 0.111111111111111 0 0 0 0.272727272727273 0.272727272727273 0.238095238095238 0.842105263157895 0.157894736842105 0.210526315789474 0.210526315789474 0.842105263157895 0.842105263157895 0.842105263157895
"result.5" 0.0444444444444444 0.0769230769230769 0.0571428571428571 0.114285714285714 0.0888888888888889 0.0930232558139535 0.0851063829787234 0.754385964912281 0.631578947368421 0.578947368421053 0.543859649122807 0.719298245614035 0.684210526315789 0.754385964912281
"result.6" 0.111111111111111 0.0625 0.0625 0.0625 0.0882352941176471 0.142857142857143 0.114285714285714 0.842105263157895 0.789473684210526 0.789473684210526 0.789473684210526 0.815789473684211 0.789473684210526 0.815789473684211
"result.1" 0.285714285714286 0 0 0 0.333333333333333 0.4 0.5 0.5 0.5 0.5 0.5 0.6 0.6 0.6
"result.2" 0 0 0 0 0 0 0 1 1 1 1 1 1 1
"result.3" 0 0 0 0 0.4 0.4375 0.466666666666667 0.45 0.2 0.2 0.35 0.45 0.45 0.4
"result.4" 0.0833333333333333 0 0 0 0.0909090909090909 0.214285714285714 0.166666666666667 0.647058823529412 0.588235294117647 0.588235294117647 0.588235294117647 0.588235294117647 0.647058823529412 0.588235294117647
"result.5" 0.0416666666666667 0.157894736842105 0.15 0.1 0.130434782608696 0.0909090909090909 0.130434782608696 0.469387755102041 0.326530612244898 0.346938775510204 0.36734693877551 0.408163265306122 0.408163265306122 0.408163265306122
"result.6" 0.0645161290322581 0 0 0 0.111111111111111 0.0810810810810811 0.0555555555555556 0.743589743589744 0.871794871794872 0.871794871794872 0.846153846153846 0.82051282051282 0.871794871794872 0.871794871794872
"result.1" 0 0 0 0 0 0 0 1 1 1 1 0.5 0.5 0.5
"result.2" 0 0 0 0 0 0 0 0.666666666666667 0.333333333333333 0.333333333333333 0.333333333333333 0.666666666666667 0.666666666666667 0.666666666666667
"result.3" 0.125 0.142857142857143 0.166666666666667 0.125 0.470588235294118 0.4375 0.470588235294118 0.333333333333333 0.285714285714286 0.238095238095238 0.333333333333333 0.428571428571429 0.428571428571429 0.428571428571429
"result.4" 0.1 0.0952380952380952 0.0869565217391304 0.0909090909090909 0.12 0.12 0.0833333333333333 0.580645161290323 0.612903225806452 0.67741935483871 0.645161290322581 0.709677419354839 0.709677419354839 0.709677419354839
"result.5" 0.0344827586206897 0.037037037037037 0.0689655172413793 0.09375 0.216216216216216 0.216216216216216 0.171428571428571 0.571428571428571 0.530612244897959 0.551020408163265 0.591836734693878 0.591836734693878 0.591836734693878 0.591836734693878
"result.6" 0.108108108108108 0.0588235294117647 0.0294117647058824 0.0294117647058824 0.179487179487179 0.219512195121951 0.195121951219512 0.825 0.8 0.825 0.825 0.8 0.8 0.825
"result.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"result.2" 0 0 0.285714285714286 0 0.166666666666667 0.166666666666667 0.166666666666667 0.714285714285714 0.714285714285714 0.714285714285714 0.714285714285714 0.714285714285714 0.714285714285714 0.714285714285714
"result.3" 0.142857142857143 0 0 0.142857142857143 0.740740740740741 0.758620689655172 0.758620689655172 0.260869565217391 0.217391304347826 0.173913043478261 0.260869565217391 0.304347826086957 0.304347826086957 0.304347826086957
"result.4" 0 0.0666666666666667 0 0 0.347826086956522 0.347826086956522 0.318181818181818 0.75 0.7 0.7 0.65 0.75 0.75 0.75
"result.5" 0 0.037037037037037 0.04 0.037037037037037 0.222222222222222 0.243243243243243 0.263157894736842 0.62 0.52 0.48 0.52 0.56 0.56 0.56
"result.6" 0.18 0.0714285714285714 0.0888888888888889 0.0681818181818182 0.280701754385965 0.263157894736842 0.288135593220339 0.803921568627451 0.764705882352941 0.803921568627451 0.803921568627451 0.803921568627451 0.823529411764706 0.823529411764706
"result.1" 0 0.142857142857143 0 0 0.6 0.631578947368421 0.578947368421053 0.454545454545455 0.545454545454545 0.454545454545455 0.545454545454545 0.545454545454545 0.636363636363636 0.727272727272727
"result.2" 0.6 0.5 0.666666666666667 0.666666666666667 0.785714285714286 0.785714285714286 0.769230769230769 0.571428571428571 0.285714285714286 0.142857142857143 0.142857142857143 0.428571428571429 0.428571428571429 0.428571428571429
"result.3" 0 0 0 0 0.285714285714286 0.375 0.285714285714286 0.307692307692308 0 0.153846153846154 0.153846153846154 0.384615384615385 0.384615384615385 0.384615384615385
"result.4" 0.037037037037037 0 0 0 0.181818181818182 0.205882352941176 0.129032258064516 0.896551724137931 0.655172413793103 0.724137931034483 0.758620689655172 0.931034482758621 0.931034482758621 0.931034482758621
"result.5" 0.0526315789473684 0 0 0 0 0 0.0555555555555556 0.439024390243902 0.219512195121951 0.219512195121951 0.219512195121951 0.414634146341463 0.414634146341463 0.414634146341463
"result.6" 0.0232558139534884 0.05 0.025 0.025 0.0930232558139535 0.111111111111111 0.111111111111111 0.933333333333333 0.844444444444444 0.866666666666667 0.866666666666667 0.866666666666667 0.888888888888889 0.888888888888889
"result.1" 0 0 0 0 0.2 0.2 0.2 1 0.75 0.75 1 1 1 1
"result.2" 0.166666666666667 0 0 0 0.166666666666667 0.125 0.125 0.625 0.75 0.5 0.625 0.625 0.875 0.875
"result.3" 0.0769230769230769 0 0.0666666666666667 0 0.407407407407407 0.448275862068966 0.466666666666667 0.461538461538462 0.5 0.538461538461538 0.538461538461538 0.615384615384615 0.615384615384615 0.615384615384615
"result.4" 0 0 0 0 0.214285714285714 0.266666666666667 0.153846153846154 0.523809523809524 0.380952380952381 0.380952380952381 0.476190476190476 0.523809523809524 0.523809523809524 0.523809523809524
"result.5" 0.333333333333333 0.0555555555555556 0.0526315789473684 0.0526315789473684 0.679012345679012 0.675 0.645569620253165 0.188679245283019 0.320754716981132 0.339622641509434 0.339622641509434 0.490566037735849 0.490566037735849 0.528301886792453
"result.6" 0.0540540540540541 0 0 0 0.0888888888888889 0.127659574468085 0.0869565217391304 0.760869565217391 0.804347826086957 0.826086956521739 0.847826086956522 0.891304347826087 0.891304347826087 0.91304347826087
"result.1" 0 0 0 0 0 0 0 0.2 0 0.2 0.2 0.2 0.2 0.2
"result.2" 0.5 0 0 0.25 0.666666666666667 0.6 0.666666666666667 0.142857142857143 0.142857142857143 0.428571428571429 0.428571428571429 0.428571428571429 0.571428571428571 0.428571428571429
"result.3" 0.1 0.125 0 0.125 0.444444444444444 0.411764705882353 0.444444444444444 0.310344827586207 0.241379310344828 0.241379310344828 0.241379310344828 0.344827586206897 0.344827586206897 0.344827586206897
"result.4" 0 0 0 0 0.315789473684211 0.380952380952381 0.363636363636364 0.611111111111111 0.5 0.555555555555556 0.555555555555556 0.722222222222222 0.722222222222222 0.777777777777778
"result.5" 0.162162162162162 0.0416666666666667 0.111111111111111 0.0769230769230769 0.189189189189189 0.219512195121951 0.195121951219512 0.596153846153846 0.442307692307692 0.461538461538462 0.461538461538462 0.576923076923077 0.615384615384615 0.634615384615385
"result.6" 0 0 0 0 0.03125 0.0294117647058824 0.0303030303030303 0.7 0.8 0.8 0.8 0.775 0.825 0.8
"result.1" 0 0 0 0 0 0 0 0.2 0.2 0.2 0.2 0.2 0.2 0.2
"result.2" 0.2 0 0 0 0 0 0 0.666666666666667 0.5 0.5 0.5 0.666666666666667 0.666666666666667 0.666666666666667
"result.3" 0 0 0 0 0.272727272727273 0.526315789473684 0.466666666666667 0.235294117647059 0.117647058823529 0.176470588235294 0.176470588235294 0.470588235294118 0.529411764705882 0.470588235294118
"result.4" 0 0.0769230769230769 0.0769230769230769 0 0.222222222222222 0.125 0.133333333333333 0.714285714285714 0.571428571428571 0.571428571428571 0.571428571428571 0.666666666666667 0.666666666666667 0.619047619047619
"result.5" 0.125 0.0571428571428571 0.0285714285714286 0.027027027027027 0.204081632653061 0.18 0.196078431372549 0.424242424242424 0.5 0.515151515151515 0.545454545454545 0.590909090909091 0.621212121212121 0.621212121212121
"result.6" 0.0188679245283019 0 0 0 0.0576923076923077 0.0196078431372549 0.0196078431372549 0.88135593220339 0.847457627118644 0.813559322033898 0.830508474576271 0.830508474576271 0.847457627118644 0.847457627118644
"result.1" 0 0 1 1 1 1 1 0 0 0 0 0 0 0
"result.2" 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0 0
"result.3" 0 0 0 0 0.166666666666667 0.166666666666667 0.166666666666667 0.277777777777778 0.222222222222222 0.222222222222222 0.222222222222222 0.277777777777778 0.277777777777778 0.277777777777778
"result.4" 0 0 0 0 0.227272727272727 0.217391304347826 0.217391304347826 0.761904761904762 0.761904761904762 0.761904761904762 0.80952380952381 0.80952380952381 0.857142857142857 0.857142857142857
"result.5" 0 0 0 0.0384615384615385 0.111111111111111 0.137931034482759 0.166666666666667 0.5625 0.416666666666667 0.479166666666667 0.520833333333333 0.5 0.520833333333333 0.520833333333333
"result.6" 0.027027027027027 0.0285714285714286 0 0 0.0555555555555556 0.0810810810810811 0.0555555555555556 0.782608695652174 0.739130434782609 0.760869565217391 0.717391304347826 0.739130434782609 0.739130434782609 0.739130434782609
"result.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"result.2" 0 0 0 0 0.333333333333333 0.2 0.333333333333333 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667
"result.3" 0.111111111111111 0 0 0 0.2 0.1 0.181818181818182 0.333333333333333 0.208333333333333 0.125 0.125 0.333333333333333 0.375 0.375
"result.4" 0.0666666666666667 0 0 0 0.3 0.35 0.35 0.7 0.45 0.45 0.4 0.7 0.65 0.65
"result.5" 0.1 0.0714285714285714 0.0769230769230769 0.103448275862069 0.326530612244898 0.3125 0.3125 0.6 0.433333333333333 0.4 0.433333333333333 0.55 0.55 0.55
"result.6" 0 0 0.024390243902439 0 0.0476190476190476 0.0465116279069767 0.0465116279069767 0.826086956521739 0.869565217391304 0.869565217391304 0.869565217391304 0.869565217391304 0.891304347826087 0.891304347826087
"result.1" 0 0 0 0 0.333333333333333 0.333333333333333 0.333333333333333 0.666666666666667 0.333333333333333 0.333333333333333 0.333333333333333 0.666666666666667 0.666666666666667 0.666666666666667
"result.2" 0 0 0 0 0 0 0 1 0 0 0 0.5 1 1
"result.3" 0.260869565217391 0.166666666666667 0.111111111111111 0.142857142857143 0.702127659574468 0.717391304347826 0.725490196078431 0.653846153846154 0.192307692307692 0.307692307692308 0.230769230769231 0.538461538461538 0.5 0.538461538461538
"result.4" 0 0 0 0 0.142857142857143 0.125 0.125 0.4375 0.4375 0.4375 0.375 0.375 0.4375 0.4375
"result.5" 0.0975609756097561 0 0 0 0.355932203389831 0.396825396825397 0.387096774193548 0.616666666666667 0.45 0.466666666666667 0.45 0.633333333333333 0.633333333333333 0.633333333333333
"result.6" 0.0476190476190476 0 0 0.0526315789473684 0.0975609756097561 0.0731707317073171 0.0975609756097561 0.888888888888889 0.777777777777778 0.8 0.8 0.822222222222222 0.844444444444444 0.822222222222222
"result.1" 0.285714285714286 0 0 0 0.5 0.545454545454545 0.555555555555556 1 0 0 0 0.8 1 0.8
"result.2" 0 0 0 0 0 0 0 1 1 1 1 0 0 0
"result.3" 0 0 0 0 0.666666666666667 0.75 0.75 0.304347826086957 0 0 0.0869565217391304 0.391304347826087 0.391304347826087 0.391304347826087
"result.4" 0.181818181818182 0 0 0 0.411764705882353 0.473684210526316 0.388888888888889 0.6 0.6 0.533333333333333 0.6 0.666666666666667 0.666666666666667 0.733333333333333
"result.5" 0.0625 0 0 0 0.0588235294117647 0.121951219512195 0.0588235294117647 0.535714285714286 0.5 0.517857142857143 0.553571428571429 0.571428571428571 0.642857142857143 0.571428571428571
"result.6" 0 0.0487804878048781 0.024390243902439 0 0.0465116279069767 0.127659574468085 0.0909090909090909 0.803571428571429 0.696428571428571 0.714285714285714 0.678571428571429 0.732142857142857 0.732142857142857 0.714285714285714
"result.1" 0 0 0 0 0.2 0.25 0.428571428571429 0.75 0.75 0.75 1 1 0.75 1
"result.2" 0 0 0 0 0.142857142857143 0.142857142857143 0.142857142857143 0.625 0.5 0.5 0.5 0.75 0.75 0.75
"result.3" 0 0 0 0 0.2 0.2 0.2 0.133333333333333 0 0 0 0.266666666666667 0.266666666666667 0.266666666666667
"result.4" 0.285714285714286 0.0833333333333333 0.0769230769230769 0.142857142857143 0.375 0.4 0.4 0.833333333333333 0.611111111111111 0.666666666666667 0.666666666666667 0.833333333333333 0.833333333333333 0.833333333333333
"result.5" 0 0 0.0384615384615385 0.0384615384615385 0.04 0 0 0.64 0.52 0.5 0.5 0.48 0.48 0.5
"result.6" 0.263157894736842 0.0476190476190476 0.0454545454545455 0.0666666666666667 0.293103448275862 0.316666666666667 0.34375 0.75 0.714285714285714 0.75 0.75 0.732142857142857 0.732142857142857 0.75
"result.1" 0 0 0 0 0 0 0 0.2 0 0 0 0.4 0.4 0.4
"result.2" 0 0 0 0 0 0 0 1 1 1 1 1 1 1
"result.3" 0.25 0.111111111111111 0.142857142857143 0 0.391304347826087 0.461538461538462 0.5 0.5 0.444444444444444 0.333333333333333 0.388888888888889 0.777777777777778 0.777777777777778 0.777777777777778
"result.4" 0 0 0 0 0 0 0 0.68 0.48 0.48 0.52 0.6 0.64 0.64
