"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"result.1" 0 0 0.5 0 0 0 0 0 0 0.333333333333333 0 0 0 0
"result.2" 0 0 0 0 0 0 0 0.4 0.4 0.4 0.4 0.4 0.4 0.4
"result.3" 0 0.166666666666667 0.111111111111111 0 0.1 0.1 0.111111111111111 0.428571428571429 0.238095238095238 0.380952380952381 0.333333333333333 0.428571428571429 0.428571428571429 0.380952380952381
"result.4" 0.08 0 0.0588235294117647 0 0.208333333333333 0.208333333333333 0.2 0.884615384615385 0.615384615384615 0.615384615384615 0.653846153846154 0.730769230769231 0.730769230769231 0.769230769230769
"result.5" 0 0.0625 0.0303030303030303 0 0.116279069767442 0.05 0.05 0.649122807017544 0.526315789473684 0.56140350877193 0.596491228070175 0.666666666666667 0.666666666666667 0.666666666666667
"result.6" 0.0227272727272727 0.0238095238095238 0.024390243902439 0.0681818181818182 0.214285714285714 0.25 0.224137931034483 0.716666666666667 0.683333333333333 0.666666666666667 0.683333333333333 0.733333333333333 0.75 0.75
"result.1" 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0
"result.2" 0 0 0 0 0 0 0 0.111111111111111 0.111111111111111 0.111111111111111 0.111111111111111 0.111111111111111 0.111111111111111 0.111111111111111
"result.3" 0.0909090909090909 0.0909090909090909 0.0714285714285714 0 0.125 0.176470588235294 0.166666666666667 0.32258064516129 0.32258064516129 0.419354838709677 0.419354838709677 0.451612903225806 0.451612903225806 0.483870967741935
"result.4" 0 0 0.0833333333333333 0 0.375 0.333333333333333 0.294117647058824 0.529411764705882 0.588235294117647 0.647058823529412 0.647058823529412 0.588235294117647 0.588235294117647 0.705882352941177
"result.5" 0.0909090909090909 0 0 0 0.25 0.347826086956522 0.346153846153846 0.454545454545455 0.0681818181818182 0.0909090909090909 0.0909090909090909 0.272727272727273 0.340909090909091 0.386363636363636
"result.6" 0.0212765957446809 0.0434782608695652 0.0444444444444444 0.0444444444444444 0.4 0.439024390243902 0.425 0.901960784313726 0.862745098039216 0.843137254901961 0.843137254901961 0.882352941176471 0.901960784313726 0.901960784313726
"result.1" 0 0 0 0 0 0 0 1 0.2 0.4 0.8 0.6 0.8 1
"result.2" 0 0 0 0 0 0 0 0.2 0 0 0 0.2 0.2 0.2
"result.3" 0 0 0.125 0.111111111111111 0.230769230769231 0.230769230769231 0.230769230769231 0.714285714285714 0.357142857142857 0.5 0.571428571428571 0.714285714285714 0.714285714285714 0.714285714285714
"result.4" 0.125 0 0 0 0.117647058823529 0.125 0.125 0.56 0.12 0.28 0.4 0.6 0.56 0.56
"result.5" 0.0416666666666667 0.111111111111111 0.129032258064516 0.148148148148148 0.0833333333333333 0.0769230769230769 0.103448275862069 0.547619047619048 0.571428571428571 0.642857142857143 0.547619047619048 0.523809523809524 0.571428571428571 0.619047619047619
"result.6" 0.0263157894736842 0.142857142857143 0.152173913043478 0.0952380952380952 0.254901960784314 0.283018867924528 0.30188679245283 0.672727272727273 0.654545454545455 0.709090909090909 0.690909090909091 0.690909090909091 0.690909090909091 0.672727272727273
"result.1" 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0.333333333333333 0.333333333333333 0.333333333333333
"result.2" 0.25 0 0 0 0 0 0 0.75 0 0.5 0.5 0.25 0.25 0.25
"result.3" 0 0 0 0.5 0.142857142857143 0.142857142857143 0.142857142857143 0 0.181818181818182 0.0454545454545455 0.0909090909090909 0.272727272727273 0.272727272727273 0.272727272727273
"result.4" 0.0909090909090909 0.1 0 0 0.166666666666667 0.166666666666667 0.166666666666667 0.526315789473684 0.473684210526316 0.473684210526316 0.526315789473684 0.526315789473684 0.526315789473684 0.526315789473684
"result.5" 0.1 0.0434782608695652 0.0416666666666667 0.0434782608695652 0.181818181818182 0.1875 0.15625 0.675 0.55 0.575 0.55 0.675 0.65 0.675
"result.6" 0.0625 0 0.0333333333333333 0.0714285714285714 0.117647058823529 0.142857142857143 0.117647058823529 0.810810810810811 0.756756756756757 0.783783783783784 0.702702702702703 0.810810810810811 0.810810810810811 0.810810810810811
"result.1" 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0.5 0.5
"result.2" 0.25 0.25 0.25 0.25 0.25 0.333333333333333 0.25 0.75 0.75 0.75 0.75 0.75 0.5 0.75
"result.3" 0 0 0 0 0.2 0.2 0.2 0.6 0.533333333333333 0.533333333333333 0.533333333333333 0.533333333333333 0.533333333333333 0.533333333333333
"result.4" 0 0 0 0 0.166666666666667 0.166666666666667 0.166666666666667 0.714285714285714 0.571428571428571 0.5 0.5 0.714285714285714 0.714285714285714 0.714285714285714
"result.5" 0.0285714285714286 0 0 0 0.177777777777778 0.166666666666667 0.166666666666667 0.666666666666667 0.529411764705882 0.588235294117647 0.607843137254902 0.725490196078431 0.686274509803922 0.686274509803922
"result.6" 0.107142857142857 0 0.04 0.0384615384615385 0.212121212121212 0.193548387096774 0.1875 0.714285714285714 0.657142857142857 0.685714285714286 0.714285714285714 0.742857142857143 0.714285714285714 0.742857142857143
"result.1" 1 1 0.5 0.5 0 0 0 0 0 0.5 0.5 0 0 0
"result.2" 0.333333333333333 0 0 0 0 0 0 0.4 0 0 0 0.2 0 0.2
