"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"result.1" 0.8 1 1 0.8 0.666666666666667 0.75 0.75 0.142857142857143 0 0 0.142857142857143 0.142857142857143 0.142857142857143 0.142857142857143
"result.2" 0 0 0 0 0 0 0 0 0.2 0.2 0.2 0.2 0 0
"result.3" 0.0909090909090909 0 0 0 0.142857142857143 0.272727272727273 0.25 1 0 0 0.3 0.6 0.8 0.9
"result.4" 0.0625 0 0 0 0.0625 0.0625 0 0.789473684210526 0.526315789473684 0.473684210526316 0.684210526315789 0.789473684210526 0.789473684210526 0.789473684210526
"result.5" 0.0701754385964912 0.107142857142857 0.0892857142857143 0.105263157894737 0.1 0.0701754385964912 0.101694915254237 0.929824561403509 0.87719298245614 0.894736842105263 0.894736842105263 0.947368421052632 0.929824561403509 0.929824561403509
"result.6" 0.0476190476190476 0.025 0.025 0.025 0 0.0476190476190476 0.0476190476190476 0.975609756097561 0.951219512195122 0.951219512195122 0.951219512195122 0.975609756097561 0.975609756097561 0.975609756097561
"result.1" 0 0 0 0 0.25 0 0 0 0 0 0.166666666666667 0.5 0.166666666666667 0.166666666666667
"result.2" 0.5 0 0 0 0 0 0 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333
"result.3" 0 0 0 0 0.125 0.125 0.0666666666666667 0.7 0.55 0.55 0.55 0.7 0.7 0.7
"result.4" 0.115384615384615 0.05 0.05 0.0454545454545455 0.115384615384615 0.115384615384615 0.115384615384615 0.958333333333333 0.791666666666667 0.791666666666667 0.875 0.958333333333333 0.958333333333333 0.958333333333333
"result.5" 0.0222222222222222 0.037037037037037 0.03125 0.0555555555555556 0.0217391304347826 0.0217391304347826 0.0217391304347826 0.897959183673469 0.530612244897959 0.63265306122449 0.693877551020408 0.918367346938776 0.918367346938776 0.918367346938776
"result.6" 0.0943396226415094 0.140350877192982 0.109090909090909 0.109090909090909 0.0754716981132075 0.0754716981132075 0.0576923076923077 0.96 0.98 0.98 0.98 0.98 0.98 0.98
"result.1" 0 0 0 0 0 0 0 0.2 0.2 0.2 0.2 0.2 0.2 0.2
"result.2" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"result.3" 0.181818181818182 0.125 0.111111111111111 0.111111111111111 0.222222222222222 0.2 0.2 0.45 0.35 0.4 0.4 0.35 0.4 0.4
"result.4" 0 0.0909090909090909 0.0454545454545455 0.0434782608695652 0.0416666666666667 0.0416666666666667 0.0416666666666667 1 0.869565217391304 0.91304347826087 0.956521739130435 1 1 1
"result.5" 0.0416666666666667 0.0256410256410256 0.024390243902439 0.0227272727272727 0.0408163265306122 0.0208333333333333 0.0208333333333333 0.901960784313726 0.745098039215686 0.784313725490196 0.843137254901961 0.92156862745098 0.92156862745098 0.92156862745098
"result.6" 0.0555555555555556 0.0555555555555556 0.0555555555555556 0.0377358490566038 0.0377358490566038 0.0555555555555556 0.0555555555555556 1 1 1 1 1 1 1
"result.1" 0.5 0 0 0 0.5 0.5 0.5 0.5 0 0 0 0.5 0.5 0.5
"result.2" 0.111111111111111 0 0 0 0.111111111111111 0 0 0.888888888888889 0 0 0 0.888888888888889 0.888888888888889 0.888888888888889
"result.3" 0 0.0714285714285714 0 0 0.0625 0.0666666666666667 0.0666666666666667 0.789473684210526 0.684210526315789 0.736842105263158 0.736842105263158 0.789473684210526 0.736842105263158 0.736842105263158
"result.4" 0 0 0 0 0 0 0 0.722222222222222 0.555555555555556 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667 0.666666666666667
"result.5" 0.0408163265306122 0 0 0 0.0612244897959184 0.0612244897959184 0.08 0.959183673469388 0.693877551020408 0.714285714285714 0.775510204081633 0.938775510204082 0.938775510204082 0.938775510204082
"result.6" 0.0392156862745098 0.0408163265306122 0.06 0.0588235294117647 0.0392156862745098 0.0576923076923077 0.0576923076923077 1 0.959183673469388 0.959183673469388 0.979591836734694 1 1 1
"result.1" 0 0 0 0 0 0 0 0.25 0 0.25 0.25 0.25 0.25 0.25
"result.2" 0 0.333333333333333 0.25 0 0 0 0 0.2 0.4 0.6 0.2 0.2 0.2 0.2
"result.3" 0.285714285714286 0 0 0 0.25 0.222222222222222 0.222222222222222 0.357142857142857 0.357142857142857 0.357142857142857 0.285714285714286 0.428571428571429 0.5 0.5
