"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu238",55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu200",0,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,1,0,0,0,8,0,0,18,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,0,0,0,0,0,0,367,0,0,0,0,0,0,10,16,0,0,0,0,0
"Otu290",6,0,0,1,4,0,0,0,0,1,1,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,6,0,0,6,0,0,0,0,0,0,10,16,0,0,0,3,0,0,0,0,0,0,6,0,15,4,0,0,0,0,0,25,0,6,0,0,0,48,2,0,7,0
"Otu764",0,0,0,0,12,6,1,1,0,10,0,0,0,2,2,0,1,0,6,5,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu60",0,0,0,2,0,0,0,0,59,0,0,0,0,0,1,0,0,0,79,0,0,7,0,0,0,0,0,0,0,0,0,0,141,0,0,3,0,1391,5,0,1,0,0,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu197",13,14,0,0,7,2,11,1,0,0,0,25,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,58,0,0,0,0,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu24",0,0,0,25,0,0,2,16,0,0,18,431,0,0,78,0,50,89,0,0,0,0,0,0,49,0,0,67,0,34,182,0,0,0,34,0,0,0,909,7,0,5,0,0,0,0,68,0,0,56,804,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu597",0,0,44,1,0,14,1,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu115",0,0,0,0,0,3,0,0,0,0,0,65,0,1,1,4,49,0,0,0,0,0,0,4,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,99
"Otu22",0,24,0,29,135,0,8,12,34,57,0,73,84,0,14,0,19,0,167,24,4,83,81,0,39,65,5,9,25,75,7,0,101,9,7,20,58,620,191,33,45,6,0,148,104,73,19,30,22,20,24,29,14,14,0,21,6,159,0,3,1,61,4,4,128,0,0,82,9,0,37,0
"Otu629",0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,2,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu31",0,19,0,58,0,289,147,0,0,0,0,0,0,0,183,0,225,0,0,0,217,0,0,679,0,0,7,0,528,0,330,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,752,217,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0
"Otu175",2,0,5,3,0,0,0,0,31,0,0,7,0,0,3,0,4,7,4,2,0,1,0,0,3,0,0,0,7,41,7,0,0,0,3,7,4,11,0,0,0,21,2,0,0,0,0,8,0,0,0,0,0,0,0,76,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Otu78",2,17,0,0,0,0,10,40,0,2,38,6,21,3,16,9,4,4,3,42,1,16,16,0,3190,30,19,0,3,0,9,0,0,0,0,4,0,0,0,0,98,5,0,9,0,0,0,19,1,3,0,0,0,0,0,396,0,2,0,3,0,1,0,4,21,71,0,0,5,0,0,0
"Otu704",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,7,0,0,1,0,0,0
"Otu919",0,0,6,1,1,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu270",179,0,0,0,51,1,2,34,0,0,0,0,89,0,0,2,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu630",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu17",160,0,0,25,0,301,2,18,0,25,339,0,564,0,0,0,75,98,0,125,9,350,275,0,28,66,0,187,0,115,12,0,195,62,0,0,40,24,144,34,0,0,3,461,14,105,39,0,0,47,0,29,180,217,0,64,24,188,118,8,0,0,44,204,0,0,62,656,184,0,0,0
"Otu512",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu393",0,0,8,4,7,0,0,2,2,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu434",0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,9,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"Otu230",0,42,6,68,0,0,22,33,0,0,0,6,0,0,0,0,11,0,0,0,53,0,0,36,0,0,5,21,0,0,11,0,0,0,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
"Otu168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,27,0,11,0,0,19,0,0,32,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu74",0,5,8,4,0,0,0,0,98,0,0,46,43,0,0,0,0,0,0,0,1,1,30,0,0,35,3,0,0,30,0,62,0,0,0,0,49,0,0,0,51,0,0,35,35,6,5,50,57,3,0,26,144,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,8
"Otu206",0,0,0,4,0,0,7,0,9,0,0,0,0,6,9,0,0,16,35,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,24,0,0,0,0,0,0,0,46,27,24,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0
"Otu717",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,1,0,0,0,6,0,0,0,0
"Otu693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu340",4,10,4,0,0,0,1,0,19,0,0,0,3,6,0,4,6,1,0,7,0,0,0,6,0,0,2,1,4,0,0,3,0,0,1,0,32,0,5,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu162",0,33,0,0,39,5,0,0,36,0,0,0,532,0,0,3,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu33",117,0,1,0,95,0,0,9,0,45,153,0,0,37,26,1,0,110,39,0,1,242,15,4,3,8,123,0,17,0,11,189,23,96,9,0,10,22,1,36,91,0,0,121,140,64,14,0,0,31,0,53,55,0,82,0,51,0,0,0,5,45,39,0,0,0,0,0,73,0,44,0
"Otu87",0,3,2,11,0,1,1,0,0,0,4,413,0,0,0,6,301,0,0,33,8,0,0,0,0,0,0,22,0,0,1,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu35",0,194,31,0,0,17,354,0,0,0,0,886,0,0,364,335,0,0,0,674,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,814,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0
"Otu897",0,0,1,0,0,0,1,0,0,3,0,0,0,33,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu13",66,0,0,0,8,0,0,30,0,211,0,0,585,100,0,0,16,196,2,0,0,387,148,3,12,0,0,0,18,0,0,25,0,82,0,0,0,6,152,0,0,1,0,8,39,156,0,90,0,0,0,24,40,0,18,169,40,0,84,0,4,0,0,1,0,0,144,0,0,0,0,0
"Otu222",29,25,30,0,17,6,0,0,0,0,0,0,4,75,0,57,5,2,1,0,17,6,5,40,3,0,0,0,9,0,0,0,11,0,0,19,0,0,2,0,17,2,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,7,16,0,0,0,0,0,0,0,6,0,9,0
"Otu300",0,0,7,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,8,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Otu666",15,0,9,0,0,1,26,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,5,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu518",0,0,0,1,3,0,0,3,0,4,0,0,7,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu54",0,17,19,0,5,2,6,33,41,12,0,25,133,30,8,1,21,8,158,7,0,47,405,3,36,0,12,23,14,40,12,216,0,1,2,13,25,37,335,39,0,0,0,0,54,9,0,8,40,3,4,0,134,51,28,5,0,5,0,7,0,42,0,0,0,0,0,0,0,0,16,18
"Otu30",31,0,0,5,0,0,0,35,8,0,14,0,0,526,0,22,2,45,228,0,10,0,0,0,0,0,0,12,0,0,0,36,28,0,17,17,137,0,14,0,56,43,0,0,107,39,115,32,0,0,163,363,3,170,55,0,0,0,0,0,1,77,0,2,40,0,282,85,69,29,21,0
"Otu950",0,2,0,0,8,4,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu287",0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,51,0,0,0,0,0,9,0,0,0,0,1,0,0
"Otu429",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,0,0,0,0,0,0,15,0,0,0,0,3,0,0,7,0,0,0,4,0,3,0,0,0,0,2,3,0,0,0,0,0,5,1,0,5,27,0,0,6,0,0,0,4,6,0,17,0,66,15,11,8,9,0
"Otu94",14,20,0,3,0,0,0,9,56,12,48,0,74,18,0,1,0,0,5,0,0,12,79,48,0,4,0,0,2,22,14,0,28,0,4,0,76,0,0,0,9,1,0,0,0,9,0,0,0,3,39,0,0,2,0,0,0,84,210,0,0,0,0,3,0,12,0,0,0,24,0,0
"Otu509",0,1,0,0,0,1,0,2,0,6,0,0,1,11,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,26,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu927",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,5,0,0,0,0,17,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu678",0,0,0,2,0,0,3,1,7,4,0,0,0,0,6,4,0,0,0,0,1,4,5,9,0,0,4,0,0,1,10,5,2,0,0,0,0,0,0,0,0,1,5,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu545",0,10,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu596",4,2,0,34,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Otu198",62,46,8,0,0,0,17,61,0,0,0,7,0,0,0,0,12,0,0,0,18,0,0,97,0,0,16,389,0,0,0,0,0,0,52,34,0,0,0,0,0,0,6,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0
"Otu8",0,88,291,95,483,97,217,0,0,270,242,191,29,644,67,88,416,205,0,3,124,192,0,34,4,24,0,374,375,63,0,0,249,17,593,238,557,752,146,127,0,414,23,78,65,182,0,21,178,24,862,0,309,0,0,108,0,0,29,113,152,78,13,195,0,53,325,261,100,0,301,26
"Otu99",0,157,0,1,3,0,0,0,0,0,0,0,223,25,0,0,66,0,0,5,0,0,0,0,0,588,42,0,0,0,24,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,16,0,0,153,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu383",0,0,0,0,6,0,0,0,0,2,115,7,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu161",1,6,13,6,24,0,0,0,32,4,0,1,39,27,8,0,5,11,54,4,0,0,0,0,0,0,0,2,0,0,0,3,1,7,0,5,4,81,0,5,5,0,1,3,0,11,3,0,1,0,6,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,1,1,0,0,0,0
"Otu44",37,0,2,0,510,2,0,0,0,0,0,132,0,42,0,41,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"Otu878",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"Otu745",0,0,0,0,0,0,0,5,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu589",0,11,0,7,0,1,1,0,0,10,0,0,0,12,0,3,0,0,11,0,6,0,0,7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Otu103",42,1,74,0,0,6,0,65,36,86,0,0,50,55,62,11,59,36,212,262,1,0,40,0,10,0,0,115,0,75,12,39,63,113,26,59,174,0,0,0,25,0,6,196,66,4,0,0,68,16,52,110,77,161,33,39,13,0,12,3,2,196,0,39,0,0,0,2,24,0,18,13
"Otu490",7,41,6,10,6,0,3,6,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu907",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu451",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,81,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu16",11,0,0,2,0,0,0,0,14,47,461,0,3,23,1,0,125,55,0,0,0,52,0,0,33,14,0,0,0,3,0,2,68,0,0,0,33,0,0,48,0,46,0,0,165,64,13,0,0,17,0,3,6,135,0,0,209,93,0,0,1,135,0,0,0,0,0,0,16,238,89,0
"Otu468",1,0,2,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,8,0,0,4,0,1,7,10,0,0,0,0,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,165,1,3,1,0,0
"Otu61",205,35,529,22,48,9,0,55,63,9,0,66,32,27,0,0,0,4,2,0,0,0,306,0,33,570,171,2,0,155,112,7,0,6,0,0,54,488,0,9,49,0,13,0,0,10,0,0,0,49,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"Otu132",0,0,11,0,1,0,0,11,0,116,0,0,134,78,2,3,0,0,109,0,0,0,0,1,35,55,6,0,0,2,0,278,546,0,0,9,0,0,0,1,8,0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu555",0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0
