"","ESC.1.15.OPR.279514","ESC.1.24.OPL.279654","ESC.1.34.OPR.279524","ESC.1.33.OPL.279468","ESC.1.9a.OPL.279644","ESC.1.28.OPR.279603","ESC.1.62.OPL.279669","ESC.1.53.OPL.279544","ESC.1.45.OPL.279704","ESC.1.28.OPL.279617","ESC.1.34.OPL.279562","ESC.1.42.OPL.279703","ESC.1.49.OPL.279522","ESC.1.72.OPR.279523","ESC.1.61.OPR.279506","ESC.1.45.OPR.279442","ESC.1.65.OPL.279620","ESC.1.55.OPR.279483","ESC.1.60.OPR.279487","ESC.1.71.OPR.279471","ESC.1.35.OPR.279455","ESC.1.68.OPR.279573","ESC.1.20.OPL.279671","ESC.1.23.OPL.279686","ESC.1.44.OPR.279527","ESC.1.63.OPL.279420","ESC.1.37.OPR.279696","ESC.1.47.OPL.279646","ESC.1.49.OPR.279650","ESC.1.26.OPR.279484","ESC.1.43.OPL.279611","ESC.1.53.OPR.279665","ESC.1.1.OPR.279601","ESC.1.65.OPR.279502","ESC.1.26.OPL.279470","ESC.1.17.OPR.279511","ESC.1.29.OPL.279486","ESC.1.55.OPL.279670","ESC.1.48.OPR.279680","ESC.1.71.OPL.279661","ESC.1.61.OPL.279525","ESC.1.43.OPR.279635","ESC.1.50.OPL.279499","ESC.1.69.OPL.279699","ESC.1.38.OPR.279528","ESC.1.56.OPR.279444","ESC.1.62.OPR.279652","ESC.1.17.OPL.279551","ESC.1.19.OPL.279430","ESC.1.22.OPR.279421","ESC.1.32.OPL.279633","ESC.1.72.OPL.279581","ESC.1.51.OPR.279561","ESC.1.20a.OPL.279437","ESC.1.30.OPL.279456","ESC.1.48.OPL.279572","ESC.1.59.OPR.279629","ESC.1.5.OPR.279659","ESC.1.24.OPR.279606","ESC.1.44.OPL.279532","ESC.1.64.OPR.279439","ESC.1.30.OPR.279564","ESC.1.47.OPR.279560","ESC.1.50.OPR.279637","ESC.1.20.OPR.279692","ESC.1.39.OPL.279608","ESC.1.51.OPL.279500","ESC.1.60.OPL.279582","ESC.1.64.OPL.279491","ESC.1.46.OPL.279623","ESC.1.56.OPL.279540","ESC.1.33.OPR.279647","ESC.1.1.OPL.279586","ESC.1.58.OPL.279556","ESC.1.37.OPL.279622","ESC.1.40.OPL.279667","ESC.1.46.OPR.279457","ESC.1.31.OPL.279464","ESC.1.19.OPR.279460","ESC.1.52.OPR.279589"
"539301",0,0,0.01,0,0.41,0.02,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520917",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524245",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44
"162077",0.01,32,126.49,150,1.79,95.44,220.37,17,1.84,13,24,50,20,10,227.11,0,29,14,14.55,11,215,18,16,17,96,15,161,53,25,111,50,39.98,26,5.52,102,4,9,22,0.15,7,38,178.75,54,41,209.48,47,113.38,8,69,40,166.44,19,132,182.52,12,4,23,102,35,102,21,6,23,190.81,0.93,82,95,7,66,24,74,154,1,43,101,36,46,15,9,8
"237188",0,0,0.01,1,14,0,0,0,4,0,0,1,0.68,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0.01,0,0,4,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"244198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0.02,0,0,0.01,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
"39443",7.92,9,0.18,4,0,1,1,20,0,3,0.01,0.05,1,14,8,0.21,1,20,5.75,13,4,14,10,1.54,0.18,0,8.59,25,2,49,9,0.06,6,0.17,56,9,12,8,7,4,9.23,8.13,17.53,4,0.76,5,12.3,2,7,4,2,5,3,0.56,0.2,0.48,3,19,0.1,0.1,4,7,16,8,0,7,0.03,1,26,9,12,0,0,26.42,3,10,0.25,26.68,1,2
"471156",1,2,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0.01,0,14,0,0,0.01,0,0.25,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0,0,1,0.02,0,0,0,0,0,1,0,0,0
"361751",0,2,0,4,0.28,0,3,1,0,0,0.03,0.01,0.58,0.06,0.02,0.01,0.19,0,0,0,0.01,0,1,0.01,0,2,1,0.01,0.05,0.01,0,0,0,1,0,0,1,0,0,0,0.01,0.01,0.03,0.8,0,0.01,0.01,0,2,0.03,1,0,0,0.03,0,0,0,0.03,0,0,0.02,1,0,0,11,0,0,0,0,0,0.02,0.13,0,0,0,0,0,0,0,0
"58296",0,1,0,0,0,0,0,2,0,0.01,0,0,0,0.01,0.01,0,1,0,0,0,0,0,0.01,0.09,0,0,0.79,0,0,0.04,0.03,0,0,1,0,0,0.17,0,0,0,0.01,0,0.01,2,0,0.16,0,0,0.02,0.48,0.01,0,0.12,0,0,0.02,1,1,0,0,4,0.01,0,0,0,0.01,0,0.01,0.01,0,0.04,0,0,0,0,0,0,1.33,0,0.44
"351161",0,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,3,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"470973",2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0.05,0,0,0,0.05,0.01,0,0,0,1.6,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.03,0.01,0.11,0.01,0.05,0,0,0.02,0,0,0,0,0,0.01,0.01,0,0,0
"92743",1,6,4,60,0,0.06,23,13,0,0.24,0.04,9,2,65,2,0,4,40,9,10,7,4,7,23.3,3.99,0.03,0,38,23,0,18,0,16,0.84,4,13,8,190.5,5,2.33,2,66,14.36,2.15,22,0.23,70,1.06,29,71,0.01,0.07,62,1.62,0.09,0,22,10.21,20,16,3,42.66,25,103.55,0,1,70,6,0,5,4,0,39,4,2,0.23,35.57,0.12,2,18.3
"588428",0,0,0.01,0,3,0,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,1,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217901",0,122,0,0.02,0,0,0.02,0.12,3,0.82,0,0,0,0,1,0,0.09,0,3,0,1,0.01,14,13.41,6,0,0,1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,2,0.08,0,0.04,0,0.04,0,0.18,0.17,0,0,4,0,0,0,0.14,0,1,0,0,0,0,0,0,0,0,0,0,0.27,0,13,0,0,0,0,0,0,0
"244707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192814",0,0.56,0,0.07,0,18,2,2,9,36,0,0,0,0.01,31,2,0,0,144,0,2,1,2,13.96,0,0,0,0.03,0.02,0,0,2,0,0.03,0,0.01,4,0,0.01,0,18,30,0,0,0,0.02,0.01,3,0.01,0,0.07,0,0,0,0,0,1,11,0.01,0,2,0,0,0,0,0.01,0,26,0.01,0,0,0,0.01,0,0,0.1,0.01,14,0,0.44
"93513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,7,0,0,0,0.01,0,0.01,0.12,51,0,0.43,0,0,6,0.07,0,0,0,0,0,73,0,0,0.01,0.01,0,0,3,0.04,0.01,16,0,0.01,0.04,238,0,16,0,0,0.02,0,0,0,2,147,0,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09,0,0
"581652",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"347862",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,3,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,1,0
"407576",0.42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.01,0,1,0,0,6,0,0,0,0.02,0,0,0,0,0,8,0,0,0,0,3,0,0,10,0,0,0.01,0,4,30,0,7,0.02,0,0,0.01,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0,0.02,0.02,0,1,0.02,0,0,0,0,0,1,0,0,0
