"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,23,0,0,0,29,0,0,0,27,2,0,0,0,0,0,0,0,111,0,0,52,0,0,0,0,0,0,109
"Otu545",0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu273",9,4,1,4,2,3,20,0,2,0,42,3,3,0,23,0,158,0,28,24,0,0,1,0,0,16,0,0,0,0,0,11,0,2,0,0,0,0,0,3,2,0,0,0,0,0,20,0,0,17,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu848",0,0,1,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu20",2,0,0,0,0,0,0,0,742,0,0,411,0,0,6,0,0,0,0,0,0,0,0,0,70,0,29,0,0,0,0,54,152,1,0,0,0,0,0,0,0,0,0,0,114,1,2,87,254,0,0,0,0,0,903,0,0,327,0,0,0,0,0,0,445,0,359,0,570,0,327,0
"Otu718",5,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu208",12,12,45,0,37,0,0,253,0,0,0,0,0,0,0,77,0,0,0,313,21,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu47",0,9,0,0,7,3,20,10,23,9,15,29,191,4,4,0,1,8,6,54,0,24,82,3,24,12,38,25,0,0,2,0,0,0,41,0,47,70,42,31,13,6,0,14,95,0,4,47,27,0,0,0,11,8,55,25,42,63,70,7,0,15,11,0,102,43,10,87,110,0,28,11
"Otu95",6,0,10,18,22,25,14,7,19,35,32,17,0,12,24,16,0,0,37,11,0,4,0,0,0,0,0,42,14,0,20,0,0,11,12,18,29,37,13,28,9,0,3,31,6,24,6,22,0,11,35,6,0,0,40,94,24,0,0,0,22,0,0,3,0,0,0,51,14,0,0,57
"Otu401",0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
