"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu304",0,10,12,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,4,0,0,9,0,0,0,0,0,0,18,0,0,0,0,7,1,0,4,0,15,1,18,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Otu330",0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,12,0,1,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
"Otu149",1,18,239,9,4,0,0,3,14,2,0,0,2,0,0,0,0,0,11,0,0,18,0,0,0,5,0,0,1,1,0,11,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu16",11,0,0,0,12,0,0,0,14,0,461,0,0,23,0,0,125,0,1,0,0,52,0,0,33,0,0,0,2,3,0,2,68,0,24,0,33,44,0,48,0,46,0,0,165,64,0,0,11,17,54,3,6,135,0,0,209,93,0,0,1,0,0,0,0,0,0,69,16,238,89,0
"Otu411",0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,13,0,0,7,0,0
"Otu710",0,0,1,0,0,0,0,35,0,12,0,1,0,0,17,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu112",12,0,12,13,16,0,12,16,0,23,2,0,298,24,6,28,0,8,3,6,7,87,82,45,11,16,12,14,9,1,0,105,0,0,0,0,0,0,30,41,20,3,17,14,4,3,7,0,2,2,0,10,0,0,2,0,0,0,162,18,0,0,0,0,15,1,0,2,11,1,5,0
"Otu31",0,19,24,0,165,289,147,0,0,0,0,0,0,0,183,102,225,0,0,0,217,0,0,679,0,0,7,0,528,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0
"Otu164",0,9,0,2,8,0,0,2,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,109,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu64",767,0,0,0,0,283,3,0,0,0,0,0,0,0,0,13,0,0,0,0,125,0,0,0,0,0,1590,0,532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
