"","ESC.1.15.OPR.279514","ESC.1.24.OPL.279654","ESC.1.34.OPR.279524","ESC.1.33.OPL.279468","ESC.1.9a.OPL.279644","ESC.1.28.OPR.279603","ESC.1.62.OPL.279669","ESC.1.53.OPL.279544","ESC.1.45.OPL.279704","ESC.1.28.OPL.279617","ESC.1.34.OPL.279562","ESC.1.42.OPL.279703","ESC.1.49.OPL.279522","ESC.1.72.OPR.279523","ESC.1.61.OPR.279506","ESC.1.45.OPR.279442","ESC.1.65.OPL.279620","ESC.1.55.OPR.279483","ESC.1.60.OPR.279487","ESC.1.71.OPR.279471","ESC.1.35.OPR.279455","ESC.1.68.OPR.279573","ESC.1.20.OPL.279671","ESC.1.23.OPL.279686","ESC.1.44.OPR.279527","ESC.1.63.OPL.279420","ESC.1.37.OPR.279696","ESC.1.47.OPL.279646","ESC.1.49.OPR.279650","ESC.1.26.OPR.279484","ESC.1.43.OPL.279611","ESC.1.53.OPR.279665","ESC.1.1.OPR.279601","ESC.1.65.OPR.279502","ESC.1.26.OPL.279470","ESC.1.17.OPR.279511","ESC.1.29.OPL.279486","ESC.1.55.OPL.279670","ESC.1.48.OPR.279680","ESC.1.71.OPL.279661","ESC.1.61.OPL.279525","ESC.1.43.OPR.279635","ESC.1.50.OPL.279499","ESC.1.69.OPL.279699","ESC.1.38.OPR.279528","ESC.1.56.OPR.279444","ESC.1.62.OPR.279652","ESC.1.17.OPL.279551","ESC.1.19.OPL.279430","ESC.1.22.OPR.279421","ESC.1.32.OPL.279633","ESC.1.72.OPL.279581","ESC.1.51.OPR.279561","ESC.1.20a.OPL.279437","ESC.1.30.OPL.279456","ESC.1.48.OPL.279572","ESC.1.59.OPR.279629","ESC.1.5.OPR.279659","ESC.1.24.OPR.279606","ESC.1.44.OPL.279532","ESC.1.64.OPR.279439","ESC.1.30.OPR.279564","ESC.1.47.OPR.279560","ESC.1.50.OPR.279637","ESC.1.20.OPR.279692","ESC.1.39.OPL.279608","ESC.1.51.OPL.279500","ESC.1.60.OPL.279582","ESC.1.64.OPL.279491","ESC.1.46.OPL.279623","ESC.1.56.OPL.279540","ESC.1.33.OPR.279647","ESC.1.1.OPL.279586","ESC.1.58.OPL.279556","ESC.1.37.OPL.279622","ESC.1.40.OPL.279667","ESC.1.46.OPR.279457","ESC.1.31.OPL.279464","ESC.1.19.OPR.279460","ESC.1.52.OPR.279589"
"13463",0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,1,0.01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529857",0,0,0,0.05,0,0,2,0,0,1,0,0.17,0,0,4,0,4,1.33,0,0.02,1,0.05,0.01,0,0,0,0.02,0.01,0,0,0.01,0,0.01,3,0,1,0.01,0.03,0.01,0.01,0.03,0.08,0.01,1,0.02,0,1,0.09,0,0,0.02,0,0,0,0,0,1,0,0,0.25,0.01,0,0.01,0,0,0.04,0,0,0.04,0,0,0.53,0,0,0.01,1,0,0,0,0.02
"543032",0,0.01,0.02,1,0,0.02,0.01,0.01,9,3,0,0.01,0,0,0.03,0,1,0,0,0.04,1,0,0,0,1,0,0,0.09,0,0,4,1.17,0,0,0,0,0,15,0,0.04,0.01,0,6,0,5,0,0,0,0.02,0.02,60,0,0.01,0,0,0,0.01,0.02,0,0,1,0,0.01,4,0,0.06,0.38,0.01,1,0,0,0,0.34,0.44,0,0.01,0,3,0,2
"511532",2.07,10,0.3,3,0,0.12,13,0.84,0.01,9,0.01,5,9,1,26.05,0.04,5,1,0.01,8,12,5,4,0.06,19,0.02,27,10,19,54.51,20,0.02,11,1,7,32.75,118.16,3,19,2,5,10,5,3,49,3,17,7,133,3,0.77,1,23,0.55,4,2,3,2,0.33,24,27,12,18,43.15,0,0.09,21,0.02,21,0,3,1.38,1,2.22,44,11.02,2,18.17,23,0.03
"73843",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200189",0.03,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"588428",0,0,0.01,0,3,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,1,0,0,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,1,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391129",0,0,0,0,2,1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"426016",0,0,2,0.01,0,0.01,0,0,1,0.03,0.02,1,0.01,0.01,0,0,2,0.01,0,2,0,2,0,0,0,0.01,0.01,0,0,0,0,0,0.06,1,0.01,0,0.03,0,0,1,0,0,0.01,1,0.01,0,0,0,0,0,0.28,0.01,0,0,2,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,0,0.01,0.01,0,0,0.02
